canonical_annotation_id,image_id,worker_id,context_key,stage,block_index,raw_condition,raw_point_count,effective_point_count,processing_status,imputed_point,calculation_included,main_worker_included,building,geometry_valid,geometry_failure,pairing_method,scope,quality,top_signed_pixels,floor_signed_pixels,band_width_bias_pixels,reference_status,reference_scope,reference_source,active_seconds,speed_usable,time_trace_status,historical_scope_status,historical_reference_scope
d44439bb3a62b0e4,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,W026,P1|0|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|manual,P1,0,manual,0,0,unchanged,False,False,False,7y3sRwLe3Va,False,empty_point_response,circular_x_pairing,oos_open_boundary,,,,,adjudicated_reference,in_scope,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,False,missing_matching_raw_owner_events,researcher_in_scope,in_scope
f7cef468b7fc1a50,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W026,P1|0|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,P1,0,oos,0,0,unchanged,False,False,False,7y3sRwLe3Va,False,empty_point_response,circular_x_pairing,normal,,,,,reference_not_geometry_ready,oos,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,False,missing_matching_raw_owner_events,planned_oos_lane,oos
626ac6adf5415dd2,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W026,P1|0|7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,P1,0,oos,0,0,unchanged,False,False,False,7y3sRwLe3Va,False,empty_point_response,circular_x_pairing,normal,,,,,reference_not_geometry_ready,oos,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,False,missing_matching_raw_owner_events,planned_oos_lane,oos
4d3e4911d8f07aa2,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W037,P1|0|7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,P1,0,oos,11,11,unconfirmed_odd_unchanged,False,True,True,7y3sRwLe3Va,False,odd_keypoint_count,circular_x_pairing,normal,,,,,reference_not_geometry_ready,oos,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,462,True,raw_owner_and_source_events_found,planned_oos_lane,oos
341734cb27e2e971,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,W026,P1|0|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|manual,P1,0,manual,0,0,unchanged,False,False,False,B6ByNegPMKs,False,empty_point_response,circular_x_pairing,normal,,,,,adjudicated_reference,in_scope,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,False,missing_matching_raw_owner_events,researcher_in_scope,in_scope
9dd1a9628b1064fc,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,W026,P1|0|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|manual,P1,0,manual,0,0,unchanged,False,False,False,B6ByNegPMKs,False,empty_point_response,circular_x_pairing,oos_open_boundary,,,,,adjudicated_reference,in_scope,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,False,missing_matching_raw_owner_events,researcher_in_scope,in_scope
f6bfdcf15004e457,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,W032,P1|0|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|manual,P1,0,manual,9,9,unconfirmed_odd_unchanged,False,True,True,B6ByNegPMKs,False,odd_keypoint_count,circular_x_pairing,normal,,,,,adjudicated_reference,in_scope,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,314,True,raw_owner_and_source_events_found,researcher_in_scope,in_scope
0b847dd7bc2d4a8f,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,W026,P1|0|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624|manual,P1,0,manual,0,0,unchanged,False,False,False,B6ByNegPMKs,False,empty_point_response,circular_x_pairing,oos_open_boundary,,,,,adjudicated_reference,in_scope,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,False,missing_matching_raw_owner_events,researcher_in_scope,in_scope
74b072ea7146d3a5,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W026,P1|0|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282|oos,P1,0,oos,0,0,unchanged,False,False,False,UwV83HsGsw3,False,empty_point_response,circular_x_pairing,normal,,,,,reference_not_geometry_ready,oos,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,False,missing_matching_raw_owner_events,planned_oos_lane,oos
49fa488be3fef090,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W026,P1|0|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940|oos,P1,0,oos,17,17,unconfirmed_odd_unchanged,False,True,False,UwV83HsGsw3,False,odd_keypoint_count,circular_x_pairing,oos_open_boundary,,,,,reference_not_geometry_ready,oos,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,False,missing_matching_raw_owner_events,planned_oos_lane,oos
3a3dec28a207f0a0,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W028,P1|0|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940|oos,P1,0,oos,17,17,unconfirmed_odd_unchanged,False,True,True,UwV83HsGsw3,False,odd_keypoint_count,circular_x_pairing,oos_open_boundary,,,,,reference_not_geometry_ready,oos,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,974,True,raw_owner_and_source_events_found,planned_oos_lane,oos
94c48a0f1a416b90,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,W026,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,P1,0,manual,0,0,unchanged,False,False,False,UwV83HsGsw3,False,empty_point_response,circular_x_pairing,oos_open_boundary,,,,,adjudicated_reference,in_scope,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,False,missing_matching_raw_owner_events,researcher_in_scope,in_scope
ee2e59495db1c2bf,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,W019,P1|0|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|manual,P1,0,manual,7,7,unconfirmed_odd_unchanged,False,True,False,UwV83HsGsw3,False,odd_keypoint_count,circular_x_pairing,normal,,,,,adjudicated_reference,in_scope,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,True,raw_owner_and_source_events_found,researcher_in_scope,in_scope
e6a41450d809a912,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,W026,P1|0|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|manual,P1,0,manual,0,0,unchanged,False,False,False,UwV83HsGsw3,False,empty_point_response,circular_x_pairing,oos_open_boundary,,,,,adjudicated_reference,in_scope,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl,,False,missing_matching_raw_owner_events,researcher_in_scope,in_scope
