task_id,annotation_id,annotator_id,dataset_group,meta_guard_status,meta_guard_reject_reasons,type4_flag,type4_reason_codes,type4_source,type4_evidence_chain,active_time_source,default_gate_pass,selection_pass,tim_highest_tier,tim_scope,tim_downgrade_reason,tim_reason_chain,scope_bucket,scene_proxy,core_scene,activation_status,degeneration_status,risk_path,evidence_layer_chain
549,149,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
552,152,1,PreScreen_manual,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
556,156,1,PreScreen_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
557,157,1,Gold_manual,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
561,159,1,Validation_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
562,160,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
563,161,1,PreScreen_manual,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
568,164,1,Calibration_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,T,T,scope:oos;active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback;scope:oos,oos,oos::oos_split_level,oos::oos_split_level,not_activated,fallback_global,t_tier,meta_guard;instrumentation_fallback;tier_degraded
569,165,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
570,166,1,Gold_manual,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
571,167,1,Validation_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
572,168,1,Validation_semi,rejected,difficulty_conflict_trivial,True,difficulty_conflict,meta_guard+system,meta_guard_rejected;system_type4;lead_time_fallback,lead_time_fallback,True,True,I,I,m_guard:type4_excluded;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback;m_guard:type4_excluded,in_scope,reflection|acceptable,reflection|acceptable,activated,scene_specific,type4_guarded,meta_guard;system_type4;instrumentation_fallback;tier_degraded
573,169,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
579,172,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
581,173,1,PreScreen_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
583,174,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
584,175,1,Pilot,rejected,difficulty_conflict_trivial,True,difficulty_conflict,meta_guard+system,meta_guard_rejected;system_type4;lead_time_fallback,lead_time_fallback,True,True,I,I,m_guard:type4_excluded;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback;m_guard:type4_excluded,in_scope,reflection|acceptable,reflection|acceptable,activated,scene_specific,type4_guarded,meta_guard;system_type4;instrumentation_fallback;tier_degraded
585,176,1,PreScreen_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
586,177,1,PreScreen_manual,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
590,179,1,Pilot,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|over_parsing,occlusion|over_parsing,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
591,180,1,Validation_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,reflection|acceptable,reflection|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
599,183,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
601,184,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
605,186,1,PreScreen_manual,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
608,189,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
613,192,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
615,193,1,Gold_manual,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
617,195,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
619,196,1,PreScreen_manual,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
623,198,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
624,199,1,Validation_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,reflection|acceptable,reflection|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
632,204,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
633,205,1,Validation_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
636,207,1,Validation_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
638,208,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
640,209,1,Gold_manual,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
641,210,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
645,213,1,PreScreen_manual,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
653,215,1,SemiAuto_Test,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
654,216,1,Pilot,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
655,217,1,Pilot,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
658,219,1,PreScreen_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
660,220,1,Validation_semi,accepted,,False,,none,meta_guard_accepted;lead_time_fallback,lead_time_fallback,True,True,M,M,active_time:lead_time_fallback,passed_default_gate;selection:selected_by_manifest;active_time:lead_time_fallback,in_scope,occlusion|acceptable,occlusion|acceptable,activated,scene_specific,m_tier,meta_guard;instrumentation_fallback;tier_model_usable
