schema_version,round_id,worker_id,task_id,base_task_id,task_stratum,assignment_sequence,block_index,c2_component,target_component,gap_reason,formal_goal,precision_before,support_before,support_after,declared_support_after,selection_probability,conditional_inclusion_probability,selection_seed,selection_draw_id,eligible_count_at_draw,task_support_before,task_support_after,paired_block_support_before,paired_block_support_after,effective_risk_slope_support_before,effective_risk_slope_support_after,design_manifest_sha256,c2b_summary_sha256,post_c2b_worker_profile_sha256
c2a_rp_assignment_manifest_v2,C2-A-RP,1,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.009009009009009009,0.009009009009009009,20260724,1:ordinary:1,111,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,1,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.1111111111111111,0.1111111111111111,20260724,1:stress:2,9,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,10,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.008928571428571428,0.008928571428571428,20260724,10:ordinary:1,112,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,10,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.1111111111111111,0.1111111111111111,20260724,10:stress:2,9,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,11,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.008849557522123894,0.008849557522123894,20260724,11:ordinary:1,113,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,11,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.1,0.1,20260724,11:stress:2,10,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,12,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,7,8,8,0.008849557522123894,0.008849557522123894,20260724,12:ordinary:1,113,0,1,0,1,7,9,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,12,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,7,9,9,0.1,0.1,20260724,12:stress:2,10,0,1,0,1,7,9,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,13,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.008849557522123894,0.008849557522123894,20260724,13:ordinary:1,113,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,13,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.1,0.1,20260724,13:stress:2,10,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,15,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.008849557522123894,0.008849557522123894,20260724,15:ordinary:1,113,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,15,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.1111111111111111,0.1111111111111111,20260724,15:stress:2,9,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,17,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.008849557522123894,0.008849557522123894,20260724,17:ordinary:1,113,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,17,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.125,0.125,20260724,17:stress:2,8,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,2,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,7,8,8,0.008928571428571428,0.008928571428571428,20260724,2:ordinary:1,112,0,1,0,1,7,9,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,2,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,7,9,9,0.125,0.125,20260724,2:stress:2,8,0,1,0,1,7,9,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,28,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,5,6,6,0.008695652173913044,0.008695652173913044,20260724,28:ordinary:1,115,0,1,0,1,5,7,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,28,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,5,7,7,0.125,0.125,20260724,28:stress:2,8,1,2,0,1,5,7,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,29,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,6,7,7,0.008695652173913044,0.008695652173913044,20260724,29:ordinary:1,115,0,1,0,1,6,8,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,29,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,6,8,8,0.14285714285714285,0.14285714285714285,20260724,29:stress:2,7,0,1,0,1,6,8,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,30,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.008928571428571428,0.008928571428571428,20260724,30:ordinary:1,112,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,30,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.14285714285714285,0.14285714285714285,20260724,30:stress:2,7,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,31,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.008849557522123894,0.008849557522123894,20260724,31:ordinary:1,113,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,31,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.16666666666666666,0.16666666666666666,20260724,31:stress:2,6,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,32,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.008849557522123894,0.008849557522123894,20260724,32:ordinary:1,113,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,32,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.16666666666666666,0.16666666666666666,20260724,32:stress:2,6,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,33,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.008928571428571428,0.008928571428571428,20260724,33:ordinary:1,112,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,33,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.2,0.2,20260724,33:stress:2,5,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,34,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.00909090909090909,0.00909090909090909,20260724,34:ordinary:1,110,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
