schema_version,round_id,worker_id,task_id,base_task_id,task_stratum,assignment_sequence,block_index,c2_component,target_component,gap_reason,formal_goal,precision_before,support_before,support_after,declared_support_after,selection_probability,conditional_inclusion_probability,selection_seed,selection_draw_id,eligible_count_at_draw,task_support_before,task_support_after,paired_block_support_before,paired_block_support_after,effective_risk_slope_support_before,effective_risk_slope_support_after,design_manifest_sha256,c2b_summary_sha256,post_c2b_worker_profile_sha256
c2a_rp_assignment_manifest_v2,C2-A-RP,1,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,ordinary,3,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.02253869994068211,9,10,10,0.00909090909090909,0.00909090909090909,20260724,1:ordinary:3,110,0,1,1,2,9,11,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,1,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,stress,4,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.02253869994068211,9,11,11,0.1111111111111111,0.1111111111111111,20260724,1:stress:4,9,0,1,1,2,9,11,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,10,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,ordinary,3,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.01920500121018959,9,10,10,0.009009009009009009,0.009009009009009009,20260724,10:ordinary:3,111,0,1,1,2,9,11,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,10,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,stress,4,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.01920500121018959,9,11,11,0.1111111111111111,0.1111111111111111,20260724,10:stress:4,9,2,3,1,2,9,11,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,11,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,ordinary,3,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.021505466077335594,10,11,11,0.008928571428571428,0.008928571428571428,20260724,11:ordinary:3,112,0,1,1,2,10,12,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,11,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,stress,4,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.021505466077335594,10,12,12,0.1111111111111111,0.1111111111111111,20260724,11:stress:4,9,2,3,1,2,10,12,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,12,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,ordinary,3,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.021732072185987356,9,10,10,0.008928571428571428,0.008928571428571428,20260724,12:ordinary:3,112,0,1,1,2,9,11,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,12,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,stress,4,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.021732072185987356,9,11,11,0.1111111111111111,0.1111111111111111,20260724,12:stress:4,9,2,3,1,2,9,11,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,13,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,ordinary,3,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.022918443468295784,9,10,10,0.008928571428571428,0.008928571428571428,20260724,13:ordinary:3,112,0,1,1,2,9,11,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,13,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,stress,4,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.022918443468295784,9,11,11,0.1111111111111111,0.1111111111111111,20260724,13:stress:4,9,3,4,1,2,9,11,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,15,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,ordinary,3,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.0213090300131959,9,10,10,0.008928571428571428,0.008928571428571428,20260724,15:ordinary:3,112,0,1,1,2,9,11,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,15,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,stress,4,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.0213090300131959,9,11,11,0.1111111111111111,0.1111111111111111,20260724,15:stress:4,9,3,4,1,2,9,11,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,17,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,ordinary,3,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.022769780493573206,10,11,11,0.008928571428571428,0.008928571428571428,20260724,17:ordinary:3,112,0,1,1,2,10,12,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,17,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,stress,4,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.022769780493573206,10,12,12,0.16666666666666666,0.16666666666666666,20260724,17:stress:4,6,2,3,1,2,10,12,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
c2a_rp_assignment_manifest_v2,C2-A-RP,2,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,ordinary,3,2,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.021367215968495806,8,9,9,0.009009009009009009,0.009009009009009009,20260724,2:ordinary:3,111,1,2,1,2,8,10,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79
