project_id,task_id,dataset_group,condition,image_id,data_title,expected_final_gold_key,match_failure_reason,allowlisted,allowlist_reason
40,3167,PreScreen_semi,semi,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,task_id:synthetic::legacy_disjoint_source_011_corner_drift;base_task_id:7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
40,3168,PreScreen_semi,semi,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,task_id:synthetic::legacy_disjoint_source_003_corner_drift;base_task_id:B6ByNegPMKs_75327de9719945aa8b893a6404667884,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
40,3169,PreScreen_semi,semi,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.jpg,task_id:synthetic::legacy_disjoint_source_006_corner_duplicate;base_task_id:Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
40,3170,PreScreen_semi,semi,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.jpg,task_id:synthetic::legacy_disjoint_source_008_corner_duplicate;base_task_id:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
40,3171,PreScreen_semi,semi,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a.jpg,task_id:synthetic::legacy_disjoint_source_007_over_parsing;base_task_id:e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
40,3172,PreScreen_semi,semi,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103.jpg,task_id:synthetic::legacy_disjoint_source_004_over_parsing;base_task_id:q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
29,3095,PreScreen_semi,semi,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,task_id:synthetic::legacy_disjoint_source_011_corner_drift;base_task_id:7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
29,3096,PreScreen_semi,semi,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,task_id:synthetic::legacy_disjoint_source_003_corner_drift;base_task_id:B6ByNegPMKs_75327de9719945aa8b893a6404667884,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
29,3097,PreScreen_semi,semi,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.jpg,task_id:synthetic::legacy_disjoint_source_006_corner_duplicate;base_task_id:Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
29,3098,PreScreen_semi,semi,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.jpg,task_id:synthetic::legacy_disjoint_source_008_corner_duplicate;base_task_id:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
29,3099,PreScreen_semi,semi,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a.jpg,task_id:synthetic::legacy_disjoint_source_007_over_parsing;base_task_id:e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
29,3100,PreScreen_semi,semi,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103.jpg,task_id:synthetic::legacy_disjoint_source_004_over_parsing;base_task_id:q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,missing final_gold/task scope contract,True,semi synthetic trap has no final_gold scope in current partial snapshot; keep unknown_gold and exclude from primary
