project_id,task_id,dataset_group,condition,image_id,data_title,task_final_scope,task_scope_adjudication_source,worker_scope_values_seen,n_worker_in_scope,n_worker_oos,n_worker_scope_missing,geometry_primary_possible
39,3125,PreScreen_manual,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,in_scope,final_gold,in_scope:7;oos:5,7,5,0,True
39,3126,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,in_scope,final_gold,in_scope:6;oos:6,6,6,0,True
39,3128,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,in_scope,final_gold,in_scope:11;oos:1,11,1,0,True
39,3129,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.jpg,in_scope,final_gold,in_scope:6;oos:6,6,6,0,True
39,3130,PreScreen_manual,manual,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.jpg,in_scope,final_gold,in_scope:8;oos:4,8,4,0,True
39,3131,PreScreen_manual,manual,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.jpg,in_scope,final_gold,in_scope:10;oos:2,10,2,0,True
39,3132,PreScreen_manual,manual,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.jpg,in_scope,final_gold,in_scope:9;oos:3,9,3,0,True
39,3134,PreScreen_manual,manual,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.jpg,in_scope,final_gold,in_scope:10;oos:2,10,2,0,True
39,3135,PreScreen_manual,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,in_scope,final_gold,in_scope:6;oos:6,6,6,0,True
39,3136,PreScreen_manual,manual,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.jpg,in_scope,final_gold,in_scope:9;oos:3,9,3,0,True
39,3137,PreScreen_manual,manual,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.jpg,in_scope,final_gold,in_scope:8;oos:4,8,4,0,True
39,3138,PreScreen_manual,manual,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.jpg,in_scope,final_gold,in_scope:11;oos:1,11,1,0,True
39,3139,PreScreen_manual,manual,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.jpg,in_scope,final_gold,in_scope:10;oos:2,10,2,0,True
39,3140,PreScreen_manual,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,in_scope,final_gold,in_scope:7;oos:5,7,5,0,True
39,3141,PreScreen_manual,manual,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.jpg,in_scope,final_gold,in_scope:11;oos:1,11,1,0,True
39,3143,PreScreen_manual,manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.jpg,in_scope,final_gold,in_scope:11;oos:1,11,1,0,True
39,3144,PreScreen_manual,manual,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC_e74e843601574864a14517f990c748a0.jpg,in_scope,final_gold,in_scope:11;oos:1,11,1,0,True
39,3145,PreScreen_manual,manual,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.jpg,in_scope,final_gold,in_scope:11;oos:1,11,1,0,True
39,3146,PreScreen_manual,manual,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,in_scope,final_gold,in_scope:4;oos:8,4,8,0,True
39,3147,PreScreen_manual,manual,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.jpg,in_scope,final_gold,in_scope:6;oos:6,6,6,0,True
39,3148,PreScreen_manual,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,in_scope,final_gold,in_scope:8;oos:4,8,4,0,True
39,3149,PreScreen_manual,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,in_scope,final_gold,in_scope:3;oos:9,3,9,0,True
39,3150,PreScreen_manual,manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,in_scope,final_gold,in_scope:9;oos:3,9,3,0,True
39,3151,PreScreen_manual,manual,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,in_scope,final_gold,in_scope:6;oos:6,6,6,0,True
39,3152,PreScreen_manual,manual,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,in_scope,final_gold,in_scope:5;oos:7,5,7,0,True
39,3153,PreScreen_manual,manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,in_scope,final_gold,in_scope:6;oos:6,6,6,0,True
39,3154,PreScreen_manual,manual,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.jpg,in_scope,final_gold,in_scope:7;oos:4,7,4,0,True
40,3155,PreScreen_semi,semi,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,in_scope,final_gold,in_scope:11;oos:1,11,1,0,True
40,3156,PreScreen_semi,semi,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.jpg,in_scope,final_gold,in_scope:8;oos:4,8,4,0,True
40,3157,PreScreen_semi,semi,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,in_scope,final_gold,in_scope:8;oos:4,8,4,0,True
40,3159,PreScreen_semi,semi,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.jpg,in_scope,final_gold,in_scope:10;oos:2,10,2,0,True
