schema_version,annotation_identity,canonical_annotation_id,canonical_annotation_id_legacy_alias,raw_annotation_id,annotation_unique_id,raw_stage,stage,block_index,raw_project_id,project_id,raw_runtime_task_id,runtime_task_id,raw_task_data_task_id,raw_task_data_planned_task_id,planned_task_id,base_task_id,image_id,building_id,raw_worker_id,worker_id,raw_condition,assistance_exposure,task_lane,scope_status,dataset_group,task_stratum,language_group,assignment_provenance,canonical_selection_status,historical_primary_eligibility_status,historical_primary_eligibility_source_field,historical_formal_assignment_status,legacy_exclusion_reason,raw_geometry_point_count,raw_geometry_computable,lead_time_seconds,lead_time_status,planned_import_match_status,planned_import_source_paths_json,raw_export_path,raw_export_sha256,canonical_reconciliation_path,canonical_reconciliation_sha256
uncertainty_substrate_v1,P1|0|28|3071|1|4831,9c8a68204bbf22bf,,4831,8f6b72d8-1fa1-4954-a46d-a31c9d203b4a,P1,P1,0,28,28,3071,3071,630,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,1,1,manual,none,screening,researcher_in_scope,PreScreen_manual,prescreen_manual,,not_recorded,selected,eligible,P1.upstream_eligible_for_primary_analysis,not_applicable,not_applicable,8,true,22.322,available,exact_stage_block_base_condition,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]",analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
uncertainty_substrate_v1,P1|0|28|3071|10|3208,84b0461c974c6f08,,3208,9010b10c-1c86-4da1-b883-e798d07e7279,P1,P1,0,28,28,3071,3071,630,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,10,10,manual,none,screening,researcher_in_scope,PreScreen_manual,prescreen_manual,,not_recorded,selected,eligible,P1.upstream_eligible_for_primary_analysis,not_applicable,not_applicable,8,true,30.403,available,exact_stage_block_base_condition,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]",analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
uncertainty_substrate_v1,P1|0|28|3071|11|3585,b36f0dc2bb36d9b6,,3585,0a016ddc-50e8-4641-9c74-014e0ed80a11,P1,P1,0,28,28,3071,3071,630,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,11,11,manual,none,screening,researcher_in_scope,PreScreen_manual,prescreen_manual,,not_recorded,selected,eligible,P1.upstream_eligible_for_primary_analysis,not_applicable,not_applicable,8,true,48.089,available,exact_stage_block_base_condition,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]",analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
uncertainty_substrate_v1,P1|0|28|3071|12|3471,e43b14b1a0c01b0f,,3471,2ce00b4a-862f-4e07-9d85-4b879a7ec0cf,P1,P1,0,28,28,3071,3071,630,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,12,12,manual,none,screening,researcher_in_scope,PreScreen_manual,prescreen_manual,,not_recorded,selected,eligible,P1.upstream_eligible_for_primary_analysis,not_applicable,not_applicable,8,true,29.329,available,exact_stage_block_base_condition,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]",analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
uncertainty_substrate_v1,P1|0|28|3071|13|3376,a73527487e1ba30e,,3376,945b866b-a2cf-41b8-98bf-16a9cb04922a,P1,P1,0,28,28,3071,3071,630,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,13,13,manual,none,screening,researcher_in_scope,PreScreen_manual,prescreen_manual,,not_recorded,selected,eligible,P1.upstream_eligible_for_primary_analysis,not_applicable,not_applicable,8,true,1.848,available,exact_stage_block_base_condition,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]",analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
uncertainty_substrate_v1,P1|0|28|3071|14|3547,9bf982556e9845da,,3547,f2c503c3-b98e-4115-9700-381d80b7796d,P1,P1,0,28,28,3071,3071,630,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,14,14,manual,none,screening,researcher_in_scope,PreScreen_manual,prescreen_manual,,not_recorded,selected,eligible,P1.upstream_eligible_for_primary_analysis,not_applicable,not_applicable,8,true,0.8,available,exact_stage_block_base_condition,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]",analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
uncertainty_substrate_v1,P1|0|28|3071|15|3638,6c26d77b8fe5e104,,3638,94274010-4ac2-4bf8-8665-e368288ddff5,P1,P1,0,28,28,3071,3071,630,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,15,15,manual,none,screening,researcher_in_scope,PreScreen_manual,prescreen_manual,,not_recorded,selected,eligible,P1.upstream_eligible_for_primary_analysis,not_applicable,not_applicable,8,true,3.348,available,exact_stage_block_base_condition,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]",analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
uncertainty_substrate_v1,P1|0|28|3071|17|3258,cbfa1db9b3b7ec4d,,3258,3ca8f94d-f848-4cac-924b-e67b580bd2d5,P1,P1,0,28,28,3071,3071,630,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,17,17,manual,none,screening,researcher_in_scope,PreScreen_manual,prescreen_manual,,not_recorded,selected,eligible,P1.upstream_eligible_for_primary_analysis,not_applicable,not_applicable,8,true,29.69,available,exact_stage_block_base_condition,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]",analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
uncertainty_substrate_v1,P1|0|28|3071|18|4774,b86432f92a43add3,,4774,51dfdf0b-f33e-458c-8561-eaf9e0ae09cb,P1,P1,0,28,28,3071,3071,630,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,18,18,manual,none,screening,researcher_in_scope,PreScreen_manual,prescreen_manual,,not_recorded,selected,eligible,P1.upstream_eligible_for_primary_analysis,not_applicable,not_applicable,8,true,14.081,available,exact_stage_block_base_condition,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]",analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
uncertainty_substrate_v1,P1|0|28|3071|19|4633,de8eb69ecb323323,,4633,343c1457-a8b0-4bc8-b527-59a03b5ab4f9,P1,P1,0,28,28,3071,3071,630,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,19,19,manual,none,screening,researcher_in_scope,PreScreen_manual,prescreen_manual,,not_recorded,selected,eligible,P1.upstream_eligible_for_primary_analysis,not_applicable,not_applicable,12,true,32.806,available,exact_stage_block_base_condition,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]",analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
