schema_version,raw_annotation_version_id,revision_group_id,raw_stage,stage,block_index,project_id,runtime_task_id,base_task_id,raw_condition,raw_worker_id,worker_id,raw_annotation_id,canonical_annotation_id,canonical_annotation_id_legacy_alias,canonical_join_status,selected_canonical_version,independent_analysis_unit,raw_only_reason,version_index_within_task_worker,previous_raw_annotation_id_chronological,parent_annotation,created_at,updated_at,lead_time_seconds,result_count,result_sha256,source_path,source_sha256
uncertainty_substrate_v1,C1|66|3182|27|5817,c6f0e56568560b13f6c1f9da,C1,C1,0,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,27,27,5817,0f006ad814591f20f1d7,,matched,true,true,,1,,,2026-07-05T01:09:45.131888Z,2026-07-05T01:09:45.131905Z,448.715,10,87b7708c93768aa1ce19a77d82e82aa9e843fd2b78dc8da5316a8c4fce29e13d,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,04b95b86ef77099f47ebe4189abf233b0399b5dc57d77bf740e6dec265967557
uncertainty_substrate_v1,C1|66|3182|28|5763,c847334991a8e67034153a51,C1,C1,0,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,28,28,5763,a5582527e1e55759fca4,,matched,true,true,,1,,,2026-07-03T17:51:58.050714Z,2026-07-03T17:51:58.050733Z,178.975,10,fcafb50b599418f384752d2a30d41a25a40a0984642d47db6f299a52d7c264cd,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,04b95b86ef77099f47ebe4189abf233b0399b5dc57d77bf740e6dec265967557
uncertainty_substrate_v1,C1|66|3182|29|6359,db8a63d245414ab11f407085,C1,C1,0,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,29,29,6359,ddc38d03eaf0ed686dbe,,matched,true,true,,1,,,2026-07-16T14:24:04.072435Z,2026-07-16T14:24:04.072449Z,266.194,10,2bdac840c1e331c5afbf959d6a842cff26292aec288cc7b05cbc788e57bb2485,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,04b95b86ef77099f47ebe4189abf233b0399b5dc57d77bf740e6dec265967557
uncertainty_substrate_v1,C1|66|3182|30|5998,b5f32c30dc3d2258b23195da,C1,C1,0,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,30,30,5998,762aad63d41c0473582f,,matched,true,true,,1,,,2026-07-07T11:34:07.838343Z,2026-07-07T11:34:07.838359Z,200.773,10,8611b7d69a8d2994d3e7388287bcf064381d58d2b0614d044511df8be103cb8a,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,04b95b86ef77099f47ebe4189abf233b0399b5dc57d77bf740e6dec265967557
uncertainty_substrate_v1,C1|66|3182|31|5934,dd3a2519f1f59b8ebcb59857,C1,C1,0,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,31,31,5934,944fc693a5243b08b5ee,,matched,true,true,,1,,,2026-07-07T06:36:46.354566Z,2026-07-07T06:36:46.354581Z,184.994,10,fda780b9da62665b0277549da508db9fa32a3dec5825c20a56e6cc77b4e3c808,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,04b95b86ef77099f47ebe4189abf233b0399b5dc57d77bf740e6dec265967557
uncertainty_substrate_v1,C1|66|3182|32|6347,c4282757e9f309d8d93c4541,C1,C1,0,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,32,32,6347,d37f314fba3b67c55956,,matched,true,true,,1,,,2026-07-16T06:25:43.988410Z,2026-07-17T00:43:11.838652Z,267.398,10,02915ff57cda8869886e1c7d1cd396f6bfa0934f55827a9a59511ff13ce90220,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,04b95b86ef77099f47ebe4189abf233b0399b5dc57d77bf740e6dec265967557
uncertainty_substrate_v1,C1|66|3182|33|5762,d3f2b15500884bfa74cdeb19,C1,C1,0,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,33,33,5762,9e082eaf47377454a352,,matched,true,true,,1,,,2026-07-03T15:28:05.106555Z,2026-07-03T15:28:05.106572Z,921.478,10,7f40a8c54243cc3c5b3be4d034d4511c1869ae8cc26cd048f9a4ac3ec38b5650,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,04b95b86ef77099f47ebe4189abf233b0399b5dc57d77bf740e6dec265967557
uncertainty_substrate_v1,C1|66|3182|34|5875,ccd64ca161d605591e729321,C1,C1,0,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,34,34,5875,779f777343654b55ad95,,matched,true,true,,1,,,2026-07-06T08:35:23.375236Z,2026-07-06T08:35:23.375254Z,149.289,10,5e57e9f96aa0a40a10f332d1d1b4350257a05a0f3141689508c2edd560f0b024,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,04b95b86ef77099f47ebe4189abf233b0399b5dc57d77bf740e6dec265967557
uncertainty_substrate_v1,C1|66|3182|35|5921,f5e3520ed1b123c5290b57e0,C1,C1,0,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,35,35,5921,3e053dc275632e30f220,,matched,true,true,,1,,,2026-07-07T05:33:07.431450Z,2026-07-07T05:33:07.431464Z,163.673,10,b4b8f6fe3c120bafa1b9bbe529a645c80f254a32a7fb5dc54e8e706afa560ddd,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,04b95b86ef77099f47ebe4189abf233b0399b5dc57d77bf740e6dec265967557
uncertainty_substrate_v1,C1|66|3182|36|5861,0e0f40d824ae2522f9bcab63,C1,C1,0,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,36,36,5861,beebb1979f052693f701,,matched,true,true,,1,,,2026-07-05T16:19:47.554530Z,2026-07-07T08:28:42.765632Z,2178.514,10,8a12c7769b250f953c0fc7bc011110c97269a7281f439e60ed96db1b746f6204,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,04b95b86ef77099f47ebe4189abf233b0399b5dc57d77bf740e6dec265967557
