schema_version,canonical_annotation_id,stage,block_index,project_id,runtime_task_id,base_task_id,raw_condition,worker_id,active_time_seconds,active_time_formal_available,historical_active_time_eligibility_status,timing_status,timing_rule_version,active_time_source,active_time_source_file,active_time_event_count,active_time_session_count,lead_time_seconds,lead_time_status,lead_time_is_active_time,event_fragment_role
uncertainty_substrate_v1,9c8a68204bbf22bf,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,1,47,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-30.jsonl,3,1,22.322,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,84b0461c974c6f08,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,10,36,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-21.jsonl,2,1,30.403,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,b36f0dc2bb36d9b6,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,11,55,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-31.jsonl,4,1,48.089,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,e43b14b1a0c01b0f,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,12,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,29.329,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,a73527487e1ba30e,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,13,8,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-25.jsonl,1,1,1.848,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,9bf982556e9845da,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,14,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,0.8,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,6c26d77b8fe5e104,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,15,14,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-01.jsonl,3,2,3.348,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,cbfa1db9b3b7ec4d,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,17,40,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-21.jsonl,4,1,29.69,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,b86432f92a43add3,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,18,43,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-30.jsonl,1,1,14.081,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,de8eb69ecb323323,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,19,38,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-27.jsonl,9,1,32.806,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,f5958e31992e703a,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,2,32,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-29.jsonl,4,1,34.594,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,9130e3a10b708f2c,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,21,23,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-04.jsonl;active_times_2026-06-05.jsonl,6,1,7.542,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,d44439bb3a62b0e4,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,26,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,3.739,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,2099f09dd0969482,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,27,166,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-17.jsonl,6,1,26.433,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,3040d441f80810e4,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,28,251,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-17.jsonl,10,1,58.589,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,be7a92e1f36d2292,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,29,132,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-25.jsonl,6,1,114.878,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,674ea0b8b27fa7c7,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,30,22,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-20.jsonl,1,1,16.028,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,9c964b13299f32cb,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,31,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,71.523,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,6a317a400188cb9b,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,32,186,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-21.jsonl,7,1,147.722,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,5f9c3715d22ae336,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,33,166,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-21.jsonl,6,1,162.589,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,2c487c4855775399,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,34,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,66.53,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,f25bd8df99652c2b,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,35,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,34.969,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,4bfc0d70b116500c,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,36,546,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-27.jsonl,23,1,601.935,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,922f49b7c63582f6,P1,0,39,3143,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,37,78,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-23.jsonl,4,1,79.816,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,59650fcf724f11bc,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,6,25,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-22.jsonl,3,1,14.651,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,13d54802362fd649,P1,0,28,3071,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,8,69,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-12.jsonl,4,1,57.678,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,1870bb9b73b8e731,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,1,38,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-30.jsonl,2,1,29.303,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,95c53ad8a5a96289,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,10,153,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-21.jsonl,6,1,151.261,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,255bcfbc04e42564,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,11,278,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-31.jsonl,23,1,779.854,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,9e238cb62af7d82e,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,12,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,106.305,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,dcf84084e2f4a4bf,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,13,84,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-24.jsonl,6,1,132.16,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,85ae90c2f81b66df,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,14,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,15.899,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,c345eac5108fcf77,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,15,295,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-03.jsonl,15,1,437.793,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,db928628d69b3f0a,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,17,67,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-25.jsonl,4,1,61.685,available,false,audit_only_never_backfill_active_time
