schema_version,reference_measurement_id,canonical_annotation_id,proposal_id,stage,block_index,base_task_id,worker_id,measurement_role,metric_name,raw_metric_value,measurement_value,measurement_status,reference_identity,reference_sha256,reference_type,reference_quality_status,historical_eligibility_status,source_path,source_sha256
uncertainty_substrate_v1,babc4e1b7d60b5ce|reviewer|delta_U,babc4e1b7d60b5ce,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,1,initial_to_final_change,delta_U,0.0622941539563246,0.0622941539563246,available,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,available,eligible,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,babc4e1b7d60b5ce|reviewer|U_initial,babc4e1b7d60b5ce,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,1,proposal_initialization,U_initial,0.849139974712886,0.849139974712886,available,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,available,eligible,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,babc4e1b7d60b5ce|reviewer|U_final,babc4e1b7d60b5ce,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,1,worker_final,U_final,0.911434128669211,0.911434128669211,available,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,available,eligible,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,1106d9b3309125ae|reviewer|delta_U,1106d9b3309125ae,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,10,initial_to_final_change,delta_U,0.117436775253016,0.117436775253016,available,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,available,eligible,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,1106d9b3309125ae|reviewer|U_initial,1106d9b3309125ae,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,10,proposal_initialization,U_initial,0.849139974712886,0.849139974712886,available,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,available,eligible,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,1106d9b3309125ae|reviewer|U_final,1106d9b3309125ae,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,10,worker_final,U_final,0.966576749965902,0.966576749965902,available,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,available,eligible,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,b11846422ee8df2c|reviewer|delta_U,b11846422ee8df2c,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,11,initial_to_final_change,delta_U,0,0,available,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,available,eligible,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,b11846422ee8df2c|reviewer|U_initial,b11846422ee8df2c,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,11,proposal_initialization,U_initial,0.849139974712886,0.849139974712886,available,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,available,eligible,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,b11846422ee8df2c|reviewer|U_final,b11846422ee8df2c,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,11,worker_final,U_final,0.849139974712886,0.849139974712886,available,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,available,eligible,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,38972f7a8ac6e59e|reviewer|delta_U,38972f7a8ac6e59e,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,12,initial_to_final_change,delta_U,0.0615934086807473,0.0615934086807473,available,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,available,eligible,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
