image_id,building,scene,main_space,y,feature,baseline,algorithm,design,p0,p1,p2,prediction,rps,brier,status
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__global,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.156918500892,0.45491969066,ok
2t7WUuJeko7_218fdf5321f9482e85e828c56f2c0c94,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__global,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.156918500892,0.45491969066,ok
2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__global,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.120333135039,0.630529446758,ok
2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__global,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.120333135039,0.630529446758,ok
2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__global,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.120333135039,0.630529446758,ok
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__coarse,none,frequency,pooled,0.853658536585,0.10243902439,0.0439024390244,0,0.0116716240333,0.0338370017847,ok
2t7WUuJeko7_218fdf5321f9482e85e828c56f2c0c94,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__coarse,none,frequency,pooled,0.853658536585,0.10243902439,0.0439024390244,0,0.0116716240333,0.0338370017847,ok
2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__coarse,none,frequency,pooled,0.853658536585,0.10243902439,0.0439024390244,0,0.365330160619,1.53627602617,ok
2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__coarse,none,frequency,pooled,0.853658536585,0.10243902439,0.0439024390244,0,0.365330160619,1.53627602617,ok
2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__coarse,none,frequency,pooled,0.853658536585,0.10243902439,0.0439024390244,0,0.365330160619,1.53627602617,ok
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__main,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.156918500892,0.45491969066,ok
2t7WUuJeko7_218fdf5321f9482e85e828c56f2c0c94,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__main,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.156918500892,0.45491969066,ok
2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__main,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.120333135039,0.630529446758,ok
2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__main,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.120333135039,0.630529446758,ok
2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__main,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.120333135039,0.630529446758,ok
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__fine,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.156918500892,0.45491969066,ok
2t7WUuJeko7_218fdf5321f9482e85e828c56f2c0c94,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__fine,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.156918500892,0.45491969066,ok
2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__fine,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.120333135039,0.630529446758,ok
2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__fine,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.120333135039,0.630529446758,ok
2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__fine,none,frequency,pooled,0.463414634146,0.375609756098,0.160975609756,0,0.120333135039,0.630529446758,ok
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__human_focus,none,frequency,pooled,0.466561762392,0.366955153423,0.166483084186,0,0.156136485331,0.446929055286,ok
2t7WUuJeko7_218fdf5321f9482e85e828c56f2c0c94,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__human_focus,none,frequency,pooled,0.466561762392,0.366955153423,0.166483084186,0,0.156136485331,0.446929055286,ok
2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__human_focus,none,frequency,pooled,0.466561762392,0.366955153423,0.166483084186,0,0.122698247723,0.646142273224,ok
2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__human_focus,none,frequency,pooled,0.466561762392,0.366955153423,0.166483084186,0,0.122698247723,0.646142273224,ok
2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__human_focus,none,frequency,pooled,0.466561762392,0.366955153423,0.166483084186,0,0.122698247723,0.646142273224,ok
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__coarse_main,none,frequency,pooled,0.853658536585,0.10243902439,0.0439024390244,0,0.0116716240333,0.0338370017847,ok
2t7WUuJeko7_218fdf5321f9482e85e828c56f2c0c94,2t7WUuJeko7,厨房与用餐,kitchen,0,baseline__coarse_main,none,frequency,pooled,0.853658536585,0.10243902439,0.0439024390244,0,0.0116716240333,0.0338370017847,ok
2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__coarse_main,none,frequency,pooled,0.853658536585,0.10243902439,0.0439024390244,0,0.365330160619,1.53627602617,ok
2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__coarse_main,none,frequency,pooled,0.853658536585,0.10243902439,0.0439024390244,0,0.365330160619,1.53627602617,ok
2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881,2t7WUuJeko7,厨房与用餐,kitchen,1,baseline__coarse_main,none,frequency,pooled,0.853658536585,0.10243902439,0.0439024390244,0,0.365330160619,1.53627602617,ok
7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,7y3sRwLe3Va,开放复合空间,living,1,baseline__global,none,frequency,pooled,0.478260869565,0.36231884058,0.159420289855,0,0.127074144087,0.660785549254,ok
7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,7y3sRwLe3Va,开放复合空间,living,1,baseline__global,none,frequency,pooled,0.478260869565,0.36231884058,0.159420289855,0,0.127074144087,0.660785549254,ok
7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,7y3sRwLe3Va,开放复合空间,living,1,baseline__global,none,frequency,pooled,0.478260869565,0.36231884058,0.159420289855,0,0.127074144087,0.660785549254,ok
