estimand,current_task_count,current_building_count,projected_independent_building_count,assumed_true_absolute_effect,observed_effect,observed_cluster_scale_sd,standard_error,approximate_two_sided_power,independent_unit,variance_basis,estimand_note
task_equal,25,9,9,0.01000534917024881,-0.01000534917024881,0.3150699095017559,0.10502330316725196,0.05104031430851943,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,9,0.05,-0.01000534917024881,0.3150699095017559,0.10502330316725196,0.07634483022465292,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,9,0.1,-0.01000534917024881,0.3150699095017559,0.10502330316725196,0.15857144420817543,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,9,0.2,-0.01000534917024881,0.3150699095017559,0.10502330316725196,0.47787608934113757,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,18,0.01000534917024881,-0.01000534917024881,0.3150699095017559,0.07426268985217449,0.05208193960089033,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,18,0.05,-0.01000534917024881,0.3150699095017559,0.07426268985217449,0.10333181446825955,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,18,0.1,-0.01000534917024881,0.3150699095017559,0.07426268985217449,0.27028061807177944,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,18,0.2,-0.01000534917024881,0.3150699095017559,0.07426268985217449,0.768276830738365,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,27,0.01000534917024881,-0.01000534917024881,0.3150699095017559,0.0606352323547966,0.05312486358218855,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,27,0.05,-0.01000534917024881,0.3150699095017559,0.0606352323547966,0.1307920305621026,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,27,0.1,-0.01000534917024881,0.3150699095017559,0.0606352323547966,0.3781459642927824,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,27,0.2,-0.01000534917024881,0.3150699095017559,0.0606352323547966,0.9096249139006723,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,36,0.01000534917024881,-0.01000534917024881,0.3150699095017559,0.05251165158362598,0.05416907399913466,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,36,0.05,-0.01000534917024881,0.3150699095017559,0.05251165158362598,0.15857144420817543,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,36,0.1,-0.01000534917024881,0.3150699095017559,0.05251165158362598,0.47787608934113757,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,36,0.2,-0.01000534917024881,0.3150699095017559,0.05251165158362598,0.967750482922861,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,54,0.01000534917024881,-0.01000534917024881,0.3150699095017559,0.042875583976898626,0.056261305334680906,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,54,0.05,-0.01000534917024881,0.3150699095017559,0.042875583976898626,0.21454181497911218,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,54,0.1,-0.01000534917024881,0.3150699095017559,0.042875583976898626,0.6451985716317962,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,54,0.2,-0.01000534917024881,0.3150699095017559,0.042875583976898626,0.9965816488004755,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
task_equal,25,9,72,0.01000534917024881,-0.01000534917024881,0.3150699095017559,0.037131344926087245,0.05835853641167843,building,cluster influence of the task-equal ratio estimator,task_equal uses a ratio-estimator cluster influence; building_equal averages building means
