stage,stage_zh,language_cohort,project_id,runtime_task_id,base_task_id,building_id,worker_id,canonical_annotation_id,raw_annotation_id,initialization_artifact_id,initialization_import_sha256,initialization_prediction_sha256,initial_geometry_hash,final_geometry_hash,exact_geometry_equal,geometry_edit_rmse_px,geometry_edit_rmse_panorama_diagonal_normalized,geometry_edit_distance_not_evaluable_reason,U_initial,U_final,delta_U,initial_structurally_valid,final_structurally_valid,initial_quality_status,final_quality_status,proposal_failure,model_issue_choice,issue_reported,acceptable_reported,semi_role,planned_trap_family,trap_family,trap_family_source,trap_source_type,reference_identity,reference_sha256,reference_type,reference_eligible,formal_assignment_eligible,process_eligible,independence_eligible,analysis_eligible,c1_eligible_worker,current20_worker,stage_role,unmodified_trap_submission_eps_0,strict_blind_trust_eps_0,issue_reported_without_quality_improvement_eps_0,quality_improving_correction_eps_0,negative_metric_change_correction_eps_0,control_false_alarm_eps_0,control_overcorrection_eps_0,non_negative_metric_change_control_handling_eps_0,issue_geometry_edit_concordant_eps_0,unmodified_trap_submission_eps_0_01,strict_blind_trust_eps_0_01,issue_reported_without_quality_improvement_eps_0_01,quality_improving_correction_eps_0_01,negative_metric_change_correction_eps_0_01,control_false_alarm_eps_0_01,control_overcorrection_eps_0_01,non_negative_metric_change_control_handling_eps_0_01,issue_geometry_edit_concordant_eps_0_01,unmodified_trap_submission_eps_0_02,strict_blind_trust_eps_0_02,issue_reported_without_quality_improvement_eps_0_02,quality_improving_correction_eps_0_02,negative_metric_change_correction_eps_0_02,control_false_alarm_eps_0_02,control_overcorrection_eps_0_02,non_negative_metric_change_control_handling_eps_0_02,issue_geometry_edit_concordant_eps_0_02,unmodified_trap_submission_eps_0_05,strict_blind_trust_eps_0_05,issue_reported_without_quality_improvement_eps_0_05,quality_improving_correction_eps_0_05,negative_metric_change_correction_eps_0_05,control_false_alarm_eps_0_05,control_overcorrection_eps_0_05,non_negative_metric_change_control_handling_eps_0_05,issue_geometry_edit_concordant_eps_0_05,diagnostic_pre_stage3,development_only,scientific_conclusion_prohibited,formal_profile_frozen,reviewer_policy_frozen,main_launch_authorized,worker_caused_structural_failure_x,failure_attribution,frozen_harmonization_validity_status,frozen_harmonization_assertion_source,frozen_initialization_provenance_status,proposal_accepted_unchanged_eps_0,issue_reported_eps_0,geometry_edited_eps_0,non_negative_metric_change_handling_eps_0,proposal_accepted_unchanged_eps_0_01,issue_reported_eps_0_01,geometry_edited_eps_0_01,non_negative_metric_change_handling_eps_0_01,proposal_accepted_unchanged_eps_0_02,issue_reported_eps_0_02,geometry_edited_eps_0_02,non_negative_metric_change_handling_eps_0_02,proposal_accepted_unchanged_eps_0_05,issue_reported_eps_0_05,geometry_edited_eps_0_05,non_negative_metric_change_handling_eps_0_05,proposal_failure_binary,edited_binary,improved_binary,negative_metric_change_binary,edited_bool,condition,condition_zh,metric_change_class,edit_magnitude_px_equivalent,edit_magnitude_band,geometry_hash_changed,topology_changed,tag_codes,tag_labels_zh,acceptable_tag,trivial_tag,in_scope_tag,model_issue_tag,explicit_model_problem_tag,iou_to_gt,worker_caused_structural_failure_y,gt_score_computable,geometry_reference_status,structural_failure_bool,cluster_rank,cluster_support,cluster_count,is_largest_mode,is_supported_minority_mode,n_pairs,task_centered_n_pairs,active_time_observed_seconds,lead_time_seconds,active_time_measurement_class,active_time_source,lead_time_source,long_active_time,low_gt_alignment_absolute,low_gt_alignment_relative,nonlargest_mode,material_edit,image_reference,case_codes,has_case,uncertainty_interpretation_zh
C1,校准一阶段,zh,72,3403,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,8,5ba67a30243635c3cbe3,6120,init:c1:c78b37a742bafbe739e8,81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c,c78b37a742bafbe739e81f7fe722d4da67b0b1ae308deff5d4df3d05b8c8fadc,c39e29e0f6a51bcfdaaa3027751e02606760bded479448f6ad4f3264c073d534,c39e29e0f6a51bcfdaaa3027751e02606760bded479448f6ad4f3264c073d534,True,0.0,0.0,,1.0,1.0,0.0,True,True,evaluable,frozen_quality_evaluable,False,acceptable,False,True,calibration_validation_no_trap_truth,,,not_applicable_c1,,gt:70:3594:5143,e78a749c282d556871417b509689f911a55431fbfd8160b250a1cd890f80065f,public_frozen_gt,True,true,True,true,True,True,True,cross_stage_validation_only_no_blind_trust_label,,,,,False,,,,True,,,,,False,,,,True,,,,,False,,,,True,,,,,False,,,,True,True,True,True,False,False,False,False,not_evaluable,not_evaluable,not_evaluable,missing_required_initialization,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,0,0,0.0,0.0,False,semi,模型预标注辅助,near_zero_metric_change,0.0,none,False,False,acceptable;in_scope;occlusion;reflection_transparency,反射/透明;模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,1.0,False,True,reference_ready_public_gt,False,2.0,1.0,2.0,False,False,6.0,2.0,103.0,103.778,formal_frozen,c1_task_worker_active_time_v1,raw_annotation_fact_label_studio_lead_time,False,False,False,True,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,acceptable_proposal_but_final_nonlargest_mode;model_problem_tag_without_geometry_edit,True,工人识别了问题但未改变几何；问题可能不在角点、可能被界面限制，或标签与操作脱节。
C1,校准一阶段,en,68,3270,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,28,c6c2970a6c0a7eb457e5,5792,init:c1:fcec4324b350e25dba88,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,fcec4324b350e25dba88a946faa6cebfdd0bb8c2af02af2aa0ab7d50060d4a2e,14a16196da58d32a568d2fb026106c8da29c4b187614f9302c3170f3a9c53392,14a16196da58d32a568d2fb026106c8da29c4b187614f9302c3170f3a9c53392,True,0.0,0.0,,1.0,1.0,0.0,True,True,evaluable,frozen_quality_evaluable,False,acceptable,False,True,calibration_validation_no_trap_truth,,,not_applicable_c1,,gt:70:3555:5104,7dbf3b1219227f20471c2e4446b02fc68b3c72cc7eb938c07564c17441432c76,public_frozen_gt,True,true,True,true,True,True,True,cross_stage_validation_only_no_blind_trust_label,,,,,False,,,,True,,,,,False,,,,True,,,,,False,,,,True,,,,,False,,,,True,True,True,True,False,False,False,False,not_evaluable,not_evaluable,not_evaluable,missing_required_initialization,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,0,0,0.0,0.0,False,semi,模型预标注辅助,near_zero_metric_change,0.0,none,False,False,acceptable;in_scope;trivial,无显著难点;模型初始结果可接受;范围内/正常,True,True,True,True,True,1.0,False,True,reference_ready_public_gt,False,2.0,1.0,2.0,False,False,8.0,4.0,98.0,106.337,formal_frozen,c1_task_worker_active_time_v1,raw_annotation_fact_label_studio_lead_time,False,False,False,True,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.jpg,acceptable_proposal_but_final_nonlargest_mode;trivial_tag_but_final_nonlargest_mode;model_problem_tag_without_geometry_edit,True,主观难度判断与几何准确性/共识结构不一致；简单标签不能替代质量检验。
P1,预筛,zh,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,12,38972f7a8ac6e59e,3447,init:p1:509c41111a2f853c44ed,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,509c41111a2f853c44ed0cad96738a929bb31167ef0d3bead393ae6a15ccd57e,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,d895ff5693754f3de675d61dd25fada4ac46d730f7446ef8c0f4340970a6f507,False,,,n_pairs_mismatch,0.8491399747128859,0.9107333833936332,0.0615934086807472,True,True,evaluable,evaluable,False,acceptable,False,True,trap,corner_drift,over_parsing,manual_reviewed_primary_issue,trap_synthetic_disjoint_source,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,1.0,0.0,True,semi,模型预标注辅助,positive_metric_change,,not_computable,True,False,acceptable;in_scope;trivial,无显著难点;模型初始结果可接受;范围内/正常,True,True,True,True,True,,,,,False,,,,,,,,,34.882,lead_time_proxy_excluded,lead_time_fallback,stage_canonical_label_studio_lead_time,False,False,False,False,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,acceptable_proposal_with_any_corner_edit,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3167,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,30,c0d2a3ea11db107a,4187,init:p1:509c41111a2f853c44ed,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,509c41111a2f853c44ed0cad96738a929bb31167ef0d3bead393ae6a15ccd57e,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,7be04f78347cdca4fab22d7bd769a7e812aa342b48f9d665a8ef50fc7ba17d39,False,,,n_pairs_mismatch,0.8491399747128859,0.931099826232848,0.0819598515199621,True,True,evaluable,evaluable,False,acceptable,False,True,trap,corner_drift,over_parsing,manual_reviewed_primary_issue,trap_synthetic_disjoint_source,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,1.0,0.0,True,semi,模型预标注辅助,positive_metric_change,,not_computable,True,False,acceptable;oos_open_or_ambiguous_boundary;trivial,无显著难点;模型初始结果可接受;范围/边界开放或歧义,True,True,False,True,True,,,,,False,,,,,,,,82.0,70.499,formal_frozen,log,stage_canonical_label_studio_lead_time,False,False,False,False,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,acceptable_proposal_with_any_corner_edit,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3167,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,31,5ff7ca831e9c5ad8,4113,init:p1:509c41111a2f853c44ed,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,509c41111a2f853c44ed0cad96738a929bb31167ef0d3bead393ae6a15ccd57e,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,d04d81ab26727c0de8f118760409c20135cd748fe8e5df434035a516ee853030,False,,,n_pairs_mismatch,0.8491399747128859,0.953216729115153,0.104076754402267,True,True,evaluable,evaluable,False,acceptable,False,True,trap,corner_drift,over_parsing,manual_reviewed_primary_issue,trap_synthetic_disjoint_source,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,1.0,0.0,True,semi,模型预标注辅助,positive_metric_change,,not_computable,True,False,acceptable;in_scope;low_image_quality,低图像质量;模型初始结果可接受;范围内/正常,True,False,True,True,True,,,,,False,,,,,,,,,267.344,lead_time_proxy_excluded,lead_time_fallback,stage_canonical_label_studio_lead_time,False,False,False,False,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,acceptable_proposal_with_any_corner_edit,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3167,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,34,1bbc73c77d272720,4417,init:p1:509c41111a2f853c44ed,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,509c41111a2f853c44ed0cad96738a929bb31167ef0d3bead393ae6a15ccd57e,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,3445aeaff4bca16db8b69e13efb28a2881aac485d7d2a1df16ecad56b81cb770,False,,,n_pairs_mismatch,0.8491399747128859,0.8440143444095342,-0.0051256303033517,True,True,evaluable,evaluable,False,acceptable,False,True,trap,corner_drift,over_parsing,manual_reviewed_primary_issue,trap_synthetic_disjoint_source,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,False,False,False,False,True,,,,False,False,False,False,False,False,,,,False,False,False,False,False,False,,,,False,False,False,False,False,False,,,,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,True,semi,模型预标注辅助,near_zero_metric_change,,not_computable,True,False,acceptable;in_scope;trivial,无显著难点;模型初始结果可接受;范围内/正常,True,True,True,True,True,,,,,False,,,,,,,,,362.039,lead_time_proxy_excluded,lead_time_fallback,stage_canonical_label_studio_lead_time,False,False,False,False,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,acceptable_proposal_with_any_corner_edit,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3167,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,35,c4bc31bc73053a93,4323,init:p1:509c41111a2f853c44ed,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,509c41111a2f853c44ed0cad96738a929bb31167ef0d3bead393ae6a15ccd57e,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,1973f87cde724d4cb9991c326118fab52809a50e04318dee5aa8fdac628071e9,False,,,n_pairs_mismatch,0.8491399747128859,0.9416453864165067,0.0925054117036209,True,True,evaluable,evaluable,False,acceptable,False,True,trap,corner_drift,over_parsing,manual_reviewed_primary_issue,trap_synthetic_disjoint_source,2752,5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596,synthetic_source_gt,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,1.0,0.0,True,semi,模型预标注辅助,positive_metric_change,,not_computable,True,False,acceptable;in_scope;trivial,无显著难点;模型初始结果可接受;范围内/正常,True,True,True,True,True,,,,,False,,,,,,,,,208.331,lead_time_proxy_excluded,lead_time_fallback,stage_canonical_label_studio_lead_time,False,False,False,False,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,acceptable_proposal_with_any_corner_edit,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3164,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,28,cd3a2f4a0e0ad07e,3936,init:p1:4ba64bd7750a6321df94,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,35564c60d04035b114da5dd3486f30772ad10befe41519e5fd9f6e249bc43cdd,False,,,n_pairs_mismatch,0.9035806831566549,0.9547002152770356,0.0511195321203807,True,True,evaluable,evaluable,False,acceptable,False,True,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,1.0,0.0,True,semi,模型预标注辅助,positive_metric_change,,not_computable,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,,,,,False,,,,,,,,407.0,292.798,formal_frozen,log,stage_canonical_label_studio_lead_time,True,False,False,False,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.jpg,acceptable_proposal_with_any_corner_edit,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3164,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,31,55e7158552d3913a,4110,init:p1:4ba64bd7750a6321df94,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,19bc7ed79c792c0f26b76ace75dd66db6d77774dd8ad72289ceea6a514135f04,False,,,n_pairs_mismatch,0.9035806831566549,0.9352931454157526,0.0317124622590977,True,True,evaluable,evaluable,False,acceptable,False,True,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,True,False,,,,False,False,False,False,False,False,,,,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,1.0,0.0,True,semi,模型预标注辅助,positive_metric_change,,not_computable,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,,,,,False,,,,,,,,,373.839,lead_time_proxy_excluded,lead_time_fallback,stage_canonical_label_studio_lead_time,False,False,False,False,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.jpg,acceptable_proposal_with_any_corner_edit,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3164,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,36,43fca0253b1b4fff,4688,init:p1:4ba64bd7750a6321df94,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,4d2845808ccf6b7b1ac1d7a6432384bec532bd0359c554cf4136c1d268b11aab,False,0.0,0.0,,0.9035806831566549,0.9035806831566549,0.0,True,True,evaluable,evaluable,False,acceptable,False,True,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,False,False,False,False,False,,,,False,False,False,False,False,False,,,,False,False,False,False,False,False,,,,False,False,False,False,False,False,,,,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,True,semi,模型预标注辅助,near_zero_metric_change,0.0,none,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,,,,,False,,,,,,,,213.0,231.906,formal_frozen,log,stage_canonical_label_studio_lead_time,False,False,False,False,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.jpg,acceptable_proposal_with_any_corner_edit,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
