base_task_id,condition,condition_zh,threshold,subset_worker_ids,valid_k,partition_status,partition_status_zh,task_crowd_structure_status,task_crowd_structure_status_zh,structure_reason,enumeration_truncated,cluster_membership_json,candidate_partitions_json,pairwise_metric_eligible_count,pairwise_correspondence_eligible_count,pairwise_correspondence_incompatible_count,included_in_partition_metric_average,shannon_entropy,gini_simpson,largest_mode_share,supported_multimodality,mode_count,pairwise_correspondence_disagreement,pairwise_metric_dissimilarity_all,subset_index,common_k
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,纯人工,0.93,18;31;32;34,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:31"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:34""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:18""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:32""]]","[[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:31"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:34""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:18""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:32""]]]",6,1,5,True,1.039720770839918,0.625,0.5,0.0,3.0,0.0036942999851271,0.0223116094673413,1,4
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,纯人工,0.93,18;31;32;8,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:31"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:8""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:18""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:32""]]","[[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:31"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:8""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:18""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:32""]]]",6,1,5,True,1.039720770839918,0.625,0.5,0.0,3.0,0.0027126561016848,0.0214903568497575,2,4
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,纯人工,0.93,18;31;34;8,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:31"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:34"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:8""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:18""]]","[[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:31"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:34"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:8""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:18""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0035104687903801,0.0191887817228049,3,4
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,纯人工,0.93,18;32;34;8,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:34"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:8""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:18""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:32""]]","[[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:34"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:8""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:18""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:32""]]]",6,1,5,True,1.039720770839918,0.625,0.5,0.0,3.0,0.0041244502843283,0.0219657123215055,4,4
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,纯人工,0.93,31;32;34;8,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:31"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:34"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:8""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:32""]]","[[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:31"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:34"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:8""], [""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:manual:32""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0035104687903801,0.0136044643328906,5,4
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,模型预标注辅助,0.93,11;33;36;6,4,unique,唯一分区,unimodal,单峰,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:semi:11"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:semi:33"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:semi:36"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:semi:6""]]","[[[""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:semi:11"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:semi:33"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:semi:36"", ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f:semi:6""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,4
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,纯人工,0.93,1;2;33;34,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:1"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:2"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:33""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:34""]]","[[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:1"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:2"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:33""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:34""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.011269740447172,0.0231442291549069,1,4
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,纯人工,0.93,1;2;33;37,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:1"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:2"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:33""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:37""]]","[[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:1"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:2"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:33""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:37""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.011269740447172,0.0111016359907417,2,4
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,纯人工,0.93,1;2;34;37,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:1"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:2""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:37""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:34""]]","[[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:1"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:2""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:34""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:37""]]]",6,1,5,True,1.039720770839918,0.625,0.5,0.0,3.0,0.008928280921722,0.0232762260080846,3,4
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,纯人工,0.93,1;33;34;37,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:1"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:33""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:37""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:34""]]","[[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:1"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:33""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:34""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:37""]]]",6,1,5,True,1.039720770839918,0.625,0.5,0.0,3.0,0.0150074859521813,0.0240519036458702,4,4
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,纯人工,0.93,2;33;34;37,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:2"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:33""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:37""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:34""]]","[[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:2"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:33""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:34""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:manual:37""]]]",6,1,5,True,1.039720770839918,0.625,0.5,0.0,3.0,0.0098734544676127,0.0218939429498737,5,4
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,模型预标注辅助,0.93,10;15;35;8,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:semi:10"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:semi:8""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:semi:35""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:semi:15""]]","[[[""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:semi:10"", ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:semi:8""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:semi:15""], [""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:semi:35""]]]",6,1,5,True,1.039720770839918,0.625,0.5,0.0,3.0,0.0,0.0052278444590914,1,4
