round_id,worker_id,task_id,base_task_id,dataset_group,assignment_batch,assignment_reason,is_common_anchor,expected_completion_order,manifest_version,watch_flag,used_for_r_u,used_for_rq2,semi_family
C1,27,468,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,False,false,true,模型标注质量好
C1,29,468,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,13,468,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,2,468,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,False,false,true,模型标注质量好
C1,32,695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,30,695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,False,false,true,模型标注质量好
C1,1,695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,False,false,true,模型标注质量好
C1,28,695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,17,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,False,false,true,模型标注质量好
C1,18,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,False,false,true,模型标注质量好
C1,14,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,6,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,31,653,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,11,653,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,False,false,true,模型标注质量好
C1,33,653,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,34,653,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,12,542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,跨门扩张
C1,15,542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,False,false,true,跨门扩张
C1,35,542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,跨门扩张
C1,8,542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,跨门扩张
C1,36,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,跨门扩张
C1,10,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,False,false,true,跨门扩张
C1,27,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,False,false,true,跨门扩张
C1,29,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,跨门扩张
C1,37,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_draft,True,false,true,跨门扩张
C1,13,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,跨门扩张
C1,2,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,False,false,true,跨门扩张
C1,32,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,跨门扩张
C1,30,525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,False,false,true,跨门扩张
C1,1,525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,False,false,true,跨门扩张
C1,28,525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,跨门扩张
C1,17,525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,False,false,true,跨门扩张
C1,18,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,False,false,true,跨门扩张
C1,11,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,False,false,true,跨门扩张
C1,34,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,跨门扩张
C1,12,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,跨门扩张
C1,36,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,31,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,33,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,15,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,False,false,true,角点错位/飘移
C1,14,710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,6,710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,35,710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,8,710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,10,702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,False,false,true,角点错位/飘移
C1,37,702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,27,702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,False,false,true,角点错位/飘移
C1,29,702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,13,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,2,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,False,false,true,角点错位/飘移
C1,32,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,18,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,False,false,true,角点错位/飘移
C1,1,503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,False,false,true,角点错位/飘移
C1,28,503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,17,503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,False,false,true,角点错位/飘移
C1,36,503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点错位/飘移
C1,14,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点重复
C1,6,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点重复
C1,31,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点重复
C1,11,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,False,false,true,角点重复
C1,30,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,False,false,true,角点重复
C1,33,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点重复
C1,34,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点重复
C1,12,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点重复
C1,15,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,False,false,true,角点重复
C1,37,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,角点重复
C1,27,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,False,false,true,角点重复
C1,29,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,角点重复
C1,13,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,过度解析
C1,2,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,False,false,true,过度解析
C1,32,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,过度解析
C1,30,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,False,false,true,过度解析
C1,35,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,过度解析
C1,8,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,True,false,true,过度解析
C1,10,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_draft,False,false,true,过度解析
C1,28,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,过度解析
C1,1,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,False,false,true,过度解析
C1,17,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,False,false,true,过度解析
C1,18,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,False,false,true,过度解析
C1,14,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,过度解析
C1,6,667,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,过度解析
C1,36,667,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,过度解析
C1,31,667,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,过度解析
C1,11,667,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,False,false,true,过度解析
