task_id,base_task_id,image_id,image_stem,source_path,image_path,source_pool,source_files,used_in_prescreen,used_in_random_c1_deprecated,has_final_gold,geometry_gold_ready,scope_gold_ready,gt_keypoint_count,gt_pair_count,corner_count_bin,old_manual_scope_raw,old_manual_difficulty_raw,old_semi_model_issue_raw,legacy_label_status,expert_review_status,latest_human_reviewed,scope_difficulty_reviewed,legacy_proxy,unreviewed,expert_scope_confirmed,expert_proxy_family_primary,expert_proxy_family_secondary,model_issue_only,semi_only,scope_gate_only,requires_gt_fix,requires_gt_review,hard_exclude,exclude_reason,eligible_for_manual_calibration,eligible_for_core_proxy_sampling,eligible_for_anchor_candidate,eligible_for_reserve_candidate,eligible_for_semi_candidate,core_candidate_type,proxy_confidence,notes,calibration_split,selection_rank,selection_reason,used_for_r_u
460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.png,legacy_project2_full_annotation,old_label_json;亲自复核整理;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,24,12,pairs_ge_9,oos_geometry,residual,overextend_adjacent,legacy_proxy,latest_human_reviewed,true,false,true,false,inscope,简单，过度解析-跨门扩张,跨门扩张,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,confirmed,必入 manual；后续可优先抽入 semi,core,1,core_paired_semi_counterpart_candidate,false_non_reliability_core
473,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9.png,legacy_project2_full_annotation,old_label_json;亲自复核整理;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,20,10,pairs_ge_9,oos_geometry,occlusion;residual,corner_drift;topology_failure;over_parsing;fail,legacy_proxy,latest_human_reviewed,true,false,true,false,inscope,遮挡明显，跨门扩张,模型预标注失败/拓扑失败,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,confirmed,已进入 manual 候选；后续可优先抽入 semi,core,2,core_paired_semi_counterpart_candidate,false_non_reliability_core
672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d.png,legacy_project2_full_annotation,old_label_json;亲自复核整理;范围难度人工分层候选;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,trivial,corner_duplicate,legacy_proxy,latest_human_reviewed,true,true,true,false,oos 边界不可判断,拉伸明显,角点重复,false,false,true,false,false,false,,true,true,false,true,true,core_scope_gate_audit_candidate,confirmed,可作 OOS 边界候选,core,3,core_scope_gate_audit_candidate,false_non_reliability_core
705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.png,legacy_project2_full_annotation,old_label_json;亲自复核整理;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,oos_open_boundary,occlusion,over_parsing,legacy_proxy,latest_human_reviewed,true,false,true,false,oos 边界不可判定,拉伸明显/遮挡明显,过度解析,false,false,true,false,false,false,,true,true,false,true,true,core_scope_gate_audit_candidate,confirmed,可作典型 OOS 边界候选,core,4,core_scope_gate_audit_candidate,false_non_reliability_core
593,x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077,x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077,x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,occlusion,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,5,core_paired_semi_counterpart_candidate,false_non_reliability_core
700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,low_texture,corner_duplicate,legacy_proxy,legacy_proxy,false,false,true,true,,角点重复,角点重复,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,6,core_paired_semi_counterpart_candidate,false_non_reliability_core
686,wc2JMjhGNzB_48a93a3b61354385b30974c248c11ef2,wc2JMjhGNzB_48a93a3b61354385b30974c248c11ef2,wc2JMjhGNzB_48a93a3b61354385b30974c248c11ef2,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_48a93a3b61354385b30974c248c11ef2.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,low_texture,corner_drift;corner_duplicate,legacy_proxy,legacy_proxy,false,false,true,true,,角点错位/飘移,角点错位/飘移,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,7,core_paired_semi_counterpart_candidate,false_non_reliability_core
525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,occlusion;reflection,overextend_adjacent,legacy_proxy,legacy_proxy,false,false,true,true,,跨门扩张,跨门扩张,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,8,core_paired_semi_counterpart_candidate,false_non_reliability_core
531,B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,occlusion;reflection,over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,9,core_paired_semi_counterpart_candidate,false_non_reliability_core
716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.png,legacy_project2_full_annotation,old_label_json;亲自复核整理;范围难度人工分层候选;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,occlusion,over_parsing,legacy_proxy,latest_human_reviewed,true,true,true,false,inscope,遮挡明显,过度解析,false,false,false,false,false,false,,true,true,true,true,true,core_paired_semi_counterpart_candidate,confirmed,可作偏简单遮挡样本,core,10,core_paired_semi_counterpart_candidate,false_non_reliability_core
