key,code,condition,method,cluster,N,representative,diameter,radius,all_pairwise_within_r
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,manual,Exemplar_H6,1,3,W031,4.202771667951085,2.8007005572906856,True
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,manual,Exemplar_H9,1,3,W031,4.202771667951085,2.8007005572906856,True
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,manual,Exemplar_H12,1,3,W031,4.202771667951085,2.8007005572906856,True
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,manual,Exemplar_O6,1,3,W031,1.631978038373524,1.3935326591882502,True
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,manual,Exemplar_H6,1,2,W008,3.516535592807528,3.516535592807528,True
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,manual,Exemplar_H6,2,1,W034,0.0,0.0,True
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,manual,Exemplar_H9,1,3,W008,10.136471852041657,6.6206136921906,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,manual,Exemplar_H12,1,3,W008,10.136471852041657,6.6206136921906,True
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,manual,Exemplar_O6,1,3,W008,3.2421882803332327,2.6182521785187274,True
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a|manual,2t7WUuJeko7-13,manual,Exemplar_H6,1,1,W011,0.0,0.0,True
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a|manual,2t7WUuJeko7-13,manual,Exemplar_H9,1,1,W011,0.0,0.0,True
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a|manual,2t7WUuJeko7-13,manual,Exemplar_H12,1,1,W011,0.0,0.0,True
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a|manual,2t7WUuJeko7-13,manual,Exemplar_O6,1,1,W011,0.0,0.0,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va-03,manual,Exemplar_H6,1,3,W006,3.9433462464342552,3.9433462464342552,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va-03,manual,Exemplar_H6,2,1,W027,0.0,0.0,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va-03,manual,Exemplar_H6,3,1,W030,0.0,0.0,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va-03,manual,Exemplar_H9,1,4,W006,7.54159178766243,6.543726440636107,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va-03,manual,Exemplar_H9,2,1,W030,0.0,0.0,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va-03,manual,Exemplar_H12,1,4,W006,7.54159178766243,6.543726440636107,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va-03,manual,Exemplar_H12,2,1,W030,0.0,0.0,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va-03,manual,Exemplar_O6,1,4,W006,3.8707163369109323,3.8707163369109323,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va-03,manual,Exemplar_O6,2,1,W030,0.0,0.0,True
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|manual,7y3sRwLe3Va-04,manual,Exemplar_H6,1,24,W008,6.101885760423333,3.877612269934088,False
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|manual,7y3sRwLe3Va-04,manual,Exemplar_H9,1,24,W008,6.101885760423333,3.877612269934088,True
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|manual,7y3sRwLe3Va-04,manual,Exemplar_H12,1,24,W008,6.101885760423333,3.877612269934088,True
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|manual,7y3sRwLe3Va-04,manual,Exemplar_O6,1,24,W002,2.7539487459161487,2.0891861187608214,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,1,7,W015,9.251979007662296,5.873004925955475,False
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,2,4,W013,6.811473222524689,5.546539193390988,False
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,3,2,W028,4.559948368552522,4.559948368552522,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,4,1,W010,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,5,1,W012,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,6,1,W027,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,7,1,W029,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,8,1,W030,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,9,1,W031,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,10,1,W032,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,11,1,W033,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,12,1,W034,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,13,1,W036,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H6,14,1,W037,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,1,7,W015,9.251979007662296,5.873004925955475,False
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,2,4,W013,6.811473222524689,5.546539193390988,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,3,2,W028,4.559948368552522,4.559948368552522,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,4,2,W012,6.9471287412686795,6.9471287412686795,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,5,1,W010,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,6,1,W029,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,7,1,W030,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,8,1,W031,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,9,1,W032,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,10,1,W033,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,11,1,W034,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,12,1,W036,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H9,13,1,W037,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,1,7,W015,9.251979007662296,5.873004925955475,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,2,4,W013,6.811473222524689,5.546539193390988,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,3,2,W028,4.559948368552522,4.559948368552522,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,4,2,W012,6.9471287412686795,6.9471287412686795,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,5,1,W010,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,6,1,W029,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,7,1,W030,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,8,1,W031,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,9,1,W032,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,10,1,W033,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,11,1,W034,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,12,1,W036,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_H12,13,1,W037,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_O6,1,15,W028,8.507934381928612,5.538734258543286,False
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_O6,2,4,W002,3.798622613604185,2.868490566773449,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_O6,3,1,W010,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_O6,4,1,W029,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_O6,5,1,W033,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_O6,6,1,W036,0.0,0.0,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va-08,oos,Exemplar_O6,7,1,W037,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,1,5,W017,10.263965725322242,5.837725546025582,False
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,2,4,W006,3.136205741202973,3.136205741202973,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,3,2,W011,2.901806561808212,2.901806561808212,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,4,2,W001,4.150718726816847,4.150718726816847,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,5,2,W027,4.195934238209164,4.195934238209164,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,6,1,W012,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,7,1,W018,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,8,1,W028,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,9,1,W029,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,10,1,W031,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,11,1,W032,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,12,1,W034,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,13,1,W035,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H6,14,1,W037,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H9,1,9,W017,11.376597960869802,7.676818628248831,False
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H9,2,3,W006,8.537736462515939e-07,8.537736462515939e-07,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H9,3,3,W011,7.192473029120641,7.192473029120641,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H9,4,3,W030,10.431657853319745,8.461278850445366,False
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H9,5,1,W012,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H9,6,1,W028,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H9,7,1,W031,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H9,8,1,W032,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H9,9,1,W034,0.0,0.0,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va-12,oos,Exemplar_H9,10,1,W037,0.0,0.0,True
