id,worker,image_id,condition,eligible,excluded_worker,processing_status,raw_count,effective_count,imputed_point
9c8a68204bbf22bf,W001,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
84b0461c974c6f08,W010,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
b36f0dc2bb36d9b6,W011,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
e43b14b1a0c01b0f,W012,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
a73527487e1ba30e,W013,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
9bf982556e9845da,W014,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
6c26d77b8fe5e104,W015,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
cbfa1db9b3b7ec4d,W017,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
b86432f92a43add3,W018,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
de8eb69ecb323323,W019,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,False,True,unchanged,12,12.0,False
f5958e31992e703a,W002,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
9130e3a10b708f2c,W021,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
d44439bb3a62b0e4,W026,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,False,True,unchanged,0,0.0,False
2099f09dd0969482,W027,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
3040d441f80810e4,W028,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
be7a92e1f36d2292,W029,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
674ea0b8b27fa7c7,W030,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
9c964b13299f32cb,W031,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
6a317a400188cb9b,W032,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
5f9c3715d22ae336,W033,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
2c487c4855775399,W034,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
f25bd8df99652c2b,W035,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
4bfc0d70b116500c,W036,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
922f49b7c63582f6,W037,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
59650fcf724f11bc,W006,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
13d54802362fd649,W008,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,True,False,unchanged,8,8.0,False
1870bb9b73b8e731,W001,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,8,8.0,False
95c53ad8a5a96289,W010,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,12,12.0,False
255bcfbc04e42564,W011,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
9e238cb62af7d82e,W012,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
dcf84084e2f4a4bf,W013,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,8,8.0,False
85ae90c2f81b66df,W014,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
c345eac5108fcf77,W015,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
db928628d69b3f0a,W017,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,8,8.0,False
4785d000f2625c42,W018,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
712e3eb9664c8fbc,W019,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,False,True,unchanged,6,6.0,False
dc2410f47b0ae7f6,W002,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,8,8.0,False
e5a17929a8d3ddab,W021,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
f7cef468b7fc1a50,W026,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,False,True,unchanged,0,0.0,False
03e01729807e10b2,W027,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
8cd45265d79ac735,W028,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
f7889df0393772a8,W029,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,16,16.0,False
42cd5a13d2ad90e1,W030,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,18,18.0,False
8044ecb0849dfec0,W031,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
31ba2b8e12c0dae4,W032,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,22,22.0,False
8ada6a2e55916c35,W033,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,16,16.0,False
5dec5e1874a7a054,W034,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
b66bb9496c68e5be,W035,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
9f069c3bb68abdf2,W036,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,12,12.0,False
60bba1fdafe4c9bd,W037,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,14,14.0,False
62350f1ba1f6f629,W006,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
ced04aaa4e1efa7e,W008,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,True,False,unchanged,20,20.0,False
a800c13498de5044,W001,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,True,False,unchanged,8,8.0,False
82fb1dbda549df08,W010,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,True,False,unchanged,8,8.0,False
b2e72f1eccfff1ce,W011,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,True,False,unchanged,14,14.0,False
