round_id,worker_id,task_id,base_task_id,dataset_group,assignment_batch,assignment_reason,is_common_anchor,expected_completion_order,manifest_version,watch_flag
C1,31,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,32,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,33,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,11,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,False
C1,15,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,False
C1,37,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,34,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,2,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,False
C1,1,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,False
C1,12,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,30,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,False
C1,27,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,False
C1,36,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,28,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,29,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,35,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,13,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,14,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,18,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,False
C1,10,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,False
C1,6,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,17,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,False
C1,8,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v3_1_draft,True
C1,31,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v3_1_draft,True
C1,32,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v3_1_draft,True
C1,33,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v3_1_draft,True
