task_id,annotation_id,annotator_id,scope_vote,n_keypoints,preview_status,fit_status,fit_confidence,max_abs_delta,layout_height_spread,problem_reason,original_points,fitted_points,per_point_delta,review_question,not_oos_adjudication
2948,2614,9,normal,16,compatibility_failure_odd_keypoint,,,,,compatibility_failure_odd_keypoint,"[{""original_index"": 0, ""x"": 23.73046875, ""y"": 46.484375}, {""original_index"": 1, ""x"": 23.73046875, ""y"": 54.296875}, {""original_index"": 2, ""x"": 25.87890625, ""y"": 46.484375}, {""original_index"": 3, ""x"": 25.87890625, ""y"": 54.296875}, {""original_index"": 4, ""x"": 73.828125, ""y"": 45.8984375}, {""original_index"": 5, ""x"": 73.828125, ""y"": 55.078125}, {""original_index"": 6, ""x"": 76.3671875, ""y"": 45.8984375}, {""original_index"": 7, ""x"": 76.3671875, ""y"": 55.078125}, {""original_index"": 8, ""x"": 44.602851323828915, ""y"": 46.435845213849284}, {""original_index"": 9, ""x"": 64.96945010183299, ""y"": 45.21384928716905}, {""original_index"": 11, ""x"": 72.94469357249626, ""y"": 55.90433482810164}, {""original_index"": 12, ""x"": 67.56352765321375, ""y"": 73.84155455904335}, {""original_index"": 13, ""x"": 34.23019431988042, ""y"": 31.988041853512705}, {""original_index"": 14, ""x"": 16.591928251121075, ""y"": 34.08071748878923}, {""original_index"": 15, ""x"": 7.025411061285501, ""y"": 27.802690582959645}, {""original_index"": 16, ""x"": 16.442451420029897, ""y"": 73.84155455904335}]",,,Inspect whether current keypoint geometry is parseable by the preview-compatible pairing rule.,True
2948,2624,2,normal,8,compatible,ok,high,0.031964234553065296,0.01619605449098005,,"[{""original_index"": 0, ""x"": 23.73046875, ""y"": 46.484375}, {""original_index"": 1, ""x"": 23.73046875, ""y"": 54.296875}, {""original_index"": 2, ""x"": 25.87890625, ""y"": 46.484375}, {""original_index"": 3, ""x"": 25.87890625, ""y"": 54.296875}, {""original_index"": 4, ""x"": 73.828125, ""y"": 45.8984375}, {""original_index"": 5, ""x"": 73.828125, ""y"": 55.078125}, {""original_index"": 6, ""x"": 76.3671875, ""y"": 45.8984375}, {""original_index"": 7, ""x"": 76.3671875, ""y"": 55.078125}]","[{""bottom"": {""x"": 23.73409870991308, ""y"": 54.294503095078504}, ""pair_index"": 1, ""top"": {""x"": 23.73409870991308, ""y"": 46.50992820474823}}, {""bottom"": {""x"": 25.87944571369103, ""y"": 54.29931193928921}, ""pair_index"": 2, ""top"": {""x"": 25.87944571369103, ""y"": 46.50600390788502}}, {""bottom"": {""x"": 73.82724895805184, ""y"": 55.08205085982334}, ""pair_index"": 3, ""top"": {""x"": 73.82724895805184, ""y"": 45.866473265446935}}, {""bottom"": {""x"": 76.36953903607937, ""y"": 55.07411341298057}, ""pair_index"": 4, ""top"": {""x"": 76.36953903607937, ""y"": 45.872966614733706}}]","[{""bottom_dx"": 0.0036299599130806826, ""bottom_dy"": -0.002371904921496082, ""pair_index"": 1, ""top_dx"": 0.0036299599130806826, ""top_dy"": 0.025553204748227643}, {""bottom_dx"": 0.0005394636910303063, ""bottom_dy"": 0.002436939289211182, ""pair_index"": 2, ""top_dx"": 0.0005394636910303063, ""top_dy"": 0.0216289078850167}, {""bottom_dx"": -0.0008760419481603776, ""bottom_dy"": 0.003925859823340261, ""pair_index"": 3, ""top_dx"": -0.0008760419481603776, ""top_dy"": -0.031964234553065296}, {""bottom_dx"": 0.0023515360793737727, ""bottom_dy"": -0.004011587019427054, ""pair_index"": 4, ""top_dx"": 0.0023515360793737727, ""top_dy"": -0.025470885266294374}]",Focused task-level Manhattan stability inspection row; compare scope vote and geometry debug separately.,True
2948,2626,11,normal,8,compatibility_failure_duplicate,,,,,compatibility_failure_duplicate,"[{""original_index"": 0, ""x"": 24.08398066827203, ""y"": 48.46404187687709}, {""original_index"": 1, ""x"": 24.154683051926433, ""y"": 53.30704156156144}, {""original_index"": 2, ""x"": 25.348638372591957, ""y"": 48.46404187687709}, {""original_index"": 3, ""x"": 25.31328718076476, ""y"": 53.30704156156144}, {""original_index"": 4, ""x"": 74.82690274777856, ""y"": 49.686905076654114}, {""original_index"": 5, ""x"": 74.82690274777856, ""y"": 51.565182338011674}, {""original_index"": 6, ""x"": 75.40285036421379, ""y"": 49.61802384798766}, {""original_index"": 7, ""x"": 75.4372909762062, ""y"": 51.49630110934523}]",,,Inspect whether current keypoint geometry is parseable by the preview-compatible pairing rule.,True
2948,2631,10,normal,8,compatible,ok,high,0.031964234553065296,0.01619605449098005,,"[{""original_index"": 0, ""x"": 23.73046875, ""y"": 46.484375}, {""original_index"": 1, ""x"": 23.73046875, ""y"": 54.296875}, {""original_index"": 2, ""x"": 25.87890625, ""y"": 46.484375}, {""original_index"": 3, ""x"": 25.87890625, ""y"": 54.296875}, {""original_index"": 4, ""x"": 73.828125, ""y"": 45.8984375}, {""original_index"": 5, ""x"": 73.828125, ""y"": 55.078125}, {""original_index"": 6, ""x"": 76.3671875, ""y"": 45.8984375}, {""original_index"": 7, ""x"": 76.3671875, ""y"": 55.078125}]","[{""bottom"": {""x"": 23.73409870991308, ""y"": 54.294503095078504}, ""pair_index"": 1, ""top"": {""x"": 23.73409870991308, ""y"": 46.50992820474823}}, {""bottom"": {""x"": 25.87944571369103, ""y"": 54.29931193928921}, ""pair_index"": 2, ""top"": {""x"": 25.87944571369103, ""y"": 46.50600390788502}}, {""bottom"": {""x"": 73.82724895805184, ""y"": 55.08205085982334}, ""pair_index"": 3, ""top"": {""x"": 73.82724895805184, ""y"": 45.866473265446935}}, {""bottom"": {""x"": 76.36953903607937, ""y"": 55.07411341298057}, ""pair_index"": 4, ""top"": {""x"": 76.36953903607937, ""y"": 45.872966614733706}}]","[{""bottom_dx"": 0.0036299599130806826, ""bottom_dy"": -0.002371904921496082, ""pair_index"": 1, ""top_dx"": 0.0036299599130806826, ""top_dy"": 0.025553204748227643}, {""bottom_dx"": 0.0005394636910303063, ""bottom_dy"": 0.002436939289211182, ""pair_index"": 2, ""top_dx"": 0.0005394636910303063, ""top_dy"": 0.0216289078850167}, {""bottom_dx"": -0.0008760419481603776, ""bottom_dy"": 0.003925859823340261, ""pair_index"": 3, ""top_dx"": -0.0008760419481603776, ""top_dy"": -0.031964234553065296}, {""bottom_dx"": 0.0023515360793737727, ""bottom_dy"": -0.004011587019427054, ""pair_index"": 4, ""top_dx"": 0.0023515360793737727, ""top_dy"": -0.025470885266294374}]",Focused task-level Manhattan stability inspection row; compare scope vote and geometry debug separately.,True
2948,2641,13,normal,8,compatible,ok,high,0.21438356141885606,0.06258715791286829,,"[{""original_index"": 0, ""x"": 23.6391698718735, ""y"": 46.72783867500401}, {""original_index"": 1, ""x"": 23.7000357906245, ""y"": 54.966400106261034}, {""original_index"": 2, ""x"": 26.000638087501994, ""y"": 46.60610683750201}, {""original_index"": 3, ""x"": 25.939772168750995, ""y"": 54.966400106261034}, {""original_index"": 4, ""x"": 73.87842741219092, ""y"": 46.50206644629094}, {""original_index"": 5, ""x"": 73.85327620609546, ""y"": 55.73205635848185}, {""original_index"": 6, ""x"": 76.39762045937552, ""y"": 46.45176403410002}, {""original_index"": 7, ""x"": 76.44792287156643, ""y"": 55.70288095941112}]","[{""bottom"": {""x"": 23.670351797499475, ""y"": 54.96354610947824}, ""pair_index"": 1, ""top"": {""x"": 23.670351797499475, ""y"": 46.82471216929077}}, {""bottom"": {""x"": 25.928319736885268, ""y"": 54.97008218726742}, ""pair_index"": 2, ""top"": {""x"": 25.928319736885268, ""y"": 46.82049039892087}}, {""bottom"": {""x"": 73.8185723553597, ""y"": 55.721811375275635}, ""pair_index"": 3, ""top"": {""x"": 73.8185723553597, ""y"": 46.33380780262319}}, {""bottom"": {""x"": 76.42514509817353, ""y"": 55.7118444386967}, ""pair_index"": 4, ""top"": {""x"": 76.42514509817353, ""y"": 46.34027591042616}}]","[{""bottom_dx"": -0.02968399312502612, ""bottom_dy"": -0.0028539967827967416, ""pair_index"": 1, ""top_dx"": 0.031181925625975992, ""top_dy"": 0.09687349428676129}, {""bottom_dx"": -0.01145243186572742, ""bottom_dy"": 0.003682081006388671, ""pair_index"": 2, ""top_dx"": -0.07231835061672598, ""top_dy"": 0.21438356141885606}, {""bottom_dx"": -0.03470385073575244, ""bottom_dy"": -0.010244983206213476, ""pair_index"": 3, ""top_dx"": -0.05985505683121062, ""top_dy"": -0.16825864366774823}, {""bottom_dx"": -0.0227777733929031, ""bottom_dy"": 0.008963479285583276, ""pair_index"": 4, ""top_dx"": 0.027524638798013257, ""top_dy"": -0.1114881236738654}]",Focused task-level Manhattan stability inspection row; compare scope vote and geometry debug separately.,True
2948,2651,8,normal,8,compatible,ok,high,0.031964234553065296,0.01619605449098005,,"[{""original_index"": 0, ""x"": 23.73046875, ""y"": 46.484375}, {""original_index"": 1, ""x"": 23.73046875, ""y"": 54.296875}, {""original_index"": 2, ""x"": 25.87890625, ""y"": 46.484375}, {""original_index"": 3, ""x"": 25.87890625, ""y"": 54.296875}, {""original_index"": 4, ""x"": 73.828125, ""y"": 45.8984375}, {""original_index"": 5, ""x"": 73.828125, ""y"": 55.078125}, {""original_index"": 6, ""x"": 76.3671875, ""y"": 55.078125}, {""original_index"": 7, ""x"": 76.3671875, ""y"": 45.8984375}]","[{""bottom"": {""x"": 23.73409870991308, ""y"": 54.294503095078504}, ""pair_index"": 1, ""top"": {""x"": 23.73409870991308, ""y"": 46.50992820474823}}, {""bottom"": {""x"": 25.87944571369103, ""y"": 54.29931193928921}, ""pair_index"": 2, ""top"": {""x"": 25.87944571369103, ""y"": 46.50600390788502}}, {""bottom"": {""x"": 73.82724895805184, ""y"": 55.08205085982334}, ""pair_index"": 3, ""top"": {""x"": 73.82724895805184, ""y"": 45.866473265446935}}, {""bottom"": {""x"": 76.36953903607937, ""y"": 55.07411341298057}, ""pair_index"": 4, ""top"": {""x"": 76.36953903607937, ""y"": 45.872966614733706}}]","[{""bottom_dx"": 0.0036299599130806826, ""bottom_dy"": -0.002371904921496082, ""pair_index"": 1, ""top_dx"": 0.0036299599130806826, ""top_dy"": 0.025553204748227643}, {""bottom_dx"": 0.0005394636910303063, ""bottom_dy"": 0.002436939289211182, ""pair_index"": 2, ""top_dx"": 0.0005394636910303063, ""top_dy"": 0.0216289078850167}, {""bottom_dx"": -0.0008760419481603776, ""bottom_dy"": 0.003925859823340261, ""pair_index"": 3, ""top_dx"": -0.0008760419481603776, ""top_dy"": -0.031964234553065296}, {""bottom_dx"": 0.0023515360793737727, ""bottom_dy"": -0.004011587019427054, ""pair_index"": 4, ""top_dx"": 0.0023515360793737727, ""top_dy"": -0.025470885266294374}]",Focused task-level Manhattan stability inspection row; compare scope vote and geometry debug separately.,True
2948,2656,6,normal,8,compatibility_failure_duplicate,,,,,compatibility_failure_duplicate,"[{""original_index"": 0, ""x"": 24.418533062156, ""y"": 48.11249574528355}, {""original_index"": 1, ""x"": 25.53943392060754, ""y"": 48.11249574528355}, {""original_index"": 2, ""x"": 24.241548716084704, ""y"": 53.18604699932736}, {""original_index"": 3, ""x"": 25.362449574536246, ""y"": 53.42202612742242}, {""original_index"": 4, ""x"": 74.64109179263289, ""y"": 48.70531367418226}, {""original_index"": 5, ""x"": 75.50691822063504, ""y"": 48.438905542489294}, {""original_index"": 6, ""x"": 74.74099484201777, ""y"": 51.30279295818868}, {""original_index"": 7, ""x"": 75.47361720417342, ""y"": 51.50259905695841}]",,,Inspect whether current keypoint geometry is parseable by the preview-compatible pairing rule.,True
2948,2661,15,normal,8,compatible,ok,high,0.037701474487796816,0.0199875105091345,,"[{""original_index"": 0, ""x"": 23.73046875, ""y"": 46.484375}, {""original_index"": 1, ""x"": 23.73046875, ""y"": 54.296875}, {""original_index"": 2, ""x"": 25.87890625, ""y"": 46.484375}, {""original_index"": 3, ""x"": 25.87890625, ""y"": 54.296875}, {""original_index"": 4, ""x"": 73.828125, ""y"": 45.8984375}, {""original_index"": 5, ""x"": 73.828125, ""y"": 55.078125}, {""original_index"": 6, ""x"": 76.3671875, ""y"": 45.8984375}, {""original_index"": 10, ""x"": 76.32033281886517, ""y"": 55.107672125119954}]","[{""bottom"": {""x"": 23.747383230801603, ""y"": 54.29477052033218}, ""pair_index"": 1, ""top"": {""x"": 23.747383230801603, ""y"": 46.51476842893924}}, {""bottom"": {""x"": 25.87944571369103, ""y"": 54.29931193928921}, ""pair_index"": 2, ""top"": {""x"": 25.87944571369103, ""y"": 46.51106765006783}}, {""bottom"": {""x"": 73.8240504420892, ""y"": 55.096383109657964}, ""pair_index"": 3, ""top"": {""x"": 73.8240504420892, ""y"": 45.8607360255122}}, {""bottom"": {""x"": 76.357876277733, ""y"": 55.08882328472025}, ""pair_index"": 4, ""top"": {""x"": 76.357876277733, ""y"": 45.866912029476296}}]","[{""bottom_dx"": 0.01691448080160285, ""bottom_dy"": -0.002104479667821124, ""pair_index"": 1, ""top_dx"": 0.01691448080160285, ""top_dy"": 0.030393428939241574}, {""bottom_dx"": 0.0005394636910303063, ""bottom_dy"": 0.002436939289211182, ""pair_index"": 2, ""top_dx"": 0.0005394636910303063, ""top_dy"": 0.026692650067829504}, {""bottom_dx"": -0.004074557910797694, ""bottom_dy"": 0.018258109657963928, ""pair_index"": 3, ""top_dx"": -0.004074557910797694, ""top_dy"": -0.037701474487796816}, {""bottom_dx"": 0.03754345886783028, ""bottom_dy"": -0.01884884039970558, ""pair_index"": 4, ""top_dx"": -0.00931122226700154, ""top_dy"": -0.0315254705237038}]",Focused task-level Manhattan stability inspection row; compare scope vote and geometry debug separately.,True
2948,2667,17,normal,8,compatible,ok,high,0.0895972284430826,0.05345698728472614,,"[{""original_index"": 0, ""x"": 23.90234375, ""y"": 46.6796875}, {""original_index"": 1, ""x"": 23.73046875, ""y"": 54.296875}, {""original_index"": 2, ""x"": 25.87890625, ""y"": 46.6796875}, {""original_index"": 3, ""x"": 25.87890625, ""y"": 54.296875}, {""original_index"": 4, ""x"": 73.828125, ""y"": 45.8984375}, {""original_index"": 5, ""x"": 73.828125, ""y"": 55.078125}, {""original_index"": 6, ""x"": 76.3671875, ""y"": 45.8984375}, {""original_index"": 7, ""x"": 76.3671875, ""y"": 55.078125}]","[{""bottom"": {""x"": 23.81705160369313, ""y"": 54.29453243993474}, ""pair_index"": 1, ""top"": {""x"": 23.81705160369313, ""y"": 46.60830693304355}}, {""bottom"": {""x"": 25.91930752724807, ""y"": 54.2986094329689}, ""pair_index"": 2, ""top"": {""x"": 25.91930752724807, ""y"": 46.60507223096661}}, {""bottom"": {""x"": 73.87470997199802, ""y"": 55.08202341471089}, ""pair_index"": 3, ""top"": {""x"": 73.87470997199802, ""y"": 45.98267789730946}}, {""bottom"": {""x"": 76.36639994584422, ""y"": 55.07529008848502}, ""pair_index"": 4, ""top"": {""x"": 76.36639994584422, ""y"": 45.98803472844308}}]","[{""bottom_dx"": 0.08658285369313035, ""bottom_dy"": -0.002342560065258681, ""pair_index"": 1, ""top_dx"": -0.08529214630686965, ""top_dy"": -0.07138056695644934}, {""bottom_dx"": 0.04040127724806908, ""bottom_dy"": 0.0017344329689024107, ""pair_index"": 2, ""top_dx"": 0.04040127724806908, ""top_dy"": -0.07461526903338722}, {""bottom_dx"": 0.04658497199801559, ""bottom_dy"": 0.003898414710889142, ""pair_index"": 3, ""top_dx"": 0.04658497199801559, ""top_dy"": 0.08424039730945765}, {""bottom_dx"": -0.0007875541557780252, ""bottom_dy"": -0.0028349115149808313, ""pair_index"": 4, ""top_dx"": -0.0007875541557780252, ""top_dy"": 0.0895972284430826}]",Focused task-level Manhattan stability inspection row; compare scope vote and geometry debug separately.,True
2949,2615,9,normal,12,compatible,ok,low,9.203673990471728,0.6161834523317413,large_candidate_delta,"[{""original_index"": 0, ""x"": 22.79430023503789, ""y"": 43.554687499999936}, {""original_index"": 1, ""x"": 22.65625, ""y"": 60.7421875}, {""original_index"": 2, ""x"": 30.803066092126386, ""y"": 43.749999999999936}, {""original_index"": 3, ""x"": 30.83149406763827, ""y"": 54.67144291853514}, {""original_index"": 4, ""x"": 54.8828125, ""y"": 32.421875}, {""original_index"": 5, ""x"": 54.8828125, ""y"": 76.171875}, {""original_index"": 6, ""x"": 63.4765625, ""y"": 18.75}, {""original_index"": 7, ""x"": 63.4765625, ""y"": 88.28125}, {""original_index"": 8, ""x"": 73.53515625, ""y"": 43.9453125}, {""original_index"": 9, ""x"": 73.53515625, ""y"": 60.15625}, {""original_index"": 10, ""x"": 76.953125, ""y"": 43.9453125}, {""original_index"": 11, ""x"": 76.953125, ""y"": 60.15625}]","[{""bottom"": {""x"": 23.55060035152648, ""y"": 56.84296248663924}, ""pair_index"": 1, ""top"": {""x"": 23.55060035152648, ""y"": 44.75062382619397}}, {""bottom"": {""x"": 30.48720567195818, ""y"": 56.46041875141358}, ""pair_index"": 2, ""top"": {""x"": 30.48720567195818, ""y"": 45.04755081093967}}, {""bottom"": {""x"": 52.623221980807934, ""y"": 66.96820100952827}, ""pair_index"": 3, ""top"": {""x"": 52.623221980807934, ""y"": 36.547293243897634}}, {""bottom"": {""x"": 63.31895458346166, ""y"": 88.27277160322309}, ""pair_index"": 4, ""top"": {""x"": 63.31895458346166, ""y"": 14.923457252448902}}, {""bottom"": {""x"": 73.54812279789523, ""y"": 60.178796681996474}, ""pair_index"": 5, ""top"": {""x"": 73.54812279789523, ""y"": 42.130467074812096}}, {""bottom"": {""x"": 76.94844471441732, ""y"": 60.134717092896786}, ""pair_index"": 6, ""top"": {""x"": 76.94844471441732, ""y"": 42.16550912026239}}]","[{""bottom_dx"": 0.8943503515264801, ""bottom_dy"": -3.8992250133607627, ""pair_index"": 1, ""top_dx"": 0.756300116488589, ""top_dy"": 1.1959363261940368}, {""bottom_dx"": -0.34428839568009195, ""bottom_dy"": 1.7889758328784353, ""pair_index"": 2, ""top_dx"": -0.3158604201682067, ""top_dy"": 1.2975508109397325}, {""bottom_dx"": -2.2595905191920664, ""bottom_dy"": -9.203673990471728, ""pair_index"": 3, ""top_dx"": -2.2595905191920664, ""top_dy"": 4.125418243897634}, {""bottom_dx"": -0.15760791653833905, ""bottom_dy"": -0.008478396776908426, ""pair_index"": 4, ""top_dx"": -0.15760791653833905, ""top_dy"": -3.8265427475510982}, {""bottom_dx"": 0.012966547895231884, ""bottom_dy"": 0.022546681996473694, ""pair_index"": 5, ""top_dx"": 0.012966547895231884, ""top_dy"": -1.8148454251879045}, {""bottom_dx"": -0.004680285582679744, ""bottom_dy"": -0.021532907103214427, ""pair_index"": 6, ""top_dx"": -0.004680285582679744, ""top_dy"": -1.7798033797376078}]",Inspect whether the large candidate delta indicates unstable Manhattan fit; deltas are not correction instructions.,True
