consumer_package,consumer_file,consumer_context,reference_kind,reference_text,resolved_path,resolved_package,existence_status,consumer_role
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_0e9fdd85e24a4a35b3dc1e8cb76ebb09.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_0e9fdd85e24a4a35b3dc1e8cb76ebb09.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_0eb1323894e041efa23d2f3e60efbe44.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_0eb1323894e041efa23d2f3e60efbe44.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_155fac2d50764bf09feb6c8f33e8fb76.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_155fac2d50764bf09feb6c8f33e8fb76.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_1679b5de39e548d38ba240f2fd99cae9.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_1679b5de39e548d38ba240f2fd99cae9.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_1e7c16e6cb054c9fbbeb15160bc11f73.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_1e7c16e6cb054c9fbbeb15160bc11f73.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
