image_id,building_id,mapping_kind,room_region_value,region_class,mapping_conflict_count,mapping_conflict_status,mapping_source_paths,source_is_instance_mapping
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,region_class_only,region_class:12,12,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,region_class_only,region_class:11,11,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,region_class_only,region_class:11,11,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,region_class_only,region_class:3,3,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,UwV83HsGsw3,region_class_only,region_class:11,11,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,region_class_only,region_class:8,8,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,UwV83HsGsw3,region_class_only,region_class:11,11,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,region_class_only,region_class:8,8,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,UwV83HsGsw3,region_class_only,region_class:12,12,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,region_class_only,region_class:8,8,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,region_class_only,region_class:10,10,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,region_class_only,region_class:10,10,1,no_conflict,D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_image.txt;D:/Work/Manhattan_3D/mp3d_layout_gt_sources/Matterport_official/tasks/region_classification/data/test_room_pano_label.txt,false
