image_id,condition,cut,building,rule,n_observed,n_valid,n_invalid,n_supported_modes,n_singletons,singleton_mass,n_modes,same_point_count_multimodality,point_count_disagreement,within_mode_median,late_new_geometry,late_repartition,late_geometry_step,late_support_promotions,half_tv,p_tail_stable,onset_median_conditional,confirmation,early_k,p_early,p_any_stable,observed_early_limit,observations_after_k,early_limit_censored,late_h,max_few_modes,max_singleton_mass,order_fraction_required,medium_definition,grade,status,p_cumulative,p_late_interval,actual_late_limit,horizon_censored,cdf_early7,cdf_observed_by19,source_split,scene_category,scene_source,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_function_primary,main_function_primary_source,count_hohonet,count_yaw_range_hohonet,hohonet_fallback_phases,rotation_hohonet,count_bi_enclosed,count_yaw_range_bi_enclosed,count_bi_extended,count_yaw_range_bi_extended,bi_head_geometry_gap,bi_height_head_gap,rotation_bi_enclosed,rotation_bi_extended,rotation_ulayout,gap_hohonet_bi_enclosed,gap_hohonet_bi_extended,gap_hohonet_ulayout,gap_bi_enclosed_bi_extended,gap_bi_enclosed_ulayout,gap_bi_extended_ulayout,trait__floor_boundary__partial,trait__floor_boundary__present,trait__ceiling_boundary__partial,trait__ceiling_boundary__present,trait__corner_occlusion__absent,trait__corner_occlusion__present,trait__connected_space__absent,trait__connected_space__present,trait__reflection_glass__absent,trait__reflection_glass__present,trait__low_contrast__absent,trait__low_contrast__present,trait__doorway__否,trait__doorway__无法判断,trait__doorway__疑似,trait__doorway__确认,expert_tag,comment_json,selection_record_json,display_group,group_comment,source,use,expert_expected_class,comparison_status,comment_mentions_occlusion,comment_mentions_reflection,comment_mentions_connected_or_scope,comment_mentions_multiple_interpretations,comment_mentions_geometry_or_structure,comment_mentions_limited_view
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,7y3sRwLe3Va,G10_geometry,6,6,0,1,2,0.333333333333,3,False,0.6,0.0177253478985,0.353333333333,0,0.00220742070177,0.0466666666667,0.223333333333,0,,suffix,7,0,0,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,5,True,,,test,开放复合空间,后续41图亲审.current_classification.coarse_type,壁炉沙发起居区,壁炉沙发起居区,AI_new_spatial_review,new_original,起居＋厨房；起居为主,后续41图亲审.current_classification.focus,起居、厨房,用途不明|起居休闲|通行,否,supported_component:7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,12,4,0,0.00425773190708,18,0,18,2,0.00373893675602,0.992897212505,0.0130115878213,0.0163053042169,0.00066170029066,0.186829142046,0.184954032074,0.0177569918716,0.00373893675602,0.178681656954,0.176937375353,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,中等,"{""note"": """"}","{""group"": ""G015"", ""image_id"": ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f"", ""number"": 19, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G015,"这墙上凸起的壁炉这 很多人会忽略,如果标的话,就比较难标,这图不是oos",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,medium,historical_tier_unassigned,False,False,False,False,False,False
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,0.1,7y3sRwLe3Va,G10_geometry,4,4,0,1,0,0,1,False,0,0,0,0,0,0,0,1,2,suffix,7,1,1,3,0,True,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,3,True,1,1,test,开放复合空间,后续41图亲审.current_classification.coarse_type,壁炉沙发起居区,壁炉沙发起居区,AI_new_spatial_review,new_original,起居＋厨房；起居为主,后续41图亲审.current_classification.focus,起居、厨房,用途不明|起居休闲|通行,否,supported_component:7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,12,4,0,0.00425773190708,18,0,18,2,0.00373893675602,0.992897212505,0.0130115878213,0.0163053042169,0.00066170029066,0.186829142046,0.184954032074,0.0177569918716,0.00373893675602,0.178681656954,0.176937375353,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,中等,"{""note"": """"}","{""group"": ""G015"", ""image_id"": ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f"", ""number"": 19, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G015,"这墙上凸起的壁炉这 很多人会忽略,如果标的话,就比较难标,这图不是oos",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,medium,different_construct_or_condition,False,False,False,False,False,False
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.1,B6ByNegPMKs,G10_geometry,24,23,1,5,6,0.260869565217,11,True,0.0869565217391,0.0410193457332,0.221666666667,0.00462603978839,0.00313581114562,0.208333333333,0.27766798419,0,,suffix,7,0,0,7,16,False,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,19,False,,,test,通行与连接,早期争议复核导出.user_type,红管走廊为主,红管走廊为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明|通行,否,supported_component:B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,overlap_with_pending_or_unsupported,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,12,0,0,0.00323151362772,8,0,8,0,0.00275899548013,1.31348609924,0.0175219563219,0.017538522311,0.0015028441917,0.772028374437,0.772553548579,0.0133177588033,0.00275899548013,0.768509008253,0.769055784702,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,简单,"{""note"": """"}","{""group"": ""G036"", ""image_id"": ""B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993"", ""number"": 33, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G036,这图反而比我想象中的歧义要大,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,simple,historical_tier_unassigned,False,False,False,False,False,False
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,0.1,B6ByNegPMKs,G10_geometry,6,6,0,2,2,0.333333333333,4,True,0.333333333333,0.0278884200636,0.48,0,0.000704110864981,0.52,0.313333333333,0,,suffix,7,0,0,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,5,True,,,test,通行与连接,早期争议复核导出.user_type,红管走廊为主,红管走廊为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明|通行,否,supported_component:B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,overlap_with_pending_or_unsupported,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,12,0,0,0.00353523757411,8,0,8,2,0.00660974999308,1.39397239685,0.0169107633958,0.0249567527025,0.00112564485656,0.664992146943,0.664342683012,0.0241652089317,0.00660974999308,0.663794143834,0.663193851911,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,简单,"{""note"": ""12人""}","{""group"": ""G036"", ""image_id"": ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37"", ""number"": 37, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""12人"", ""legacy_review"": null}",G036,这图反而比我想象中的歧义要大,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,simple,historical_tier_unassigned,False,False,False,False,False,False
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,0.1,B6ByNegPMKs,G10_geometry,4,4,0,1,2,0.5,3,False,0.5,0.0267439092136,0.575,0,0,0.425,0.3275,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,,test,通行与连接,早期争议复核导出.user_type,红管走廊为主,红管走廊为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明|通行,否,supported_component:B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,overlap_with_pending_or_unsupported,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,12,0,0,0.00353523757411,8,0,8,2,0.00660974999308,1.39397239685,0.0169107633958,0.0249567527025,0.00112564485656,0.664992146943,0.664342683012,0.0241652089317,0.00660974999308,0.663794143834,0.663193851911,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,简单,"{""note"": ""12人""}","{""group"": ""G036"", ""image_id"": ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37"", ""number"": 37, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""12人"", ""legacy_review"": null}",G036,这图反而比我想象中的歧义要大,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,simple,historical_tier_unassigned,False,False,False,False,False,False
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,0.1,S9hNv5qa7GM,G10_geometry,20,20,0,1,1,0.05,2,False,0,0.0360594464715,0,0.0151645738163,0.000906053923053,0.012,0.05,0.83,14,suffix,7,0.09,0.95,7,13,False,19,3,0.1,0.8,cumulative,medium,assigned_observed_later,0.95,0.86,19,False,0.09,0.95,valid,卧室,早期争议复核导出.user_type,主卧镜面床尾侧,主卧镜面床尾侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,8,0,0,0.00456963253314,8,0,8,0,0.000544793406718,0.506128847599,0.00880319753613,0.00870256341263,0.000889538037783,0.253321020363,0.253710996372,0.0395985343376,0.000544793406718,0.279904928225,0.280296924969,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,简单,"{""note"": """"}","{""group"": ""G047"", ""image_id"": ""S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf"", ""number"": 15, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G047,简单房间,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,simple,different_construct_or_condition,False,False,False,False,False,False
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,0.1,VFuaQ6m2Qom,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,,valid,卫浴,早期争议复核导出.user_type,中央椭圆浴缸主卫,中央椭圆浴缸主卫,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,20,0,0,0.00348069601794,16,0,16,0,0.00398947865729,0.986212611198,0.0104238724301,0.0106530319971,0.000882106603063,0.316934042736,0.318351212932,0.0280820377874,0.00398947865729,0.326518981923,0.327890537143,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a"", ""number"": 1, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,difficult_candidate,historical_tier_unassigned,False,False,False,True,False,False
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,0.1,VFuaQ6m2Qom,G10_geometry,7,7,0,2,1,0.142857142857,3,False,0.666666666667,0.0564633984323,0.21,0,0.00626268910008,0.31,0.278095238095,0,,suffix,7,0,0,6,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,6,True,,,valid,卫浴,早期争议复核导出.user_type,主卫浴缸窗侧,主卫浴缸窗侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,24,0,0,0.00354919838544,13,4,14,4,0.002711023979,1.04552400112,0.0113791229681,0.010412515612,0.000669541258562,0.307716427447,0.308082668171,0.0810430239139,0.002711023979,0.346140789804,0.347014708167,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85"", ""number"": 4, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,difficult_candidate,historical_tier_unassigned,False,False,False,True,False,False
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,VFuaQ6m2Qom,G10_geometry,20,19,1,4,2,0.105263157895,6,False,0.719298245614,0.0382801226227,0.106,0,0.00121359604986,0.178,0.215438596491,0,,suffix,7,0,0,7,12,False,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,18,False,,,valid,卫浴,早期争议复核导出.user_type,主卫近淋浴,主卫近淋浴,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,20,0,0,0.00361346721431,12,0,12,0,0.00233486274423,1.05677843094,0.00872597543492,0.00988950839726,0.000708309858389,0.395590678802,0.395666226975,0.036616303752,0.00233486274423,0.397311353035,0.397367791363,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,困难,"{""note"": ""这张图历史的分歧都有点大""}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d"", ""number"": 7, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""困难"", ""note"": ""这张图历史的分歧都有点大"", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,difficult_candidate,historical_tier_unassigned,False,False,False,True,False,False
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,0.1,VFuaQ6m2Qom,G10_geometry,5,5,0,1,3,0.6,4,False,0.9,0.0794784990697,0.706666666667,0,0,0.293333333333,0.49,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,,valid,卫浴,早期争议复核导出.user_type,主卫洗手台侧,主卫洗手台侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴|用途不明,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,28,0,0,0.00441371039461,16,0,16,0,0.00460340799602,1.07716286182,0.0172247461565,0.016732510821,0.0022425533472,0.156952982954,0.157478710697,0.0833354939131,0.00460340799602,0.160575031188,0.161564444523,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8"", ""number"": 10, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,difficult_candidate,historical_tier_unassigned,False,False,False,True,False,False
