key,image_id,condition,code,raw_records,retained_records,auto_bound_records,prior_16_review,original_image_checked,specified_responses_checked,whole_clusters_checked,checked_canonical_ids,checked_method_version,reviewer,evidence_source,final_user_decision,status
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7-06,3,3,3,False,,,,,,,,,pending_after_method_selection
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7-09,3,3,3,False,,,,,,,,,pending_after_method_selection
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a|manual,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,2t7WUuJeko7-13,1,1,1,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,5,5,5,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,26,24,24,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,7y3sRwLe3Va-08,26,24,24,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,7y3sRwLe3Va-12,26,24,23,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456|semi,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va-13,26,24,24,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e|manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va-17,5,5,5,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e|manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va-18,6,6,6,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va-19,6,6,6,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va-19,4,4,4,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va-21,5,5,4,True,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va-21,4,4,4,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e|manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va-22,5,5,5,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b|manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va-23,5,5,5,False,,,,,,,,,pending_after_method_selection
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481|manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va-26,5,5,5,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8|semi,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs-10,26,24,24,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs-11,26,24,24,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9|manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,B6ByNegPMKs-18,5,5,5,True,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9|semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,B6ByNegPMKs-18,4,4,4,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_7018ca302c584d0d85024187f3568460|manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,B6ByNegPMKs-21,5,5,5,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_7018ca302c584d0d85024187f3568460|semi,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,B6ByNegPMKs-21,4,4,4,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_75327de9719945aa8b893a6404667884|semi,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs-22,26,24,24,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs-33,26,24,23,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37|manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,B6ByNegPMKs-37,6,6,6,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37|semi,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,B6ByNegPMKs-37,4,4,4,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624|manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,B6ByNegPMKs-40,26,24,24,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b|manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,B6ByNegPMKs-47,5,5,5,False,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5|manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,B6ByNegPMKs-48,6,6,6,True,,,,,,,,,pending_after_method_selection
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6|manual,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,B6ByNegPMKs-50,5,5,5,False,,,,,,,,,pending_after_method_selection
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e|manual,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,S9hNv5qa7GM-01,20,20,19,False,,,,,,,,,pending_after_method_selection
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e|manual,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,S9hNv5qa7GM-04,1,1,1,False,,,,,,,,,pending_after_method_selection
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee|manual,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,S9hNv5qa7GM-05,2,2,2,False,,,,,,,,,pending_after_method_selection
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902|manual,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,S9hNv5qa7GM-07,4,4,0,False,,,,,,,,,pending_after_method_selection
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f|manual,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,S9hNv5qa7GM-09,1,1,1,False,,,,,,,,,pending_after_method_selection
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02|manual,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,S9hNv5qa7GM-12,2,2,1,True,,,,,,,,,pending_after_method_selection
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf|manual,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,S9hNv5qa7GM-15,20,20,20,False,,,,,,,,,pending_after_method_selection
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486|manual,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,S9hNv5qa7GM-18,2,2,2,False,,,,,,,,,pending_after_method_selection
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2|manual,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,S9hNv5qa7GM-20,1,1,1,False,,,,,,,,,pending_after_method_selection
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a|manual,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,S9hNv5qa7GM-21,3,3,3,False,,,,,,,,,pending_after_method_selection
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b|manual,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,UwV83HsGsw3-01,5,5,3,False,,,,,,,,,pending_after_method_selection
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b|semi,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,UwV83HsGsw3-01,4,4,4,False,,,,,,,,,pending_after_method_selection
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2|manual,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,UwV83HsGsw3-03,5,5,5,False,,,,,,,,,pending_after_method_selection
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282|oos,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,UwV83HsGsw3-06,26,24,24,False,,,,,,,,,pending_after_method_selection
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940|oos,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos,UwV83HsGsw3-08,26,24,23,False,,,,,,,,,pending_after_method_selection
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,UwV83HsGsw3-09,26,24,24,False,,,,,,,,,pending_after_method_selection
