image_id,building_id,threshold,pointset_n,q_valid_n,q_invalid_n,complete_q_coverage,partition_scope,full_image_status,partition_status,cluster_count,cluster_membership_json,candidate_partitions_json,enumeration_truncated,partition_search_nodes,clique_search_nodes,task_crowd_structure_status,structure_reason,candidate_partition_count,singleton_clusters,supported_m2_clusters,supported_m3_clusters
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.975,25,25,0,True,all_pointset_responses,unique,unique,2,"[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]","[[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]]",False,4,27,dominant_with_dissent,unique_complete_link_partition,1,1.0,1.0,1.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.95,25,25,0,True,all_pointset_responses,unique,unique,2,"[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]","[[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]]",False,4,27,dominant_with_dissent,unique_complete_link_partition,1,1.0,1.0,1.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.925,25,25,0,True,all_pointset_responses,unique,unique,2,"[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]","[[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]]",False,4,27,dominant_with_dissent,unique_complete_link_partition,1,1.0,1.0,1.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.9,25,25,0,True,all_pointset_responses,unique,unique,2,"[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]","[[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]]",False,4,27,dominant_with_dissent,unique_complete_link_partition,1,1.0,1.0,1.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.85,25,25,0,True,all_pointset_responses,unique,unique,2,"[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]","[[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]]",False,4,27,dominant_with_dissent,unique_complete_link_partition,1,1.0,1.0,1.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.8,25,25,0,True,all_pointset_responses,unique,unique,2,"[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]","[[[""13d54802362fd649"", ""2099f09dd0969482"", ""2c487c4855775399"", ""3040d441f80810e4"", ""4bfc0d70b116500c"", ""59650fcf724f11bc"", ""5f9c3715d22ae336"", ""674ea0b8b27fa7c7"", ""6a317a400188cb9b"", ""6c26d77b8fe5e104"", ""84b0461c974c6f08"", ""9130e3a10b708f2c"", ""922f49b7c63582f6"", ""9bf982556e9845da"", ""9c8a68204bbf22bf"", ""9c964b13299f32cb"", ""a73527487e1ba30e"", ""b36f0dc2bb36d9b6"", ""b86432f92a43add3"", ""be7a92e1f36d2292"", ""cbfa1db9b3b7ec4d"", ""e43b14b1a0c01b0f"", ""f25bd8df99652c2b"", ""f5958e31992e703a""], [""de8eb69ecb323323""]]]",False,4,27,dominant_with_dissent,unique_complete_link_partition,1,1.0,1.0,1.0
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,0.975,25,25,0,True,all_pointset_responses,unique,unique,13,"[[""255bcfbc04e42564"", ""4785d000f2625c42"", ""62350f1ba1f6f629"", ""85ae90c2f81b66df"", ""8cd45265d79ac735"", ""9e238cb62af7d82e"", ""b66bb9496c68e5be"", ""c345eac5108fcf77"", ""ced04aaa4e1efa7e"", ""e5a17929a8d3ddab""], [""1870bb9b73b8e731"", ""dc2410f47b0ae7f6"", ""dcf84084e2f4a4bf""], [""5dec5e1874a7a054"", ""8044ecb0849dfec0""], [""8ada6a2e55916c35""], [""9f069c3bb68abdf2""], [""31ba2b8e12c0dae4""], [""db928628d69b3f0a""], [""95c53ad8a5a96289""], [""712e3eb9664c8fbc""], [""03e01729807e10b2""], [""60bba1fdafe4c9bd""], [""f7889df0393772a8""], [""42cd5a13d2ad90e1""]]","[[[""255bcfbc04e42564"", ""4785d000f2625c42"", ""62350f1ba1f6f629"", ""85ae90c2f81b66df"", ""8cd45265d79ac735"", ""9e238cb62af7d82e"", ""b66bb9496c68e5be"", ""c345eac5108fcf77"", ""ced04aaa4e1efa7e"", ""e5a17929a8d3ddab""], [""1870bb9b73b8e731"", ""dc2410f47b0ae7f6"", ""dcf84084e2f4a4bf""], [""5dec5e1874a7a054"", ""8044ecb0849dfec0""], [""03e01729807e10b2""], [""31ba2b8e12c0dae4""], [""42cd5a13d2ad90e1""], [""60bba1fdafe4c9bd""], [""712e3eb9664c8fbc""], [""8ada6a2e55916c35""], [""95c53ad8a5a96289""], [""9f069c3bb68abdf2""], [""db928628d69b3f0a""], [""f7889df0393772a8""]]]",False,25,37,supported_multimodal,unique_complete_link_partition,1,10.0,3.0,2.0
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,0.95,25,25,0,True,all_pointset_responses,unique,unique,10,"[[""255bcfbc04e42564"", ""4785d000f2625c42"", ""5dec5e1874a7a054"", ""62350f1ba1f6f629"", ""8044ecb0849dfec0"", ""85ae90c2f81b66df"", ""8cd45265d79ac735"", ""9e238cb62af7d82e"", ""b66bb9496c68e5be"", ""c345eac5108fcf77"", ""ced04aaa4e1efa7e"", ""e5a17929a8d3ddab""], [""1870bb9b73b8e731"", ""db928628d69b3f0a"", ""dc2410f47b0ae7f6"", ""dcf84084e2f4a4bf""], [""95c53ad8a5a96289"", ""9f069c3bb68abdf2""], [""8ada6a2e55916c35""], [""31ba2b8e12c0dae4""], [""712e3eb9664c8fbc""], [""03e01729807e10b2""], [""60bba1fdafe4c9bd""], [""f7889df0393772a8""], [""42cd5a13d2ad90e1""]]","[[[""255bcfbc04e42564"", ""4785d000f2625c42"", ""5dec5e1874a7a054"", ""62350f1ba1f6f629"", ""8044ecb0849dfec0"", ""85ae90c2f81b66df"", ""8cd45265d79ac735"", ""9e238cb62af7d82e"", ""b66bb9496c68e5be"", ""c345eac5108fcf77"", ""ced04aaa4e1efa7e"", ""e5a17929a8d3ddab""], [""1870bb9b73b8e731"", ""db928628d69b3f0a"", ""dc2410f47b0ae7f6"", ""dcf84084e2f4a4bf""], [""95c53ad8a5a96289"", ""9f069c3bb68abdf2""], [""03e01729807e10b2""], [""31ba2b8e12c0dae4""], [""42cd5a13d2ad90e1""], [""60bba1fdafe4c9bd""], [""712e3eb9664c8fbc""], [""8ada6a2e55916c35""], [""f7889df0393772a8""]]]",False,19,34,supported_multimodal,unique_complete_link_partition,1,7.0,3.0,2.0
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,0.925,25,25,0,True,all_pointset_responses,unique,unique,9,"[[""03e01729807e10b2"", ""255bcfbc04e42564"", ""4785d000f2625c42"", ""5dec5e1874a7a054"", ""62350f1ba1f6f629"", ""8044ecb0849dfec0"", ""85ae90c2f81b66df"", ""8cd45265d79ac735"", ""9e238cb62af7d82e"", ""b66bb9496c68e5be"", ""c345eac5108fcf77"", ""ced04aaa4e1efa7e"", ""e5a17929a8d3ddab""], [""1870bb9b73b8e731"", ""db928628d69b3f0a"", ""dc2410f47b0ae7f6"", ""dcf84084e2f4a4bf""], [""95c53ad8a5a96289"", ""9f069c3bb68abdf2""], [""8ada6a2e55916c35""], [""31ba2b8e12c0dae4""], [""712e3eb9664c8fbc""], [""60bba1fdafe4c9bd""], [""f7889df0393772a8""], [""42cd5a13d2ad90e1""]]","[[[""03e01729807e10b2"", ""255bcfbc04e42564"", ""4785d000f2625c42"", ""5dec5e1874a7a054"", ""62350f1ba1f6f629"", ""8044ecb0849dfec0"", ""85ae90c2f81b66df"", ""8cd45265d79ac735"", ""9e238cb62af7d82e"", ""b66bb9496c68e5be"", ""c345eac5108fcf77"", ""ced04aaa4e1efa7e"", ""e5a17929a8d3ddab""], [""1870bb9b73b8e731"", ""db928628d69b3f0a"", ""dc2410f47b0ae7f6"", ""dcf84084e2f4a4bf""], [""95c53ad8a5a96289"", ""9f069c3bb68abdf2""], [""31ba2b8e12c0dae4""], [""42cd5a13d2ad90e1""], [""60bba1fdafe4c9bd""], [""712e3eb9664c8fbc""], [""8ada6a2e55916c35""], [""f7889df0393772a8""]]]",False,18,34,supported_multimodal,unique_complete_link_partition,1,6.0,3.0,2.0
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,0.9,25,25,0,True,all_pointset_responses,unique,unique,9,"[[""03e01729807e10b2"", ""255bcfbc04e42564"", ""4785d000f2625c42"", ""5dec5e1874a7a054"", ""62350f1ba1f6f629"", ""8044ecb0849dfec0"", ""85ae90c2f81b66df"", ""8cd45265d79ac735"", ""9e238cb62af7d82e"", ""b66bb9496c68e5be"", ""c345eac5108fcf77"", ""ced04aaa4e1efa7e"", ""e5a17929a8d3ddab""], [""1870bb9b73b8e731"", ""db928628d69b3f0a"", ""dc2410f47b0ae7f6"", ""dcf84084e2f4a4bf""], [""95c53ad8a5a96289"", ""9f069c3bb68abdf2""], [""8ada6a2e55916c35""], [""31ba2b8e12c0dae4""], [""712e3eb9664c8fbc""], [""60bba1fdafe4c9bd""], [""f7889df0393772a8""], [""42cd5a13d2ad90e1""]]","[[[""03e01729807e10b2"", ""255bcfbc04e42564"", ""4785d000f2625c42"", ""5dec5e1874a7a054"", ""62350f1ba1f6f629"", ""8044ecb0849dfec0"", ""85ae90c2f81b66df"", ""8cd45265d79ac735"", ""9e238cb62af7d82e"", ""b66bb9496c68e5be"", ""c345eac5108fcf77"", ""ced04aaa4e1efa7e"", ""e5a17929a8d3ddab""], [""1870bb9b73b8e731"", ""db928628d69b3f0a"", ""dc2410f47b0ae7f6"", ""dcf84084e2f4a4bf""], [""95c53ad8a5a96289"", ""9f069c3bb68abdf2""], [""31ba2b8e12c0dae4""], [""42cd5a13d2ad90e1""], [""60bba1fdafe4c9bd""], [""712e3eb9664c8fbc""], [""8ada6a2e55916c35""], [""f7889df0393772a8""]]]",False,18,34,supported_multimodal,unique_complete_link_partition,1,6.0,3.0,2.0
