dataset_group,base_task_id,building_id,project_id,runtime_task_id,worker_id,annotation_id,strict_valid_support,task_mask_dispersion,leave_one_worker_out_mask_dispersion,active_time_seconds,log1p_active_time,active_time_status,formal_assignment_eligible,task_worker_time_analysis_eligible,difficulty_tags_json,difficulty_raw_values_json,difficulty_trivial,difficulty_nontrivial,difficulty_nontrivial_tag_count,difficulty_occlusion,difficulty_seam,raw_point_count,raw_valid,peer_distance_mean,corner_pair_count,log_active_time,peer_centered,repair_applied
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,27,5817,23,0.0441875928212912,0.0456052902116332,284.0,5.652489180268651,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,0.0293017702227002,4.0,5.652489180268651,-0.014885822598591485,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,28,5763,23,0.0441875928212912,0.0454715350247572,181.0,5.204006687076795,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0307061996848982,4.0,5.204006687076795,-0.013481393136393485,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,29,6359,23,0.0441875928212912,0.0443763363304308,23.0,3.1780538303479458,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0422057859753253,4.0,3.1780538303479458,-0.001981806845966383,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,30,5998,23,0.0441875928212912,0.045380345830901,116.0,4.762173934797756,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""low_texture"", ""reflection""]",0,1,2,1,0,8,True,0.0316636862203882,4.0,4.762173934797756,-0.012523906600903488,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,31,5934,23,0.0441875928212912,0.0448006671471229,170.0,5.14166355650266,eligible_partial_session_coverage,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0377503124000583,4.0,5.14166355650266,-0.006437280421233385,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,32,6347,23,0.0441875928212912,0.044847793423972,222.0,5.407171771460119,eligible_partial_session_coverage,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0372554864931428,4.0,5.407171771460119,-0.0069321063281488834,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,33,5762,23,0.0441875928212912,0.0454336784226592,172.0,5.153291594497779,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0311036940069272,4.0,5.153291594497779,-0.013083898814364486,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,34,5875,23,0.0441875928212912,0.0443071623232206,,,not_evaluable,True,False,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0429321130510325,4.0,,-0.0012554797702591866,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,35,5921,23,0.0441875928212912,0.0452651846500518,144.0,4.976733742420574,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0328728786193049,4.0,4.976733742420574,-0.011314714201986785,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,36,5861,23,0.0441875928212912,0.033991942251454,1821.0,7.507690077819904,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.1512419238045818,4.0,7.507690077819904,0.1070543309832901,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,66,3182,37,5862,23,0.0441875928212912,0.0388765413230391,555.0,6.320768294250582,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,12,True,0.0999536335529382,6.0,6.320768294250582,0.05576604073164651,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,1,6281,23,0.0441875928212912,0.0418134433941106,253.0,5.537334267018537,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0691161618066875,4.0,5.537334267018537,0.02492856898539582,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,10,6157,23,0.0441875928212912,0.045477845201301,113.0,4.736198448394496,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0306399428311883,4.0,4.736198448394496,-0.013547649990103387,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,11,6385,23,0.0441875928212912,0.0447819183294466,169.0,5.135798437050262,eligible_partial_session_coverage,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0379471749856595,4.0,5.135798437050262,-0.0062404178356321865,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,12,6282,23,0.0441875928212912,0.0445500218487954,53.0,3.9889840465642745,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0403820880324971,4.0,3.9889840465642745,-0.0038055047887945864,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,13,6216,23,0.0441875928212912,0.0451574261833102,109.0,4.700480365792417,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0340043425200917,4.0,4.700480365792417,-0.010183250301199986,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,14,6486,23,0.0441875928212912,0.0452318636383996,,,not_evaluable,True,False,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.033222749241653,4.0,,-0.010964843579638686,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,15,6453,23,0.0441875928212912,0.0451704387822231,207.0,5.337538079701318,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0338677102315062,4.0,5.337538079701318,-0.010319882589785487,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,17,6188,23,0.0441875928212912,0.0449124221894591,160.0,5.081404364984463,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0365768844555282,4.0,5.081404364984463,-0.007610708365763483,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,18,6522,23,0.0441875928212912,0.0451612157672676,119.0,4.787491742782046,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,0.033964551888539,4.0,4.787491742782046,-0.010223040932752683,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,2,4843,23,0.0441875928212912,0.0451612157672676,75.0,4.330733340286331,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,0.033964551888539,4.0,4.330733340286331,-0.010223040932752683,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,6,6249,23,0.0441875928212912,0.0451574261833102,2.0,1.0986122886681096,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0340043425200917,4.0,1.0986122886681098,-0.010183250301199986,False
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,8,6105,23,0.0441875928212912,0.0453829206655637,130.0,4.875197323201151,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0316366504564299,4.0,4.875197323201151,-0.012550942364861782,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,27,5819,23,0.0286577378211824,0.0289544613878203,415.0,6.030685260261263,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,0.0255421403714843,4.0,6.030685260261263,-0.003115597449698016,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,28,5772,23,0.0286577378211824,0.0283670651974012,123.0,4.820281565605037,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0317098003708849,4.0,4.820281565605037,0.0030520625497025868,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,29,6425,23,0.0286577378211824,0.0290363132193741,406.0,6.008813185442595,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0246826961401694,4.0,6.008813185442595,-0.003975041681012915,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,30,6006,23,0.0286577378211824,0.0272333922839302,43.0,3.784189633918261,eligible,True,True,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,8,True,0.0436133659623304,4.0,3.784189633918261,0.014955628141148081,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,31,5955,23,0.0286577378211824,0.029171437377189,133.0,4.897839799950911,eligible_partial_session_coverage,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.023263892483113,4.0,4.897839799950911,-0.005393845338069317,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,32,6356,23,0.0286577378211824,0.0276067002324269,192.0,5.262690188904886,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,10,True,0.0396936325031151,5.0,5.262690188904886,0.011035894681932782,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,33,5811,23,0.0286577378211824,0.0291059887218012,270.0,5.602118820879701,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0239511033646849,4.0,5.602118820879701,-0.004706634456497414,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,34,6050,23,0.0286577378211824,0.0288513605143032,,,not_evaluable,True,False,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0266246995434139,4.0,,-0.002033038277768417,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,35,5930,23,0.0286577378211824,0.0284261879696364,158.0,5.068904202220232,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0310890112624153,4.0,5.0689042022202315,0.0024312734412329853,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,36,6082,23,0.0286577378211824,0.029212987995513,1085.0,6.990256500493881,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.022827610990711,4.0,6.990256500493881,-0.005830126830471315,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,37,5871,23,0.0286577378211824,0.0268541705313165,534.0,6.282266746896006,eligible,True,True,"[""occlusion""]","[""occlusion"", ""low_quality""]",0,1,1,1,0,8,True,0.0475951943647742,4.0,6.282266746896006,0.01893745654359188,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,1,6305,23,0.0286577378211824,0.0273640188490352,47.0,3.87120101090789,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,10,True,0.0422417870287279,5.0,3.871201010907891,0.013584049207545582,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,10,6170,23,0.0286577378211824,0.0290483103592793,20.0,3.044522437723423,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0245567261711648,4.0,3.044522437723423,-0.004101011650017517,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,11,6394,23,0.0286577378211824,0.0292669325034085,114.0,4.74493212836325,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0222611936578083,4.0,4.74493212836325,-0.006396544163374016,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,12,6311,23,0.0286577378211824,0.0265403491137678,26.0,3.295836866004329,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0508903192490357,4.0,3.295836866004329,0.022232581427853382,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,13,6225,23,0.0286577378211824,0.0291472280409487,15.0,2.772588722239781,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0235180905136362,4.0,2.772588722239781,-0.005139647307546114,False
