source_path,source_sha256,project_id,runtime_task_id,worker_id,annotation_id,base_task_id,condition,created_at,updated_at,result_sha256,canonical_match_status,source_classification,snapshot_occurrence_count,distinct_result_version_count,candidate_identity_json,recorded_dataset_group,recorded_smoke_test,recorded_artifact_status,new_independent_response_added,unresolved_reasons_json
export_label/legacy/project-2-at-2025-11-24-12-47-4b439ec4.json,18ae2b29b9dc0860b34d981e2f3dcd2c9947c9f0380449c861a128f60ef594a9,2,473,1,10,,,2025-11-24T12:36:00.921733Z,2025-11-24T12:36:00.921751Z,5a152f0f65bb74d520355dc88d8f4925321c197cff7f63726d73d4ccbf3d26f0,not_in_2501_substrate,development_export,1,1,"[""2"", ""473"", ""1"", ""10""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-03-31-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,459,2,1,,,2025-12-03T07:58:17.333411Z,2025-12-03T07:58:17.333427Z,7f554a79b1305c9ca158371cc432bf3423e35eab34e9912d1714c45729332150,not_in_2501_substrate,development_export,7,3,"[""2"", ""459"", ""2"", ""1""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-03-31-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,461,2,2,,,2025-12-03T08:00:00.667219Z,2025-12-03T08:00:00.667235Z,7aec198d8d2efc071272c71ba51b07a68a8b513cebc02541559b7785e26bb14b,not_in_2501_substrate,development_export,7,2,"[""2"", ""461"", ""2"", ""2""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-03-31-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,462,2,3,,,2025-12-03T09:03:53.028335Z,2025-12-03T09:03:53.028350Z,b414adf3946b5511cd7b96a72465cc2311bd91d7768c53c7fbb2d5d88ef1a805,not_in_2501_substrate,development_export,7,2,"[""2"", ""462"", ""2"", ""3""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-03-31-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,463,2,4,,,2025-12-03T10:43:27.782302Z,2025-12-03T10:43:27.782316Z,6df563f8e8667c7d9a70ee3be413af6d03d4bdeada90431fa68dc762b2aa081b,not_in_2501_substrate,development_export,6,2,"[""2"", ""463"", ""2"", ""4""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-03-31-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,464,2,5,,,2025-12-03T10:48:51.175247Z,2025-12-03T10:48:51.175262Z,506e17a9ee4009a61cc219ebb7d5087e61f38d3582ea3724468454cb5e27ce44,not_in_2501_substrate,development_export,6,2,"[""2"", ""464"", ""2"", ""5""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-03-31-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,465,2,6,,,2025-12-20T03:31:45.528636Z,2025-12-20T03:31:45.528651Z,35d215ba7c0ec51d7d60842ef0c3181446fe07fcf6cb044572b896bcdcb1102a,not_in_2501_substrate,development_export,6,2,"[""2"", ""465"", ""2"", ""6""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-05-00-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,459,2,1,,,2025-12-03T07:58:17.333411Z,2025-12-03T07:58:17.333427Z,7f554a79b1305c9ca158371cc432bf3423e35eab34e9912d1714c45729332150,not_in_2501_substrate,development_export,7,3,"[""2"", ""459"", ""2"", ""1""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-05-00-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,461,2,2,,,2025-12-03T08:00:00.667219Z,2025-12-03T08:00:00.667235Z,7aec198d8d2efc071272c71ba51b07a68a8b513cebc02541559b7785e26bb14b,not_in_2501_substrate,development_export,7,2,"[""2"", ""461"", ""2"", ""2""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-05-00-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,462,2,3,,,2025-12-03T09:03:53.028335Z,2025-12-03T09:03:53.028350Z,b414adf3946b5511cd7b96a72465cc2311bd91d7768c53c7fbb2d5d88ef1a805,not_in_2501_substrate,development_export,7,2,"[""2"", ""462"", ""2"", ""3""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-05-00-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,463,2,4,,,2025-12-03T10:43:27.782302Z,2025-12-03T10:43:27.782316Z,6df563f8e8667c7d9a70ee3be413af6d03d4bdeada90431fa68dc762b2aa081b,not_in_2501_substrate,development_export,6,2,"[""2"", ""463"", ""2"", ""4""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-05-00-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,464,2,5,,,2025-12-03T10:48:51.175247Z,2025-12-03T10:48:51.175262Z,506e17a9ee4009a61cc219ebb7d5087e61f38d3582ea3724468454cb5e27ce44,not_in_2501_substrate,development_export,6,2,"[""2"", ""464"", ""2"", ""5""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-20-05-00-36c1c5d3.json,22af545abe645dfdfa01164f6507d82902eec6cec45097d14ea0682969956d6a,2,465,2,6,,,2025-12-20T03:31:45.528636Z,2025-12-20T03:31:45.528651Z,35d215ba7c0ec51d7d60842ef0c3181446fe07fcf6cb044572b896bcdcb1102a,not_in_2501_substrate,development_export,6,2,"[""2"", ""465"", ""2"", ""6""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-31-14-56-fae55c18.json,4c63e73fcff26e9f61f780533cec3ccf83a0dc29b2c8a94c2d1f310480e62639,2,459,2,1,,,2025-12-03T07:58:17.333411Z,2025-12-03T07:58:17.333427Z,7f554a79b1305c9ca158371cc432bf3423e35eab34e9912d1714c45729332150,not_in_2501_substrate,development_export,7,3,"[""2"", ""459"", ""2"", ""1""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-31-14-56-fae55c18.json,4c63e73fcff26e9f61f780533cec3ccf83a0dc29b2c8a94c2d1f310480e62639,2,461,2,2,,,2025-12-03T08:00:00.667219Z,2025-12-03T08:00:00.667235Z,7aec198d8d2efc071272c71ba51b07a68a8b513cebc02541559b7785e26bb14b,not_in_2501_substrate,development_export,7,2,"[""2"", ""461"", ""2"", ""2""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-31-14-56-fae55c18.json,4c63e73fcff26e9f61f780533cec3ccf83a0dc29b2c8a94c2d1f310480e62639,2,462,2,3,,,2025-12-03T09:03:53.028335Z,2025-12-03T09:03:53.028350Z,b414adf3946b5511cd7b96a72465cc2311bd91d7768c53c7fbb2d5d88ef1a805,not_in_2501_substrate,development_export,7,2,"[""2"", ""462"", ""2"", ""3""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-31-14-56-fae55c18.json,4c63e73fcff26e9f61f780533cec3ccf83a0dc29b2c8a94c2d1f310480e62639,2,463,2,4,,,2025-12-03T10:43:27.782302Z,2025-12-03T10:43:27.782316Z,6df563f8e8667c7d9a70ee3be413af6d03d4bdeada90431fa68dc762b2aa081b,not_in_2501_substrate,development_export,6,2,"[""2"", ""463"", ""2"", ""4""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-31-14-56-fae55c18.json,4c63e73fcff26e9f61f780533cec3ccf83a0dc29b2c8a94c2d1f310480e62639,2,464,2,5,,,2025-12-03T10:48:51.175247Z,2025-12-03T10:48:51.175262Z,506e17a9ee4009a61cc219ebb7d5087e61f38d3582ea3724468454cb5e27ce44,not_in_2501_substrate,development_export,6,2,"[""2"", ""464"", ""2"", ""5""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
export_label/legacy/project-2-at-2025-12-31-14-56-fae55c18.json,4c63e73fcff26e9f61f780533cec3ccf83a0dc29b2c8a94c2d1f310480e62639,2,465,2,6,,,2025-12-20T03:31:45.528636Z,2025-12-20T03:31:45.528651Z,35d215ba7c0ec51d7d60842ef0c3181446fe07fcf6cb044572b896bcdcb1102a,not_in_2501_substrate,development_export,6,2,"[""2"", ""465"", ""2"", ""6""]",,,,False,"[""annotation_condition_unrecorded"", ""historical_person_process_and_exposure_not_verified""]"
