stage,condition,project_id,runtime_task_id,base_task_id,worker_id,annotation_id,canonical_annotation_id,canonical_join_status,response_id,meta_group,choice_code,choice_label_zh,choice_raw,from_name,result_type,image_reference
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,2,4843,6037abe04bcfa1d308ed,matched,C1|69|3294|2|4843,scope,in_scope,范围内/正常,normal,scope,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,2,4843,6037abe04bcfa1d308ed,matched,C1|69|3294|2|4843,difficulty,occlusion,遮挡,occlusion,difficulty,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,2,4843,6037abe04bcfa1d308ed,matched,C1|69|3294|2|4843,difficulty,reflection_transparency,反射/透明,reflection,difficulty,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,8,6105,58fcb37f432cd01e22a1,matched,C1|69|3294|8|6105,scope,in_scope,范围内/正常,normal,scope,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,8,6105,58fcb37f432cd01e22a1,matched,C1|69|3294|8|6105,difficulty,occlusion,遮挡,occlusion,difficulty,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,10,6157,1aa87c4e8b0db18c1ccd,matched,C1|69|3294|10|6157,scope,in_scope,范围内/正常,normal,scope,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,10,6157,1aa87c4e8b0db18c1ccd,matched,C1|69|3294|10|6157,difficulty,occlusion,遮挡,occlusion,difficulty,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,17,6188,bbe40bd3ad25e4383c92,matched,C1|69|3294|17|6188,scope,in_scope,范围内/正常,normal,scope,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,17,6188,bbe40bd3ad25e4383c92,matched,C1|69|3294|17|6188,difficulty,occlusion,遮挡,occlusion,difficulty,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,13,6216,a899e204555a9b64f4b5,matched,C1|69|3294|13|6216,scope,in_scope,范围内/正常,normal,scope,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,13,6216,a899e204555a9b64f4b5,matched,C1|69|3294|13|6216,difficulty,occlusion,遮挡,occlusion,difficulty,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,6,6249,432d23215497f235714b,matched,C1|69|3294|6|6249,scope,in_scope,范围内/正常,normal,scope,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,6,6249,432d23215497f235714b,matched,C1|69|3294|6|6249,difficulty,occlusion,遮挡,occlusion,difficulty,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,1,6281,c71f04cf03f04f83010c,matched,C1|69|3294|1|6281,scope,in_scope,范围内/正常,normal,scope,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,1,6281,c71f04cf03f04f83010c,matched,C1|69|3294|1|6281,difficulty,occlusion,遮挡,occlusion,difficulty,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,12,6282,0545d5cfd8fca3b793bc,matched,C1|69|3294|12|6282,scope,in_scope,范围内/正常,normal,scope,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,12,6282,0545d5cfd8fca3b793bc,matched,C1|69|3294|12|6282,difficulty,occlusion,遮挡,occlusion,difficulty,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,11,6385,efdd3af8bbe9661a922f,matched,C1|69|3294|11|6385,scope,in_scope,范围内/正常,normal,scope,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,69,3294,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,11,6385,efdd3af8bbe9661a922f,matched,C1|69|3294|11|6385,difficulty,trivial,无显著难点,trivial,difficulty,choices,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
