canonical_annotation_id,image_id,worker_id,source_kind,trace_status
babc4e1b7d60b5ce,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W001,trap_synthetic_disjoint_source,all_matching
1106d9b3309125ae,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W010,trap_synthetic_disjoint_source,all_matching
b11846422ee8df2c,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W011,trap_synthetic_disjoint_source,all_matching
38972f7a8ac6e59e,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W012,trap_synthetic_disjoint_source,all_matching
e13f31dcfeca786f,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W013,trap_synthetic_disjoint_source,all_matching
c98ff21fd3ac34dc,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W014,trap_synthetic_disjoint_source,all_matching
ed7c1f77254fbb2a,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W015,trap_synthetic_disjoint_source,all_matching
f9d6980bfc9259bd,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W017,trap_synthetic_disjoint_source,all_matching
dee69b2b7ab15827,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W018,trap_synthetic_disjoint_source,all_matching
708d8e2dff95ff2d,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W019,trap_synthetic_disjoint_source,all_matching
6d3c8739804e5920,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W002,trap_synthetic_disjoint_source,all_matching
d46ea988f490ef0f,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W021,trap_synthetic_disjoint_source,all_matching
a655ba3039d8cfc4,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W026,trap_synthetic_disjoint_source,all_matching
243708573fc746f4,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W027,trap_synthetic_disjoint_source,all_matching
843ee33e6df34cd4,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W028,trap_synthetic_disjoint_source,all_matching
618e8cec7d276f9c,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W029,trap_synthetic_disjoint_source,all_matching
c0d2a3ea11db107a,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W030,trap_synthetic_disjoint_source,all_matching
5ff7ca831e9c5ad8,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W031,trap_synthetic_disjoint_source,all_matching
b8541e4707e39e94,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W032,trap_synthetic_disjoint_source,all_matching
4d2388c60747a53d,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W033,trap_synthetic_disjoint_source,all_matching
1bbc73c77d272720,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W034,trap_synthetic_disjoint_source,all_matching
c4bc31bc73053a93,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W035,trap_synthetic_disjoint_source,all_matching
e2305061fc73b67a,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W036,trap_synthetic_disjoint_source,all_matching
e805d3344d24834a,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W037,trap_synthetic_disjoint_source,all_matching
3d27ec416166fb40,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W006,trap_synthetic_disjoint_source,all_matching
8a6c9350ded9f505,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W008,trap_synthetic_disjoint_source,all_matching
8ded0001dfe26e8d,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W001,trap_natural,all_matching
21dc98163be065c0,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W010,trap_natural,all_matching
6c4eb5c014ae5538,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W011,trap_natural,all_matching
e7ac757b87291eaa,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W012,trap_natural,all_matching
a5152b786b6b4257,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W013,trap_natural,all_matching
7c839cd20c00cf4d,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W014,trap_natural,all_matching
59a06a020567d554,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W015,trap_natural,all_matching
09357be7fb68e08a,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W017,trap_natural,all_matching
98eadb4d0d25287d,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W018,trap_natural,all_matching
21917165006a2616,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W019,trap_natural,all_matching
185f571fb1f1fa61,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W002,trap_natural,all_matching
726df974bcd4c84b,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W021,trap_natural,all_matching
7545785ecf7e44b3,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W026,trap_natural,all_matching
6999db3ebf3ef330,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W027,trap_natural,all_matching
cd3a2f4a0e0ad07e,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W028,trap_natural,all_matching
