case,key,code,condition,id_a,id_b,worker_a,worker_b,view,role,pair_a,pair_b,original_point_a,original_point_b,ax,ay,bx,by,sphere_deg,image_px
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,top,1,1,14,1,198.89724310776944,188.63157894736841,202.77229130048835,187.56435643564356,1.3026587122615085,4.0193236228781535
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,top,2,2,13,4,287.74893091431721,185.28753884711776,290.21782178217819,187.56435643564356,1.1254523566564578,3.3584699565170713
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,top,3,3,6,17,291.57218981474591,219.0162384172302,297.42523282921519,168.16144167208628,17.979257369401914,51.190511469598817
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,top,4,4,10,18,297.36042996638508,168.16317961764599,310.19303807686805,169.86264324488565,3.9362892918019301,12.944651696262197
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,top,5,5,9,15,311.81954887218046,169.63625062656641,313.28404029530071,218.09506603392111,17.042947027917322,48.480939819814452
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,top,6,6,1,11,387.52882205513777,228.41102756892229,387.38629081228032,227.85704537927649,0.2009277237599475,0.5720239694586684
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,top,7,7,3,14,519.69924812030081,218.14536340852129,521.39164333498354,218.53879270012433,0.59586029950009423,1.7375235739903749
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,top,8,8,4,5,590.27568922305761,68.016441102756886,590.33092587108661,76.333559285409734,2.9239988193865729,8.317301602773588
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,top,9,9,16,7,735.27819548872185,180.93233082706766,736.12220111538727,182.66461351057592,0.66492006054924802,1.9269532411102939
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,top,10,10,18,9,830.23558897243095,183.49874686716791,828.55570721727588,182.48285934774447,0.64166746006119224,1.9631683991505116
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va-21,manual,a25753564e8d0fb8f8d6,517087c6def062efa361,W002,W033,automatic,bottom,1,1,15,2,200.18045112781954,340.05012531328322,199.63170945585702,339.58805286726351,0.23345594465066405,0.71737602965170999
