schema_version,rule_version,source_artifact,source_sha256,dependency_bundle_id,dependency_bundle_json,stage,pool,condition,validity_status,interpretation_allowed,base_task_id,building_id,task_id,worker_id,canonical_annotation_id,dataset_group,task_crowd_structure_status,R_peer_task,peer_similarity_values,R_peer_boundary_median,R_peer_wall_median,R_peer_conservative_median,R_peer_mean,peer_count,peer_metric_compatible_count,peer_dispersion,similarity_definition
peer_worker_task_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,Calibration_core,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,503,27,a3e7b70ed81a76c41c0f,Calibration_core,dominant_with_dissent,0.9788160165769579,"[0.9800538802219959, 0.9783966802168022, 0.9788160165769579, 0.9788160165769579]",0.9940890805917728,0.9788160165769579,0.9788160165769579,0.9790206483981785,4,4,0.0007166246478297291,min_boundary_wall
peer_worker_task_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,Calibration_core,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,503,28,98fc2a900301cecb1f95,Calibration_core,dominant_with_dissent,0.9884589546596477,"[0.9800538802219959, 0.9842053877143548, 0.9927125216049406, 0.9927125216049406]",0.99401226692896,0.9884589546596477,0.9884589546596477,0.987421077786558,4,4,0.0063407417537160605,min_boundary_wall
peer_worker_task_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,Calibration_core,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,503,30,d5c88ef7632f0c3ce88f,Calibration_core,dominant_with_dissent,0.981537229241084,"[0.9783966802168022, 0.9842053877143548, 0.981537229241084, 0.981537229241084]",0.9940300646042781,0.981537229241084,0.981537229241084,0.9814191316033314,4,4,0.002375312583235698,min_boundary_wall
peer_worker_task_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,Calibration_core,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,503,10,bd14297e6f34d6705898,Calibration_core,dominant_with_dissent,0.9871248754230123,"[0.9788160165769579, 0.9927125216049406, 0.981537229241084, 1.0]",0.9932859149688738,0.9871248754230123,0.9871248754230123,0.9882664418557456,4,4,0.009866388265623013,min_boundary_wall
peer_worker_task_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,Calibration_core,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,503,6,9ba553c8c79977374da6,Calibration_core,dominant_with_dissent,0.9871248754230123,"[0.9788160165769579, 0.9927125216049406, 0.981537229241084, 1.0]",0.9932859149688738,0.9871248754230123,0.9871248754230123,0.9882664418557456,4,4,0.009866388265623013,min_boundary_wall
peer_worker_task_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,Calibration_core,manual,valid,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,587,27,4d53581ef39bae3bf5d1,Calibration_core,supported_multimodal,0.951787999209435,"[0.9602345528455284, 0.9436501980030881, 0.9588875424304141, 0.944688455988456]",0.9737533156732447,0.951787999209435,0.951787999209435,0.9518651873168716,4,4,0.008913496745176264,min_boundary_wall
peer_worker_task_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,Calibration_core,manual,valid,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,587,30,c89be364009b1fc0544e,Calibration_core,supported_multimodal,0.9483754172912721,"[0.9602345528455284, 0.9365162817370157, 0.9775665816445354, 0.9354195262731848]",0.9532580698017493,0.9483754172912721,0.9483754172912721,0.9524342356250661,4,4,0.020292538493193887,min_boundary_wall
peer_worker_task_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,Calibration_core,manual,valid,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,587,35,b02aea4f86afbc5430f7,Calibration_core,supported_multimodal,0.9405947464047288,"[0.9436501980030881, 0.9365162817370157, 0.9375392948063694, 0.9939742423581502]",0.971491331565925,0.9405947464047288,0.9405947464047288,0.9529200042261559,4,4,0.027550124680712152,min_boundary_wall
peer_worker_task_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,Calibration_core,manual,valid,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,587,12,e7909355f0df5dd9276a,Calibration_core,supported_multimodal,0.9482134186183917,"[0.9588875424304141, 0.9775665816445354, 0.9375392948063694, 0.935615612041274]",0.9645054658745631,0.9482134186183917,0.9482134186183917,0.9524022577306481,4,4,0.019815829161465185,min_boundary_wall
peer_worker_task_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,Calibration_core,manual,valid,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,587,13,ec6c38a862059f07bf7f,Calibration_core,supported_multimodal,0.940152034014865,"[0.944688455988456, 0.9354195262731848, 0.9939742423581502, 0.935615612041274]",0.9665639886738047,0.940152034014865,0.940152034014865,0.9524244591652662,4,4,0.02803530698261997,min_boundary_wall
