schema_version,rule_version,source_artifact,source_sha256,dependency_bundle_id,dependency_bundle_json,stage,pool,condition,validity_status,interpretation_allowed,base_task_id,building_id,task_context_id,geometry_context_provenance,valid_k,partition_status,cluster_membership_json,ambiguity_candidates_json,cluster_count,largest_cluster_support,second_cluster_support,largest_cluster_share,second_cluster_share,cluster_margin_all,cluster_margin_top2,largest_cluster_worker_ids,second_cluster_worker_ids,largest_cluster_medoid_annotation_id,largest_cluster_medoid_worker_id,largest_cluster_medoid_geometry_sha256,largest_cluster_medoid_index,second_cluster_medoid_annotation_id,second_cluster_medoid_worker_id,second_cluster_medoid_geometry_sha256,second_cluster_medoid_index,task_crowd_structure_status,structure_reason
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,,5,unique,"[[""a3e7b70ed81a76c41c0f"", ""98fc2a900301cecb1f95"", ""bd14297e6f34d6705898"", ""9ba553c8c79977374da6""], [""d5c88ef7632f0c3ce88f""]]",[],2,4,1,0.8,0.2,0.6,0.6,27;28;10;6,30,9ba553c8c79977374da6,6,9cdbef4e977d67caa42b11fbe58a70f7fd686ce208ad97f2dcd8730bd98c9150,4,d5c88ef7632f0c3ce88f,30,b322870696bf866f0c8bb0aea5b90b7a032e9af97f55423b6504c63cad01cee1,2,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e|manual,,5,unique,"[[""4d53581ef39bae3bf5d1"", ""c89be364009b1fc0544e"", ""e7909355f0df5dd9276a""], [""b02aea4f86afbc5430f7"", ""ec6c38a862059f07bf7f""]]",[],2,3,2,0.6,0.4,0.2,0.2,27;30;12,35;13,c89be364009b1fc0544e,30,6d2bc4cd28f23146588289d6bccc948800df9d200e43400a2fc594c47c678558,1,b02aea4f86afbc5430f7,35,27058114acd44f43a7437262fe24ed1c2536fc01336718eb5e53471cb8ac7a0f,2,supported_multimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|manual,,5,unique,"[[""6051dfca1aade85a07a8"", ""dec8403a4ddac6db3115"", ""74c45cde6e9ca313500c""], [""c63d05f140fcc66be4df""], [""e6f01175aabbf9fcafe7""]]",[],3,3,1,0.6,0.2,0.4,0.5,31;34;8,18,6051dfca1aade85a07a8,31,e7f099191b8558c0ecf51cdb45f81aad659bcadad2ce752e511caee8453fc88b,0,c63d05f140fcc66be4df,18,7b3dee177ea83586b5c5a003796bbecb4ce907460656f3301d4a0983bd6cf99e,3,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,valid,true,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|semi,,4,unique,"[[""678fd1b3368b3c6302ad"", ""53cffa383a4d19c3e30e"", ""a63b28ab3b493bd3ee11"", ""4486738211819be8d3d4""]]",[],1,4,0,1.0,0.0,1.0,1.0,33;36;11;6,,4486738211819be8d3d4,6,962db49a3beb58f3fe65c6adb6c1ae08c2c0aeb58ea4d1c06dfa96e6295a2659,3,,,,,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,,5,unique,"[[""517087c6def062efa361"", ""d22e8df3dcff4100efb5"", ""a25753564e8d0fb8f8d6""], [""8125fd4575ecfc155a63""], [""84ac11f23b306b7457b4""]]",[],3,3,1,0.6,0.2,0.4,0.5,33;1;2,37,a25753564e8d0fb8f8d6,2,2fb1ab2d41793b8721d6760fe033577b558b37aa9e4806b9c7c4d40ea23b7d28,4,8125fd4575ecfc155a63,37,e6bc7cde584e2b2d66b7d208fa1cc0d315f0898ce08ddafa5aecbe9cdc843b42,2,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,valid,true,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|semi,,4,unique,"[[""2aea8c4c7647e5dcbf4f"", ""aa3b4f3365dda18b56bc""], [""8f8a8cc073aa91a7c1c7""], [""e8a846d937e3ed039131""]]",[],3,2,1,0.5,0.25,0.25,0.3333333333333333,10;8,35,2aea8c4c7647e5dcbf4f,10,aa475b6d175a7f1fed6c40ff5d4fe35d8827e33a1d6e0936757cabf14e2818a8,1,8f8a8cc073aa91a7c1c7,35,37febf7dfd1d3206484d0db36e3a27c8354c2bd72bffb0d96b1cee115532c8f9,0,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b|manual,,5,unique,"[[""b81af97c20cfc379eb17"", ""24cb9518cba9fc374e36"", ""c9e40b1fe2b3537ffc79"", ""8cd8fc36522e0668f25d"", ""ca89b9306226c9c332c3""]]",[],1,5,0,1.0,0.0,1.0,1.0,29;36;1;12;2,,ca89b9306226c9c332c3,2,4795ebd5f7bbd083c39f22a748fcdff93ed1de554e0d830999acaafaee1ee97d,4,,,,,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481|manual,,5,unique,"[[""046e2c37842123ec2f46"", ""27b18dbca838c732fe36"", ""9f3ef0966bba166ccf67"", ""60f051ba3d820f7cf2c1""], [""e989d5cbe8078c1ac797""]]",[],2,4,1,0.8,0.2,0.6,0.6,31;32;37;15,34,60f051ba3d820f7cf2c1,15,476d0591067902cf88f36254c8ace2e631aeed7b8aebe2538785c606aa7fc400,4,e989d5cbe8078c1ac797,34,3ef8db6551bce07f44a2b667f78389a6e52684dd7710726ecd62005dc4ec159f,2,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9|manual,,5,unique,"[[""9378da78037a5091f22e"", ""260cf962d9bea8512f9e"", ""8a2600447847d5ab7f5f"", ""ad005008336266edcd64""], [""ecd4e736ab99493cf8bd""]]",[],2,4,1,0.8,0.2,0.6,0.6,33;34;11;15,37,260cf962d9bea8512f9e,34,d02de17fc6a9d8d7281b869d088982fbaeda5f79fa171995d0395a394188a5e6,1,ecd4e736ab99493cf8bd,37,c55d8a3bc176c38cb409f96b8598f0843f0ebd5737362ded8af0d662f2d62994,2,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,valid,true,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9|semi,,4,unique,"[[""198b56fd7f0946ac5b09"", ""b47f07e34df3a99ff20d"", ""72dc231b20fe4c8a589d"", ""1a60a6ad7849198e802c""]]",[],1,4,0,1.0,0.0,1.0,1.0,29;35;13;2,,1a60a6ad7849198e802c,2,f08c76b134b857821c9cdb0fc39e5c3826122e4c0257943a5d89e40242d0b1de,3,,,,,unimodal,unique_complete_link_partition
