schema_version,canonical_annotation_id,annotation_id,worker_id,base_task_id,condition,canonical_eligible,assignment_provenance,outside_assignment_disposition_applied,outside_assignment_process_override,formal_assignment_eligible,process_eligible,process_exclusion_reason,independence_eligible,independence_exclusion_reason,scope_eligible,scope_exclusion_reason,gt_reference_eligible,gt_reference_exclusion_reason,peer_reference_eligible,structural_attribution_eligible,geometry_structurally_computable,gt_score_computable,scope_reference_eligible,scope_reference_exclusion_reason,gt_primary_analysis_eligible,gt_primary_analysis_exclusion_reason,peer_analysis_eligible,peer_analysis_exclusion_reason,loo_medoid_analysis_eligible,loo_medoid_analysis_exclusion_reason,strict_loo_analysis_eligible,strict_loo_analysis_exclusion_reason,time_analysis_eligible,semi_correction_analysis_eligible,predictive_validity_analysis_eligible,routing_feature_analysis_eligible,legacy_role,formal_use_allowed,structural_opportunity_eligible,structural_opportunity_exclusion_reason,rule_version,source_sha256
assignment_evidence_v2,0f006ad814591f20f1d7,5817,27,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,a5582527e1e55759fca4,5763,28,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,ddc38d03eaf0ed686dbe,6359,29,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,762aad63d41c0473582f,5998,30,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,944fc693a5243b08b5ee,5934,31,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,d37f314fba3b67c55956,6347,32,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,9e082eaf47377454a352,5762,33,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,779f777343654b55ad95,5875,34,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,3e053dc275632e30f220,5921,35,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,beebb1979f052693f701,5861,36,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,1623fbedf957f0be9421,5862,37,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,3c91745dff848ace0009,5842,27,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,0f5e3fb0af36b839fed2,5764,28,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,9fe10525cafa9b114fa8,6419,29,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,4bee42371b5ecdf799ee,6449,30,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,169fc30c432425281989,5937,31,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,e4c35e7a0869954598a0,6348,32,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,f4fb215d725bea31d572,5803,33,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,a56ee6d45d0f25f3eed8,6042,34,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,a7cd831fc464ecea2892,5922,35,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,f52f3c5633b4d227b132,5991,36,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,7ac0106c722944ffcdb5,5863,37,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,78dc36e89fc34111fd75,5818,27,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,036f0b79fcb891d33e1d,5765,28,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,e4af7c47e67b1c37bb93,6361,29,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,ad2a6827eaaf625d72c4,5999,30,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,f2617cc49b4c3cd19938,5938,31,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
