canonical_annotation_id,image_id,building_id,worker_id,stage,block_index,raw_condition,assistance_exposure,raw_point_count,effective_point_count,processing_status,distance_recompute_required,q_geometry_valid,q_geometry_reason,pairing_method,n_pairs,q_geometry_scope
17be19782ab6f1fa54ca,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,34,C2-A-RP,1,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
3651a92290f6ddca5577,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,31,C2-A-RP,1,manual,none,8,8,unchanged,False,True,,circular_x_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
b7ad646fe3dc3b0d378e,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,8,C2-A-RP,2,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
022a2edfc36f1862ff6d,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,34,C2-A-RP,2,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
06925f70038be9cf6628,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,31,C2-A-RP,2,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
8bdb2a37829bea126cde,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,8,C2-A-RP,1,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
8768c3642fee588c06f4,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,11,C2-A-RP,1,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
98fc2a900301cecb1f95,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,28,C1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
9ba553c8c79977374da6,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,6,C1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
a3e7b70ed81a76c41c0f,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,27,C1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
bd14297e6f34d6705898,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,10,C1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
d5c88ef7632f0c3ce88f,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,30,C1,0,manual,none,12,12,unchanged,False,True,,raw_order_pairing,6,historical_pairing_assumption_not_confirmed_final_wall_order
13d54802362fd649,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,8,P1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
2099f09dd0969482,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,27,P1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
2c487c4855775399,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,34,P1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
3040d441f80810e4,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,28,P1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
4bfc0d70b116500c,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,36,P1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
59650fcf724f11bc,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,6,P1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
5f9c3715d22ae336,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,33,P1,0,manual,none,8,8,unchanged,False,True,,raw_order_pairing,4,historical_pairing_assumption_not_confirmed_final_wall_order
