id,code,image_id,worker,condition,stage,block,exposure,excluded_worker,pointset_available,raw_count,effective_count,processing_status,imputed_point,split_available,bound_available,role_source,role_status,n_top,n_bottom,pairing_source,exact_x_ties,near_x_gaps_le1px,minimum_role_x_gap_px,paired_role_order_inversion
f6bfdcf15004e457,B6ByNegPMKs-33,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,W032,manual,P1,0,none,False,True,9,9.0,unconfirmed_odd_unchanged,False,True,False,horizon_255_5_conditional_roles,available_conditionally,5.0,4.0,legacy_not_normalizable,1.0,1.0,0.0,False
0ffa405d9cace672,q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W032,oos,P1,0,none,False,True,28,28.0,unchanged,False,True,True,horizon_255_5_conditional_roles,available_conditionally,14.0,14.0,legacy_links_opposite_role_checked_not_human_confirmed,0.0,2.0,0.25167060408398356,False
c61e2afdd2d8efd8,rPc6DW4iMge-22,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,W033,manual,P1,0,none,False,True,26,26.0,unchanged,False,True,True,horizon_255_5_conditional_roles,available_conditionally,13.0,13.0,legacy_links_opposite_role_checked_not_human_confirmed,0.0,0.0,10.201573444127348,True
2a11d537c790512c,uNb9QFRL6hY-21,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,W001,manual,P1,0,none,False,True,16,16.0,unchanged,False,True,False,horizon_255_5_conditional_roles,available_conditionally,8.0,8.0,legacy_links_same_side_rejected,2.0,2.0,0.0,False
5a980411975e48d1,uNb9QFRL6hY-21,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,W014,manual,P1,0,none,False,True,12,12.0,unchanged,False,True,True,horizon_255_5_conditional_roles,available_conditionally,6.0,6.0,legacy_links_opposite_role_checked_not_human_confirmed,0.0,1.0,0.7373700491881436,False
f4e3004912779c48,uNb9QFRL6hY-21,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,W015,manual,P1,0,none,False,True,12,12.0,unchanged,False,True,True,horizon_255_5_conditional_roles,available_conditionally,6.0,6.0,legacy_links_opposite_role_checked_not_human_confirmed,0.0,0.0,34.03878116343486,True
c0243fb04589828e,uNb9QFRL6hY-21,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,W021,manual,P1,0,none,False,True,12,12.0,unchanged,False,True,True,horizon_255_5_conditional_roles,available_conditionally,6.0,6.0,legacy_links_opposite_role_checked_not_human_confirmed,0.0,0.0,34.03878116343486,True
8abf96e80a8cd151,uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W030,oos,P1,0,none,False,True,16,16.0,unchanged,False,True,True,horizon_255_5_conditional_roles,available_conditionally,8.0,8.0,legacy_links_opposite_role_checked_not_human_confirmed,0.0,0.0,35.29228288690831,True
170e1369f3fbeb52,yqstnuAEVhm-31,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,W012,manual,P1,0,none,False,True,18,18.0,unchanged,False,True,True,horizon_255_5_conditional_roles,available_conditionally,9.0,9.0,legacy_links_opposite_role_checked_not_human_confirmed,0.0,0.0,4.171079429735215,True
026b9a1fe7ba6a07,yqstnuAEVhm-31,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,W006,manual,P1,0,none,False,True,20,20.0,unchanged,False,True,True,horizon_255_5_conditional_roles,available_conditionally,10.0,10.0,legacy_links_opposite_role_checked_not_human_confirmed,1.0,1.0,0.0,True
