worker_id,language,image_id,code,in_648,has_submission,has_draft,manual_in_analysis,semi_exposure,sources
1,zh,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,True,True,False,True,False,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json;export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json
1,zh,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,True,True,False,True,False,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-30-at-2026-06-30-09-00-69d8051b.json;export_label/stage1_chinese/project-30-at-2026-06-30-09-00-69d8051b.json
1,zh,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,True,True,False,True,False,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-30-at-2026-06-30-09-00-69d8051b.json;export_label/stage1_chinese/project-30-at-2026-06-30-09-00-69d8051b.json
1,zh,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,True,True,False,False,True,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-29-at-2026-06-30-09-00-e7ea6931.json;export_label/stage1_chinese/project-29-at-2026-06-30-09-00-e7ea6931.json
1,zh,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,True,True,False,True,False,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json
1,zh,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va-23,True,True,False,True,False,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json
1,zh,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,True,True,False,False,True,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-29-at-2026-06-30-09-00-e7ea6931.json;export_label/stage1_chinese/project-29-at-2026-06-30-09-00-e7ea6931.json
1,zh,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,True,True,False,True,False,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json;export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json
1,zh,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs-21,True,True,False,False,True,export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json
1,zh,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs-22,True,True,False,False,True,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-29-at-2026-06-30-09-00-e7ea6931.json;export_label/stage1_chinese/project-29-at-2026-06-30-09-00-e7ea6931.json
1,zh,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs-33,True,True,False,True,False,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json;export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json
1,zh,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs-40,True,True,False,True,False,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json;export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json
1,zh,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs-47,True,True,False,True,False,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json
1,zh,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM-01,True,True,False,True,False,export_label/c2B_Chinese/project-77-at-2026-08-06-14-39-a247e8c0.json
1,zh,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM-15,True,True,False,True,False,export_label/c2B_Chinese/project-77-at-2026-08-06-14-39-a247e8c0.json
1,zh,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM-18,True,True,False,True,False,export_label/c2B_Chinese/project-77-at-2026-08-06-14-39-a247e8c0.json
1,zh,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3-01,True,True,False,True,False,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json
1,zh,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,True,True,False,True,False,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-30-at-2026-06-30-09-00-69d8051b.json;export_label/stage1_chinese/project-30-at-2026-06-30-09-00-69d8051b.json
1,zh,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,True,True,False,True,False,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-30-at-2026-06-30-09-00-69d8051b.json;export_label/stage1_chinese/project-30-at-2026-06-30-09-00-69d8051b.json
1,zh,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,True,True,False,True,False,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json;export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json
