round_id,condition,dataset_group,task_id,base_task_id,displaced_worker_id,replacement_worker_id,original_assignment_manifest_sha256,original_assignment_row_sha256,authorization_reason,authorized_by,authorized_at,replacement_project_id,replacement_runtime_task_id,active_time_expected,authorized_addendum_row_identity,authorization_source,authorization_source_sha256,source_annotation_id,source_task_code
C1,manual,Calibration_core,542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,61f56678ed5c775cfb1ef8afc889d5ab67804e0d0797d694c24380125fca4dfd,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3199,true,c1-authorized-repair-20260730-w034-01,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6554,B-006
C1,manual,Calibration_core,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,0d07b6cb8c303517f72945d8a2c8a9497a324fb52f4c1816f680e16118870b2e,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3212,true,c1-authorized-repair-20260730-w034-02,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6563,B-019
C1,manual,Calibration_core,465,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,7ee0cb38808193ffb24ec5005b435804d95316560de1b68e585e1a1fe2789a8f,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3213,true,c1-authorized-repair-20260730-w034-03,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6564,B-020
C1,manual,Calibration_core,594,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,0d2c329543ba5eda92141fd06cd8c9cf4af9784e265392381c320a2337e0dd75,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3218,true,c1-authorized-repair-20260730-w034-04,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6565,B-025
C1,manual,Calibration_core,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,0eed7c3f6a7aa1b6baaea0e427ffa7fc66dd29d0af379c0331ada3b3941ede6a,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3225,true,c1-authorized-repair-20260730-w034-05,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6566,B-032
C1,manual,Calibration_core,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,db2ca584517ceff680d84cb562b258272c81cd7e8e71779d4adfe7c07749470d,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3226,true,c1-authorized-repair-20260730-w034-06,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6567,B-033
C1,manual,Calibration_core,595,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,7f6670360955b35e9e3a51b7a43135727678a6f576d3ada09c91de5f1b2f2981,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3229,true,c1-authorized-repair-20260730-w034-07,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6568,B-036
C1,manual,Calibration_core,699,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,debba058d1695b73755b44b6607dee503246516c7cd0fac6802ee316525cfc87,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3233,true,c1-authorized-repair-20260730-w034-08,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6555,B-040
C1,manual,Calibration_core,604,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,19cc1bbbe1edcd4449bebcfa927ad356bf962652b85b59d7a55a2d67c3ad3686,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3243,true,c1-authorized-repair-20260730-w034-09,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6556,B-050
C1,manual,Calibration_core,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,ce7728a0a9aab0829384bebff241a46baf815538c65eef87a5e2abf7f287dcab,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3245,true,c1-authorized-repair-20260730-w034-10,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6557,B-052
C1,manual,Calibration_core,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,d27d2ef88825ce14930f1821f0946965d6e848badf09259b62f27f539c9950e7,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3246,true,c1-authorized-repair-20260730-w034-11,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6558,B-053
C1,manual,Calibration_core,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,2b370ea4ef334c021afe45824348951d7391c4db162c551900bfe3c23368b279,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3257,true,c1-authorized-repair-20260730-w034-12,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6559,B-064
C1,manual,Calibration_core,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,974cccbc1889c4a6c67ec0b488502259a1e7fcad9993d870d41460400c051f25,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3264,true,c1-authorized-repair-20260730-w034-13,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6560,B-071
C1,manual,Calibration_core,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,883f97f5ee127790c9f3f2364eb4a8f778251c737269a5d15cbe70a378c352dd,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3266,true,c1-authorized-repair-20260730-w034-14,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6561,B-073
C1,manual,Calibration_core,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,14,34,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,e18aed12d8e1006467109cb83e82372fb8ff28d6ac79d4905b7d827f1d764c8b,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,67,3268,true,c1-authorized-repair-20260730-w034-15,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6562,B-075
C1,semi,Calibration_semi,679,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,14,34,82c9a778c8852adf55cb27b3dff75b673668d75c83a7e9b87718f69ffb3abbc9,36f28f53ef254d439b9cc4605376638dfc338e9a085ba8181c4b0b29db7960d4,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,68,3271,true,c1-authorized-repair-20260730-w034-16,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6569,C-003
C1,semi,Calibration_semi,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,14,34,82c9a778c8852adf55cb27b3dff75b673668d75c83a7e9b87718f69ffb3abbc9,77325fd39ed4808d897197d9e64ddf8421c1b29eefe788c32146a62ff06eba69,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,68,3288,true,c1-authorized-repair-20260730-w034-17,worker_W034_replacement.xlsx,cf7953deda2ef5ac44927963b4b52d79b99b83b9303581c71513b9c80ca8d2dc,6570,C-020
C1,manual,Calibration_core,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,14,1,2953929d2ded1e7600fc35c46f805d8c61fdbe76a98a9f218e1777b141cfaa52,90998c89036c3137ea75864d944b8c41c32e4bd83d212e0d51593c3272b0484d,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,71,3349,false,c1-authorized-repair-20260730-w001-18,researcher_authorization_in_Codex_thread_20260730,,6573,
C1,semi,Calibration_semi,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,14,1,82c9a778c8852adf55cb27b3dff75b673668d75c83a7e9b87718f69ffb3abbc9,11ebaeb2ba7d0c1def419f89c9f522bb6db9c9d408000d803fdab3009b183d26,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,72,3390,false,c1-authorized-repair-20260730-w001-19,researcher_authorization_in_Codex_thread_20260730,,6571,
C1,semi,Calibration_semi,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,14,1,82c9a778c8852adf55cb27b3dff75b673668d75c83a7e9b87718f69ffb3abbc9,fe3af6b860cfa4ab6456712d67d109e48394456fd1710808d13da447edabf3b9,W014 replacement repair set completed before C1-A batch freeze,researcher_authorization_20260730,2026-07-30,72,3395,false,c1-authorized-repair-20260730-w001-20,researcher_authorization_in_Codex_thread_20260730,,6572,
