image_id,condition,trigger,question,n_people,same_point_median,supported_modes,singleton_mass,conclusion_affected,modes,selected_worker_roster
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,invalid_response_uncertainty,无效提交的具体原因为何？是否妨碍完整分布判断，而不只是几何位置分歧？,23,0.123682529476,6,0.347826086957,计算多模式能否解释为合理标注不确定性，以及稳定多簇的语义有效性,"[{""cluster"": 1, ""point_count"": 8, ""people"": 4, ""workers"": [""W008"", ""W028"", ""W029"", ""W037""], ""canonical_ids"": [""4a6dba8a9c32eb66"", ""0f26a801f28ae1ea"", ""6426cfae34d581ff"", ""a49a93c3a2018b34""], ""representative"": ""4a6dba8a9c32eb66"", ""representative_worker"": ""W008""}, {""cluster"": 2, ""point_count"": 10, ""people"": 1, ""workers"": [""W034""], ""canonical_ids"": [""4d26dca68df3a0a4""], ""representative"": ""4d26dca68df3a0a4"", ""representative_worker"": ""W034""}, {""cluster"": 3, ""point_count"": 12, ""people"": 2, ""workers"": [""W018"", ""W030""], ""canonical_ids"": [""45ab7471668e03d9"", ""1855cec45f3e93ab""], ""representative"": ""45ab7471668e03d9"", ""representative_worker"": ""W018""}, {""cluster"": 4, ""point_count"": 14, ""people"": 3, ""workers"": [""W013"", ""W014"", ""W033""], ""canonical_ids"": [""1894f27c3fd308cd"", ""1b3675da6acfc3f6"", ""f75ec2a5eb7100a8""], ""representative"": ""1894f27c3fd308cd"", ""representative_worker"": ""W013""}, {""cluster"": 5, ""point_count"": 14, ""people"": 1, ""workers"": [""W036""], ""canonical_ids"": [""b5c368a4140e7de4""], ""representative"": ""b5c368a4140e7de4"", ""representative_worker"": ""W036""}, {""cluster"": 6, ""point_count"": 16, ""people"": 1, ""workers"": [""W027""], ""canonical_ids"": [""97a3f59e2ba873d1""], ""representative"": ""97a3f59e2ba873d1"", ""representative_worker"": ""W027""}, {""cluster"": 7, ""point_count"": 16, ""people"": 1, ""workers"": [""W032""], ""canonical_ids"": [""0657f6415220d28c""], ""representative"": ""0657f6415220d28c"", ""representative_worker"": ""W032""}, {""cluster"": 8, ""point_count"": 16, ""people"": 1, ""workers"": [""W035""], ""canonical_ids"": [""6d67a30583e6d492""], ""representative"": ""6d67a30583e6d492"", ""representative_worker"": ""W035""}, {""cluster"": 9, ""point_count"": 18, ""people"": 1, ""workers"": [""W012""], ""canonical_ids"": [""170e1369f3fbeb52""], ""representative"": ""170e1369f3fbeb52"", ""representative_worker"": ""W012""}, {""cluster"": 10, ""point_count"": 20, ""people"": 2, ""workers"": [""W015"", ""W021""], ""canonical_ids"": [""6decc656fd10407c"", ""899b2864942e642d""], ""representative"": ""6decc656fd10407c"", ""representative_worker"": ""W015""}, {""cluster"": 11, ""point_count"": 20, ""people"": 1, ""workers"": [""W001""], ""canonical_ids"": [""1f27c10411477390""], ""representative"": ""1f27c10411477390"", ""representative_worker"": ""W001""}, {""cluster"": 12, ""point_count"": 20, ""people"": 2, ""workers"": [""W011"", ""W017""], ""canonical_ids"": [""9732c6f38ae221f0"", ""7231fd59d0668aa1""], ""representative"": ""9732c6f38ae221f0"", ""representative_worker"": ""W011""}, {""cluster"": 13, ""point_count"": 20, ""people"": 2, ""workers"": [""W002"", ""W006""], ""canonical_ids"": [""4d4eeebacecb850a"", ""026b9a1fe7ba6a07""], ""representative"": ""4d4eeebacecb850a"", ""representative_worker"": ""W002""}, {""cluster"": 14, ""point_count"": 20, ""people"": 1, ""workers"": [""W010""], ""canonical_ids"": [""fb6a42a891f7dcee""], ""representative"": ""fb6a42a891f7dcee"", ""representative_worker"": ""W010""}]",
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,invalid_response_uncertainty,无效提交的具体原因为何？是否妨碍完整分布判断，而不只是几何位置分歧？,23,0.209626699836,5,0.260869565217,计算多模式能否解释为合理标注不确定性，以及稳定多簇的语义有效性,"[{""cluster"": 1, ""point_count"": 6, ""people"": 1, ""workers"": [""W037""], ""canonical_ids"": [""10a21bed4417e7b9""], ""representative"": ""10a21bed4417e7b9"", ""representative_worker"": ""W037""}, {""cluster"": 2, ""point_count"": 8, ""people"": 5, ""workers"": [""W008"", ""W017"", ""W028"", ""W029"", ""W035""], ""canonical_ids"": [""8dead0c156b490f4"", ""f62e67027c50f0e4"", ""c5603970219f405f"", ""21ebb51ae2b69d3b"", ""527cfb7d202a51bc""], ""representative"": ""8dead0c156b490f4"", ""representative_worker"": ""W008""}, {""cluster"": 3, ""point_count"": 8, ""people"": 1, ""workers"": [""W030""], ""canonical_ids"": [""c811ff3e51132e75""], ""representative"": ""c811ff3e51132e75"", ""representative_worker"": ""W030""}, {""cluster"": 4, ""point_count"": 8, ""people"": 4, ""workers"": [""W006"", ""W010"", ""W013"", ""W014""], ""canonical_ids"": [""1b540a31218a3477"", ""b17ba1384ab94447"", ""829002ca0158f88b"", ""0d9906c4c8bb57f8""], ""representative"": ""829002ca0158f88b"", ""representative_worker"": ""W013""}, {""cluster"": 5, ""point_count"": 8, ""people"": 4, ""workers"": [""W002"", ""W011"", ""W031"", ""W036""], ""canonical_ids"": [""662e08a9d9d5c8b2"", ""3be1cfa09ff1f4a0"", ""891b862e5e28633d"", ""d97a4c0b5bbe5fb7""], ""representative"": ""d97a4c0b5bbe5fb7"", ""representative_worker"": ""W036""}, {""cluster"": 6, ""point_count"": 8, ""people"": 1, ""workers"": [""W012""], ""canonical_ids"": [""474404c2ac9d79ca""], ""representative"": ""474404c2ac9d79ca"", ""representative_worker"": ""W012""}, {""cluster"": 7, ""point_count"": 8, ""people"": 1, ""workers"": [""W027""], ""canonical_ids"": [""2556b8a658f8f4e7""], ""representative"": ""2556b8a658f8f4e7"", ""representative_worker"": ""W027""}, {""cluster"": 8, ""point_count"": 8, ""people"": 2, ""workers"": [""W001"", ""W033""], ""canonical_ids"": [""16f93817216fbedd"", ""8ac26fbb43c6d9aa""], ""representative"": ""16f93817216fbedd"", ""representative_worker"": ""W001""}, {""cluster"": 9, ""point_count"": 8, ""people"": 2, ""workers"": [""W015"", ""W021""], ""canonical_ids"": [""c9e70c42a286d3fc"", ""80df86ca9dbee9d5""], ""representative"": ""c9e70c42a286d3fc"", ""representative_worker"": ""W015""}, {""cluster"": 10, ""point_count"": 8, ""people"": 1, ""workers"": [""W034""], ""canonical_ids"": [""f560d8c96cc112ba""], ""representative"": ""f560d8c96cc112ba"", ""representative_worker"": ""W034""}, {""cluster"": 11, ""point_count"": 8, ""people"": 1, ""workers"": [""W018""], ""canonical_ids"": [""9660d6b44da996d0""], ""representative"": ""9660d6b44da996d0"", ""representative_worker"": ""W018""}]",
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,invalid_response_uncertainty,无效提交的具体原因为何？是否妨碍完整分布判断，而不只是几何位置分歧？,23,0.0895268154605,4,0.260869565217,计算多模式能否解释为合理标注不确定性，以及稳定多簇的语义有效性,"[{""cluster"": 1, ""point_count"": 12, ""people"": 1, ""workers"": [""W034""], ""canonical_ids"": [""36afcf88229ada00""], ""representative"": ""36afcf88229ada00"", ""representative_worker"": ""W034""}, {""cluster"": 2, ""point_count"": 12, ""people"": 1, ""workers"": [""W037""], ""canonical_ids"": [""40ac299ba105fdef""], ""representative"": ""40ac299ba105fdef"", ""representative_worker"": ""W037""}, {""cluster"": 3, ""point_count"": 14, ""people"": 2, ""workers"": [""W012"", ""W030""], ""canonical_ids"": [""1bba99ddd10d5cc3"", ""364426d6af6cf0a6""], ""representative"": ""1bba99ddd10d5cc3"", ""representative_worker"": ""W012""}, {""cluster"": 4, ""point_count"": 14, ""people"": 2, ""workers"": [""W013"", ""W014""], ""canonical_ids"": [""10617301d542a20b"", ""1a2d29b10c49284d""], ""representative"": ""10617301d542a20b"", ""representative_worker"": ""W013""}, {""cluster"": 5, ""point_count"": 14, ""people"": 7, ""workers"": [""W010"", ""W011"", ""W018"", ""W029"", ""W031"", ""W032"", ""W035""], ""canonical_ids"": [""ae0d0995727e574c"", ""ae6d6070e397641b"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""3192a4c34488ebef"", ""cd8b1dfaf95e7319""], ""representative"": ""ae6d6070e397641b"", ""representative_worker"": ""W011""}, {""cluster"": 6, ""point_count"": 14, ""people"": 1, ""workers"": [""W001""], ""canonical_ids"": [""add487ea63e9bb01""], ""representative"": ""add487ea63e9bb01"", ""representative_worker"": ""W001""}, {""cluster"": 7, ""point_count"": 16, ""people"": 6, ""workers"": [""W008"", ""W015"", ""W017"", ""W021"", ""W027"", ""W033""], ""canonical_ids"": [""ac36f041bfa78190"", ""0541cfefecf4d012"", ""1fa12b6cb64cfe27"", ""0615e35bd4e08e07"", ""a334e15731106e5e"", ""1e45c715efe04bf6""], ""representative"": ""0541cfefecf4d012"", ""representative_worker"": ""W015""}, {""cluster"": 8, ""point_count"": 16, ""people"": 1, ""workers"": [""W036""], ""canonical_ids"": [""6d05edefd05793bc""], ""representative"": ""6d05edefd05793bc"", ""representative_worker"": ""W036""}, {""cluster"": 9, ""point_count"": 16, ""people"": 1, ""workers"": [""W006""], ""canonical_ids"": [""d623e23c25ff6f17""], ""representative"": ""d623e23c25ff6f17"", ""representative_worker"": ""W006""}, {""cluster"": 10, ""point_count"": 18, ""people"": 1, ""workers"": [""W028""], ""canonical_ids"": [""ec4505b0e4744e4e""], ""representative"": ""ec4505b0e4744e4e"", ""representative_worker"": ""W028""}]",
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,invalid_response_uncertainty,无效提交的具体原因为何？是否妨碍完整分布判断，而不只是几何位置分歧？,23,0.035496312588,4,0.0434782608696,计算多模式能否解释为合理标注不确定性，以及稳定多簇的语义有效性,"[{""cluster"": 1, ""point_count"": 8, ""people"": 13, ""workers"": [""W001"", ""W002"", ""W008"", ""W012"", ""W017"", ""W018"", ""W027"", ""W028"", ""W029"", ""W030"", ""W033"", ""W034"", ""W036""], ""canonical_ids"": [""bf873396ed958402"", ""4d8dc2ea8c102fb8"", ""6787669990caab70"", ""3ad402df64a0a96d"", ""8f824b27f655df1a"", ""c2a00471a2bfd23a"", ""3e49e2f4d3cfd637"", ""5d978e819e3deb53"", ""f9cabcf7e798da81"", ""fa501f1f267f767a"", ""5b4d888cc3324e13"", ""1d36d28089de7575"", ""19e9c481bd38d47c""], ""representative"": ""4d8dc2ea8c102fb8"", ""representative_worker"": ""W002""}, {""cluster"": 2, ""point_count"": 10, ""people"": 2, ""workers"": [""W010"", ""W014""], ""canonical_ids"": [""77b417099208b338"", ""4e5ccdb484e7a3e8""], ""representative"": ""77b417099208b338"", ""representative_worker"": ""W010""}, {""cluster"": 3, ""point_count"": 12, ""people"": 2, ""workers"": [""W031"", ""W035""], ""canonical_ids"": [""5da2adcd7638310f"", ""eb266c3e12d21893""], ""representative"": ""5da2adcd7638310f"", ""representative_worker"": ""W031""}, {""cluster"": 4, ""point_count"": 16, ""people"": 5, ""workers"": [""W006"", ""W011"", ""W013"", ""W015"", ""W021""], ""canonical_ids"": [""e27edeeb62e1436c"", ""1b768d94b7e12113"", ""1fc40a12c31384b6"", ""ef6aed7c0e434e1f"", ""cd71311dec667852""], ""representative"": ""e27edeeb62e1436c"", ""representative_worker"": ""W006""}, {""cluster"": 5, ""point_count"": 18, ""people"": 1, ""workers"": [""W032""], ""canonical_ids"": [""9b8a1ae0754380a9""], ""representative"": ""9b8a1ae0754380a9"", ""representative_worker"": ""W032""}]",
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,invalid_response_uncertainty,无效提交的具体原因为何？是否妨碍完整分布判断，而不只是几何位置分歧？,19,0.0409992494907,4,0.105263157895,计算多模式能否解释为合理标注不确定性，以及稳定多簇的语义有效性,"[{""cluster"": 1, ""point_count"": 8, ""people"": 5, ""workers"": [""W006"", ""W008"", ""W029"", ""W033"", ""W035""], ""canonical_ids"": [""45ac613c561811cb4a0d"", ""e61e5cb856a564b7a01f"", ""d8cb18bc158b295d867a"", ""2e25450d5668732450c2"", ""4f87d786ffa037888bac""], ""representative"": ""e61e5cb856a564b7a01f"", ""representative_worker"": ""W008""}, {""cluster"": 2, ""point_count"": 10, ""people"": 1, ""workers"": [""W034""], ""canonical_ids"": [""12fdc91e2fd278aac0c7""], ""representative"": ""12fdc91e2fd278aac0c7"", ""representative_worker"": ""W034""}, {""cluster"": 3, ""point_count"": 12, ""people"": 2, ""workers"": [""W030"", ""W037""], ""canonical_ids"": [""7234128122016861cabd"", ""9f1b2668af9bbb8c27ab""], ""representative"": ""7234128122016861cabd"", ""representative_worker"": ""W030""}, {""cluster"": 4, ""point_count"": 20, ""people"": 2, ""workers"": [""W001"", ""W031""], ""canonical_ids"": [""6b1d44df0ab19f6b9f32"", ""955fdd77aab2e02c77b7""], ""representative"": ""6b1d44df0ab19f6b9f32"", ""representative_worker"": ""W001""}, {""cluster"": 5, ""point_count"": 24, ""people"": 8, ""workers"": [""W002"", ""W011"", ""W012"", ""W013"", ""W015"", ""W017"", ""W032"", ""W036""], ""canonical_ids"": [""464d1f8e2646f0b168b2"", ""6f392909790d7b83bad3"", ""3278b0b885357fd483ef"", ""aefffe82b59c80b70615"", ""999a08307d0cb1737ba3"", ""178ede5b2fef8ba1828e"", ""00c60f620f2c87cd54da"", ""e0e306b7d1de04330bc5""], ""representative"": ""3278b0b885357fd483ef"", ""representative_worker"": ""W012""}, {""cluster"": 6, ""point_count"": 24, ""people"": 1, ""workers"": [""W010""], ""canonical_ids"": [""6f7020870942eee83774""], ""representative"": ""6f7020870942eee83774"", ""representative_worker"": ""W010""}]",
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,invalid_response_uncertainty,无效提交的具体原因为何？是否妨碍完整分布判断，而不只是几何位置分歧？,19,0.493807408109,4,0.526315789474,计算多模式能否解释为合理标注不确定性，以及稳定多簇的语义有效性,"[{""cluster"": 1, ""point_count"": 8, ""people"": 2, ""workers"": [""W029"", ""W037""], ""canonical_ids"": [""c1f355e3e5a3282d2f96"", ""b170b2106a06bcf632e1""], ""representative"": ""c1f355e3e5a3282d2f96"", ""representative_worker"": ""W029""}, {""cluster"": 2, ""point_count"": 8, ""people"": 2, ""workers"": [""W031"", ""W034""], ""canonical_ids"": [""7f0a5c531957fa7e0f4c"", ""677314e72434fc9329f2""], ""representative"": ""7f0a5c531957fa7e0f4c"", ""representative_worker"": ""W031""}, {""cluster"": 3, ""point_count"": 8, ""people"": 1, ""workers"": [""W033""], ""canonical_ids"": [""fe979654519d4ecd7854""], ""representative"": ""fe979654519d4ecd7854"", ""representative_worker"": ""W033""}, {""cluster"": 4, ""point_count"": 8, ""people"": 1, ""workers"": [""W035""], ""canonical_ids"": [""e340e9ff963b2aad6120""], ""representative"": ""e340e9ff963b2aad6120"", ""representative_worker"": ""W035""}, {""cluster"": 5, ""point_count"": 8, ""people"": 2, ""workers"": [""W013"", ""W015""], ""canonical_ids"": [""08f1b4079da5db271b3b"", ""79d3df588918a13a39ab""], ""representative"": ""08f1b4079da5db271b3b"", ""representative_worker"": ""W013""}, {""cluster"": 6, ""point_count"": 8, ""people"": 1, ""workers"": [""W008""], ""canonical_ids"": [""72e0b2778d6bcbe5f372""], ""representative"": ""72e0b2778d6bcbe5f372"", ""representative_worker"": ""W008""}, {""cluster"": 7, ""point_count"": 8, ""people"": 3, ""workers"": [""W002"", ""W010"", ""W017""], ""canonical_ids"": [""a690aad05af6d8488499"", ""5202c07d7c7cca9f9a9c"", ""5a20c53ba5d16b5d61ff""], ""representative"": ""5a20c53ba5d16b5d61ff"", ""representative_worker"": ""W017""}, {""cluster"": 8, ""point_count"": 8, ""people"": 1, ""workers"": [""W006""], ""canonical_ids"": [""7fbd8554bc67ef1d9922""], ""representative"": ""7fbd8554bc67ef1d9922"", ""representative_worker"": ""W006""}, {""cluster"": 9, ""point_count"": 10, ""people"": 1, ""workers"": [""W036""], ""canonical_ids"": [""02902e88ff88b1d2db71""], ""representative"": ""02902e88ff88b1d2db71"", ""representative_worker"": ""W036""}, {""cluster"": 10, ""point_count"": 16, ""people"": 1, ""workers"": [""W028""], ""canonical_ids"": [""6a2c67c582a5a000346d""], ""representative"": ""6a2c67c582a5a000346d"", ""representative_worker"": ""W028""}, {""cluster"": 11, ""point_count"": 16, ""people"": 1, ""workers"": [""W030""], ""canonical_ids"": [""f89e3a22cc555d4c398a""], ""representative"": ""f89e3a22cc555d4c398a"", ""representative_worker"": ""W030""}, {""cluster"": 12, ""point_count"": 18, ""people"": 1, ""workers"": [""W011""], ""canonical_ids"": [""fd2b9ddb998c002ab336""], ""representative"": ""fd2b9ddb998c002ab336"", ""representative_worker"": ""W011""}, {""cluster"": 13, ""point_count"": 18, ""people"": 1, ""workers"": [""W032""], ""canonical_ids"": [""ae6d60e1ea8424ce2357""], ""representative"": ""ae6d60e1ea8424ce2357"", ""representative_worker"": ""W032""}, {""cluster"": 14, ""point_count"": 20, ""people"": 1, ""workers"": [""W001""], ""canonical_ids"": [""082bd5bd0d332eff07b8""], ""representative"": ""082bd5bd0d332eff07b8"", ""representative_worker"": ""W001""}]",
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,invalid_response_uncertainty,无效提交的具体原因为何？是否妨碍完整分布判断，而不只是几何位置分歧？,22,0.0504672142788,3,0.272727272727,计算多模式能否解释为合理标注不确定性，以及稳定多簇的语义有效性,"[{""cluster"": 1, ""point_count"": 12, ""people"": 4, ""workers"": [""W008"", ""W027"", ""W028"", ""W033""], ""canonical_ids"": [""d6f4f78440cb4051"", ""ceaa81c7a8f43df1"", ""d8d740c29176039f"", ""456be49bba7efbc8""], ""representative"": ""d6f4f78440cb4051"", ""representative_worker"": ""W008""}, {""cluster"": 2, ""point_count"": 12, ""people"": 1, ""workers"": [""W012""], ""canonical_ids"": [""0cf173b561edfc6a""], ""representative"": ""0cf173b561edfc6a"", ""representative_worker"": ""W012""}, {""cluster"": 3, ""point_count"": 12, ""people"": 1, ""workers"": [""W029""], ""canonical_ids"": [""3708f56ca083519c""], ""representative"": ""3708f56ca083519c"", ""representative_worker"": ""W029""}, {""cluster"": 4, ""point_count"": 14, ""people"": 9, ""workers"": [""W001"", ""W002"", ""W010"", ""W013"", ""W014"", ""W015"", ""W018"", ""W030"", ""W032""], ""canonical_ids"": [""ad4a6fc8603c57c5"", ""1eafece38b9de737"", ""015eb3a11d385beb"", ""cf8c72d40aebde80"", ""2ddd59e9074da236"", ""cfd33fbb5c8bf163"", ""29517242559725c8"", ""8f8e88f1dac7e186"", ""c0b4675e53d399c0""], ""representative"": ""1eafece38b9de737"", ""representative_worker"": ""W002""}, {""cluster"": 5, ""point_count"": 14, ""people"": 1, ""workers"": [""W034""], ""canonical_ids"": [""5bd0d7c388ee1b68""], ""representative"": ""5bd0d7c388ee1b68"", ""representative_worker"": ""W034""}, {""cluster"": 6, ""point_count"": 16, ""people"": 1, ""workers"": [""W031""], ""canonical_ids"": [""e5ed2f9df090fc85""], ""representative"": ""e5ed2f9df090fc85"", ""representative_worker"": ""W031""}, {""cluster"": 7, ""point_count"": 16, ""people"": 1, ""workers"": [""W035""], ""canonical_ids"": [""bc770062117c9834""], ""representative"": ""bc770062117c9834"", ""representative_worker"": ""W035""}, {""cluster"": 8, ""point_count"": 18, ""people"": 1, ""workers"": [""W037""], ""canonical_ids"": [""12ee1becbe448d45""], ""representative"": ""12ee1becbe448d45"", ""representative_worker"": ""W037""}, {""cluster"": 9, ""point_count"": 20, ""people"": 3, ""workers"": [""W006"", ""W011"", ""W021""], ""canonical_ids"": [""40b246a8dea46c2b"", ""fe93307d35a838b2"", ""7421f0b4dc5a2392""], ""representative"": ""40b246a8dea46c2b"", ""representative_worker"": ""W006""}]",
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,invalid_response_uncertainty,无效提交的具体原因为何？是否妨碍完整分布判断，而不只是几何位置分歧？,19,0.108076976833,3,0.263157894737,计算多模式能否解释为合理标注不确定性，以及稳定多簇的语义有效性,"[{""cluster"": 1, ""point_count"": 8, ""people"": 2, ""workers"": [""W010"", ""W011""], ""canonical_ids"": [""86fc3ae9363a9f67b104"", ""7b1866a3eeaa6930d596""], ""representative"": ""86fc3ae9363a9f67b104"", ""representative_worker"": ""W010""}, {""cluster"": 2, ""point_count"": 8, ""people"": 1, ""workers"": [""W036""], ""canonical_ids"": [""a7f6ca98246198df8a79""], ""representative"": ""a7f6ca98246198df8a79"", ""representative_worker"": ""W036""}, {""cluster"": 3, ""point_count"": 8, ""people"": 8, ""workers"": [""W001"", ""W008"", ""W013"", ""W017"", ""W028"", ""W029"", ""W033"", ""W035""], ""canonical_ids"": [""816083c4a02fed75db9a"", ""a4c50e340e62a015a85e"", ""39827a17d6d532fc4d52"", ""4ae36274a9f6a2b97a64"", ""93e9f86d9eab9e11871e"", ""029d6835bddda35f5e84"", ""077afa302e6fd9f894ce"", ""4f08770787663224f0ab""], ""representative"": ""4ae36274a9f6a2b97a64"", ""representative_worker"": ""W017""}, {""cluster"": 4, ""point_count"": 8, ""people"": 1, ""workers"": [""W037""], ""canonical_ids"": [""32e17fb3edf0dc56817f""], ""representative"": ""32e17fb3edf0dc56817f"", ""representative_worker"": ""W037""}, {""cluster"": 5, ""point_count"": 8, ""people"": 1, ""workers"": [""W006""], ""canonical_ids"": [""b505f83196ae0e6e3cc8""], ""representative"": ""b505f83196ae0e6e3cc8"", ""representative_worker"": ""W006""}, {""cluster"": 6, ""point_count"": 8, ""people"": 4, ""workers"": [""W015"", ""W031"", ""W032"", ""W034""], ""canonical_ids"": [""f1f1b71b8c500b8fdf5a"", ""a30b88572c63c71c10f3"", ""84c763a74fbfe8b41553"", ""f77e64bc8bb82e6f5f03""], ""representative"": ""84c763a74fbfe8b41553"", ""representative_worker"": ""W032""}, {""cluster"": 7, ""point_count"": 8, ""people"": 1, ""workers"": [""W012""], ""canonical_ids"": [""fdec7694d0b91e5316fe""], ""representative"": ""fdec7694d0b91e5316fe"", ""representative_worker"": ""W012""}, {""cluster"": 8, ""point_count"": 16, ""people"": 1, ""workers"": [""W030""], ""canonical_ids"": [""10c2be55dfd377d1f4ca""], ""representative"": ""10c2be55dfd377d1f4ca"", ""representative_worker"": ""W030""}]",
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,invalid_response_uncertainty,无效提交的具体原因为何？是否妨碍完整分布判断，而不只是几何位置分歧？,23,0.0445746483692,2,0.130434782609,计算多模式能否解释为合理标注不确定性，以及稳定多簇的语义有效性,"[{""cluster"": 1, ""point_count"": 8, ""people"": 17, ""workers"": [""W002"", ""W008"", ""W010"", ""W013"", ""W014"", ""W015"", ""W018"", ""W027"", ""W028"", ""W029"", ""W030"", ""W031"", ""W032"", ""W033"", ""W034"", ""W035"", ""W036""], ""canonical_ids"": [""466fc2f8ccaeae80"", ""5420c60e81d14ca8"", ""ea824f81860e40de"", ""a816c1bfd2071c13"", ""126bcb79613b3ca2"", ""30d22bced4b75549"", ""ba0a6f3ed5f52a3c"", ""b695d04bc92a557d"", ""2d2b8ab0116038fd"", ""984360ed0635b90c"", ""6068e5a1684f17bf"", ""38e5256c8a950c7d"", ""e345524837c8f249"", ""c62a0432de833f80"", ""d028cdde31b4bbe7"", ""55a9c4d4d99e81f1"", ""64b475a8d2558465""], ""representative"": ""126bcb79613b3ca2"", ""representative_worker"": ""W014""}, {""cluster"": 2, ""point_count"": 8, ""people"": 1, ""workers"": [""W012""], ""canonical_ids"": [""e5bc692f352587c0""], ""representative"": ""e5bc692f352587c0"", ""representative_worker"": ""W012""}, {""cluster"": 3, ""point_count"": 10, ""people"": 1, ""workers"": [""W001""], ""canonical_ids"": [""07c99b913f352934""], ""representative"": ""07c99b913f352934"", ""representative_worker"": ""W001""}, {""cluster"": 4, ""point_count"": 10, ""people"": 1, ""workers"": [""W037""], ""canonical_ids"": [""28935ccbb578589d""], ""representative"": ""28935ccbb578589d"", ""representative_worker"": ""W037""}, {""cluster"": 5, ""point_count"": 16, ""people"": 3, ""workers"": [""W006"", ""W011"", ""W021""], ""canonical_ids"": [""1d9605edabc41fe8"", ""f2652a9524294607"", ""31d3caf93d1b2b79""], ""representative"": ""1d9605edabc41fe8"", ""representative_worker"": ""W006""}]",
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,invalid_response_uncertainty,无效提交的具体原因为何？是否妨碍完整分布判断，而不只是几何位置分歧？,6,0.0467829540047,2,0.333333333333,计算多模式能否解释为合理标注不确定性，以及稳定多簇的语义有效性,"[{""cluster"": 1, ""point_count"": 8, ""people"": 2, ""workers"": [""W030"", ""W035""], ""canonical_ids"": [""df7008318a29295ca160"", ""5265086307bacf7df849""], ""representative"": ""df7008318a29295ca160"", ""representative_worker"": ""W030""}, {""cluster"": 2, ""point_count"": 10, ""people"": 2, ""workers"": [""W013"", ""W014""], ""canonical_ids"": [""4b06a3805f8a5aeac160"", ""4eaef6a23a48a0c79497""], ""representative"": ""4b06a3805f8a5aeac160"", ""representative_worker"": ""W013""}, {""cluster"": 3, ""point_count"": 12, ""people"": 1, ""workers"": [""W001""], ""canonical_ids"": [""72eebdfddb78a8d5da2a""], ""representative"": ""72eebdfddb78a8d5da2a"", ""representative_worker"": ""W001""}, {""cluster"": 4, ""point_count"": 12, ""people"": 1, ""workers"": [""W018""], ""canonical_ids"": [""6e436e9879b7e6c528d0""], ""representative"": ""6e436e9879b7e6c528d0"", ""representative_worker"": ""W018""}]",
