image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,method,id,worker,cluster
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,linear_common,b7ad646fe3dc3b0d378e,W008,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,linear_common,3651a92290f6ddca5577,W031,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,linear_common,17be19782ab6f1fa54ca,W034,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,spherical,b7ad646fe3dc3b0d378e,W008,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,spherical,3651a92290f6ddca5577,W031,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,spherical,17be19782ab6f1fa54ca,W034,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,solid_angle,b7ad646fe3dc3b0d378e,W008,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,solid_angle,3651a92290f6ddca5577,W031,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,solid_angle,17be19782ab6f1fa54ca,W034,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,linear_common,8bdb2a37829bea126cde,W008,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,linear_common,06925f70038be9cf6628,W031,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,linear_common,022a2edfc36f1862ff6d,W034,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,spherical,8bdb2a37829bea126cde,W008,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,spherical,06925f70038be9cf6628,W031,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,spherical,022a2edfc36f1862ff6d,W034,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,solid_angle,8bdb2a37829bea126cde,W008,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,solid_angle,06925f70038be9cf6628,W031,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,solid_angle,022a2edfc36f1862ff6d,W034,1
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,linear_common,8768c3642fee588c06f4,W011,1
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,spherical,8768c3642fee588c06f4,W011,1
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,solid_angle,8768c3642fee588c06f4,W011,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,linear_common,9ba553c8c79977374da6,W006,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,linear_common,bd14297e6f34d6705898,W010,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,linear_common,a3e7b70ed81a76c41c0f,W027,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,linear_common,98fc2a900301cecb1f95,W028,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,linear_common,d5c88ef7632f0c3ce88f,W030,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,spherical,9ba553c8c79977374da6,W006,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,spherical,bd14297e6f34d6705898,W010,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,spherical,a3e7b70ed81a76c41c0f,W027,2
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,spherical,98fc2a900301cecb1f95,W028,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,spherical,d5c88ef7632f0c3ce88f,W030,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,solid_angle,9ba553c8c79977374da6,W006,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,solid_angle,bd14297e6f34d6705898,W010,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,solid_angle,a3e7b70ed81a76c41c0f,W027,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,solid_angle,98fc2a900301cecb1f95,W028,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,solid_angle,d5c88ef7632f0c3ce88f,W030,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,9c8a68204bbf22bf,W001,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,f5958e31992e703a,W002,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,59650fcf724f11bc,W006,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,13d54802362fd649,W008,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,84b0461c974c6f08,W010,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,b36f0dc2bb36d9b6,W011,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,e43b14b1a0c01b0f,W012,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,a73527487e1ba30e,W013,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,9bf982556e9845da,W014,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,6c26d77b8fe5e104,W015,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,cbfa1db9b3b7ec4d,W017,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,b86432f92a43add3,W018,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,9130e3a10b708f2c,W021,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,2099f09dd0969482,W027,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,3040d441f80810e4,W028,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,be7a92e1f36d2292,W029,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,674ea0b8b27fa7c7,W030,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,9c964b13299f32cb,W031,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,6a317a400188cb9b,W032,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,5f9c3715d22ae336,W033,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,2c487c4855775399,W034,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,f25bd8df99652c2b,W035,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,4bfc0d70b116500c,W036,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,linear_common,922f49b7c63582f6,W037,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,9c8a68204bbf22bf,W001,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,f5958e31992e703a,W002,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,59650fcf724f11bc,W006,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,13d54802362fd649,W008,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,84b0461c974c6f08,W010,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,b36f0dc2bb36d9b6,W011,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,e43b14b1a0c01b0f,W012,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,a73527487e1ba30e,W013,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,9bf982556e9845da,W014,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,6c26d77b8fe5e104,W015,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,cbfa1db9b3b7ec4d,W017,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,b86432f92a43add3,W018,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,9130e3a10b708f2c,W021,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,2099f09dd0969482,W027,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,3040d441f80810e4,W028,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,be7a92e1f36d2292,W029,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,674ea0b8b27fa7c7,W030,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,9c964b13299f32cb,W031,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,6a317a400188cb9b,W032,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,5f9c3715d22ae336,W033,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,2c487c4855775399,W034,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,f25bd8df99652c2b,W035,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,4bfc0d70b116500c,W036,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,spherical,922f49b7c63582f6,W037,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,9c8a68204bbf22bf,W001,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,f5958e31992e703a,W002,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,59650fcf724f11bc,W006,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,13d54802362fd649,W008,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,84b0461c974c6f08,W010,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,b36f0dc2bb36d9b6,W011,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,e43b14b1a0c01b0f,W012,1
