feature,building,context,reason,available_high,available_low
corners,7y3sRwLe3Va,C1|0|manual|7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,k6_4plus2_and2plus4_not_common_supported,2,3
corners,7y3sRwLe3Va,C1|0|manual|7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,k6_4plus2_and2plus4_not_common_supported,3,2
corners,7y3sRwLe3Va,C1|0|manual|7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,k6_4plus2_and2plus4_not_common_supported,3,2
corners,B6ByNegPMKs,C1|0|manual|B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,k6_4plus2_and2plus4_not_common_supported,3,2
corners,B6ByNegPMKs,C1|0|manual|B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,k6_4plus2_and2plus4_not_common_supported,2,3
corners,B6ByNegPMKs,P1|0|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,composition_10+5_unsupported,9,10
corners,S9hNv5qa7GM,C2-B|0|manual|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,composition_10+5_unsupported,9,10
corners,UwV83HsGsw3,C1|0|manual|UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,k6_4plus2_and2plus4_not_common_supported,2,2
corners,UwV83HsGsw3,C1|0|manual|UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,k6_4plus2_and2plus4_not_common_supported,2,2
corners,UwV83HsGsw3,C1|0|manual|UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,k6_4plus2_and2plus4_not_common_supported,2,3
corners,VFuaQ6m2Qom,C2-B|0|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,composition_5+10_unsupported,10,9
corners,X7HyMhZNoso,C1|0|manual|X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,k6_4plus2_and2plus4_not_common_supported,3,2
corners,X7HyMhZNoso,C1|0|manual|X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,k6_4plus2_and2plus4_not_common_supported,3,2
corners,Z6MFQCViBuw,C1|0|manual|Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,k6_4plus2_and2plus4_not_common_supported,3,2
corners,Z6MFQCViBuw,C1|0|manual|Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,k6_4plus2_and2plus4_not_common_supported,2,3
corners,e9zR4mvMWw7,C1|0|manual|e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,k6_4plus2_and2plus4_not_common_supported,3,3
corners,jtcxE69GiFV,C2-A-RP|2|manual|jtcxE69GiFV_67790605390f4d439c3c59395967ec84,k6_4plus2_and2plus4_not_common_supported,2,2
corners,pRbA3pwrgk9,C2-B|0|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,composition_10+5_unsupported,9,10
corners,q9vSo1VnCiC,C1|0|manual|q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,k6_4plus2_and2plus4_not_common_supported,3,2
corners,q9vSo1VnCiC,C1|0|manual|q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,k6_4plus2_and2plus4_not_common_supported,2,3
