shared_flip_fraction,workers,replicate,iterations,optimizer_converged,EM_truth_error,majority_truth_error,EM_effective_target_error,role
0,3,0,61,True,0.16,0.16,0.16,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,1,33,True,0.146666666667,0.146666666667,0.146666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,2,300,False,0.256666666667,0.2,0.256666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,3,30,True,0.0666666666667,0.0666666666667,0.0666666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,4,50,True,0.186666666667,0.186666666667,0.186666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,5,13,True,0.146666666667,0.146666666667,0.146666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,6,47,True,0.14,0.14,0.14,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,7,55,True,0.136666666667,0.0733333333333,0.136666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,8,300,False,0.176666666667,0.163333333333,0.176666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,9,37,True,0.156666666667,0.156666666667,0.156666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,10,18,True,0.06,0.06,0.06,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,11,25,True,0.12,0.12,0.12,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,12,241,True,0.223333333333,0.15,0.223333333333,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,13,42,True,0.186666666667,0.186666666667,0.186666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,14,87,True,0.24,0.24,0.24,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,15,34,True,0.07,0.07,0.07,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,16,19,True,0.18,0.18,0.18,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,17,17,True,0.0966666666667,0.0966666666667,0.0966666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,18,45,True,0.146666666667,0.146666666667,0.146666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,19,31,True,0.196666666667,0.196666666667,0.196666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,20,44,True,0.2,0.2,0.2,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,21,26,True,0.0566666666667,0.0566666666667,0.0566666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,22,48,True,0.146666666667,0.146666666667,0.146666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,23,27,True,0.09,0.09,0.09,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,24,60,True,0.253333333333,0.166666666667,0.253333333333,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,25,13,True,0.0666666666667,0.0666666666667,0.0666666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,26,300,False,0.283333333333,0.216666666667,0.283333333333,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,27,52,True,0.24,0.24,0.24,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,28,47,True,0.13,0.13,0.13,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,29,34,True,0.14,0.14,0.14,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,30,80,True,0.2,0.15,0.2,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,31,37,True,0.106666666667,0.106666666667,0.106666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,32,177,True,0.25,0.186666666667,0.25,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,33,13,True,0.103333333333,0.103333333333,0.103333333333,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,34,30,True,0.15,0.15,0.15,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,35,13,True,0.07,0.07,0.07,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,36,14,True,0.0966666666667,0.0966666666667,0.0966666666667,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,37,31,True,0.06,0.06,0.06,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
0,3,38,18,True,0.103333333333,0.103333333333,0.103333333333,synthetic_assumption_demo_not_fitted_to_human_data_or_validated_worker_simulator
