schema_version,source_assignment_row_number,worker_id,task_id,planned_task_id,deployment_id,source_assignment_sha256,target_assignment_sha256,source_import_path,source_import_sha256,target_import_path,source_task_payload_sha256,source_method_contract_version,source_method_contract_sha256,target_method_contract_version,target_method_contract_sha256,source_selected_design_id,target_selected_design_id,source_selected_design_sha,target_selected_design_sha,source_design_manifest_sha256,target_design_manifest_sha256,source_task_pool_sha256,target_task_pool_sha256,source_assignment_batch_id,target_assignment_batch_id,selected_design_id,selected_design_sha,assignment_batch_id,target_import_sha256,target_task_payload_sha256
c2b_v17_to_v18_assignment_mapping_v1,1,1,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,c2b_zh,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,D:\Work\HOHONET\import_json\c2b\c2b_D8_batch_a_import_zh.json,3a30a85eb541edc6f2ab12d3999b95b989e717a4bca5870a0de08b51b67069c1,D:\Work\HOHONET\analysis_results\c2b_runtime_binding_20260806_v18_d8\planned_imports\c2b_D8_batch_a_import_zh_v18.json,8e8c58bbd413b18fd0e1a7a8d30ddbce5ea9c9203300c85d235c18f768525dc2,paper_a_method_20260802_v17,5068e08ade8d1f2013b5ed66af04761c210acf74ef522229ffd39ad8f6b17b4c,paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,D8,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,C2B_BATCH_A,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,C2B_BATCH_A,1959ff80e0844f3f95989de246d44a28f35930d1f21f4e66734e33e960655643,1186b8c1adcdccc17019f2b3a16456937dfceaafd785b6103f306bc5e6b62757
c2b_v17_to_v18_assignment_mapping_v1,2,1,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,c2b_zh,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,D:\Work\HOHONET\import_json\c2b\c2b_D8_batch_a_import_zh.json,3a30a85eb541edc6f2ab12d3999b95b989e717a4bca5870a0de08b51b67069c1,D:\Work\HOHONET\analysis_results\c2b_runtime_binding_20260806_v18_d8\planned_imports\c2b_D8_batch_a_import_zh_v18.json,6d61dbc4012a60a40c2255aa2dae9536573b6170ae7b168a0b62c6e77be5dd27,paper_a_method_20260802_v17,5068e08ade8d1f2013b5ed66af04761c210acf74ef522229ffd39ad8f6b17b4c,paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,D8,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,C2B_BATCH_A,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,C2B_BATCH_A,1959ff80e0844f3f95989de246d44a28f35930d1f21f4e66734e33e960655643,93b0bd5751a0cdfc04609ed3da0147f92cd1a5bf238de10ea96d0e7ee1ced14e
c2b_v17_to_v18_assignment_mapping_v1,3,1,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,c2b_zh,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,D:\Work\HOHONET\import_json\c2b\c2b_D8_batch_a_import_zh.json,3a30a85eb541edc6f2ab12d3999b95b989e717a4bca5870a0de08b51b67069c1,D:\Work\HOHONET\analysis_results\c2b_runtime_binding_20260806_v18_d8\planned_imports\c2b_D8_batch_a_import_zh_v18.json,78d644d982011eeb856e77fa527583429ffb21d16fef89a203c991cab5d66184,paper_a_method_20260802_v17,5068e08ade8d1f2013b5ed66af04761c210acf74ef522229ffd39ad8f6b17b4c,paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,D8,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,C2B_BATCH_A,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,C2B_BATCH_A,1959ff80e0844f3f95989de246d44a28f35930d1f21f4e66734e33e960655643,dea40cd16e5234d54f92982c8b3862fad788cc068e008cd85995c738f3768f35
c2b_v17_to_v18_assignment_mapping_v1,4,1,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,c2b_zh,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,D:\Work\HOHONET\import_json\c2b\c2b_D8_batch_a_import_zh.json,3a30a85eb541edc6f2ab12d3999b95b989e717a4bca5870a0de08b51b67069c1,D:\Work\HOHONET\analysis_results\c2b_runtime_binding_20260806_v18_d8\planned_imports\c2b_D8_batch_a_import_zh_v18.json,1e972e053bbfdc3668ea3ee99ce57e38ae58356c22b6a40c39b11eb1c454ca91,paper_a_method_20260802_v17,5068e08ade8d1f2013b5ed66af04761c210acf74ef522229ffd39ad8f6b17b4c,paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,D8,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,C2B_BATCH_A,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,C2B_BATCH_A,1959ff80e0844f3f95989de246d44a28f35930d1f21f4e66734e33e960655643,ffe9fecf0ed988fbb836ea8aa3a717fe0ebe4371b490fcd15822bf600d2eaac1
c2b_v17_to_v18_assignment_mapping_v1,5,10,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,c2b_zh,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,D:\Work\HOHONET\import_json\c2b\c2b_D8_batch_a_import_zh.json,3a30a85eb541edc6f2ab12d3999b95b989e717a4bca5870a0de08b51b67069c1,D:\Work\HOHONET\analysis_results\c2b_runtime_binding_20260806_v18_d8\planned_imports\c2b_D8_batch_a_import_zh_v18.json,8e8c58bbd413b18fd0e1a7a8d30ddbce5ea9c9203300c85d235c18f768525dc2,paper_a_method_20260802_v17,5068e08ade8d1f2013b5ed66af04761c210acf74ef522229ffd39ad8f6b17b4c,paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,D8,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,C2B_BATCH_A,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,C2B_BATCH_A,1959ff80e0844f3f95989de246d44a28f35930d1f21f4e66734e33e960655643,1186b8c1adcdccc17019f2b3a16456937dfceaafd785b6103f306bc5e6b62757
c2b_v17_to_v18_assignment_mapping_v1,6,10,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,c2b_zh,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,D:\Work\HOHONET\import_json\c2b\c2b_D8_batch_a_import_zh.json,3a30a85eb541edc6f2ab12d3999b95b989e717a4bca5870a0de08b51b67069c1,D:\Work\HOHONET\analysis_results\c2b_runtime_binding_20260806_v18_d8\planned_imports\c2b_D8_batch_a_import_zh_v18.json,6d61dbc4012a60a40c2255aa2dae9536573b6170ae7b168a0b62c6e77be5dd27,paper_a_method_20260802_v17,5068e08ade8d1f2013b5ed66af04761c210acf74ef522229ffd39ad8f6b17b4c,paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,D8,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,C2B_BATCH_A,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,C2B_BATCH_A,1959ff80e0844f3f95989de246d44a28f35930d1f21f4e66734e33e960655643,93b0bd5751a0cdfc04609ed3da0147f92cd1a5bf238de10ea96d0e7ee1ced14e
c2b_v17_to_v18_assignment_mapping_v1,7,10,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,c2b_zh,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,D:\Work\HOHONET\import_json\c2b\c2b_D8_batch_a_import_zh.json,3a30a85eb541edc6f2ab12d3999b95b989e717a4bca5870a0de08b51b67069c1,D:\Work\HOHONET\analysis_results\c2b_runtime_binding_20260806_v18_d8\planned_imports\c2b_D8_batch_a_import_zh_v18.json,78d644d982011eeb856e77fa527583429ffb21d16fef89a203c991cab5d66184,paper_a_method_20260802_v17,5068e08ade8d1f2013b5ed66af04761c210acf74ef522229ffd39ad8f6b17b4c,paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,D8,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,C2B_BATCH_A,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,C2B_BATCH_A,1959ff80e0844f3f95989de246d44a28f35930d1f21f4e66734e33e960655643,dea40cd16e5234d54f92982c8b3862fad788cc068e008cd85995c738f3768f35
c2b_v17_to_v18_assignment_mapping_v1,8,10,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,c2b_zh,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,D:\Work\HOHONET\import_json\c2b\c2b_D8_batch_a_import_zh.json,3a30a85eb541edc6f2ab12d3999b95b989e717a4bca5870a0de08b51b67069c1,D:\Work\HOHONET\analysis_results\c2b_runtime_binding_20260806_v18_d8\planned_imports\c2b_D8_batch_a_import_zh_v18.json,1e972e053bbfdc3668ea3ee99ce57e38ae58356c22b6a40c39b11eb1c454ca91,paper_a_method_20260802_v17,5068e08ade8d1f2013b5ed66af04761c210acf74ef522229ffd39ad8f6b17b4c,paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,D8,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,C2B_BATCH_A,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,C2B_BATCH_A,1959ff80e0844f3f95989de246d44a28f35930d1f21f4e66734e33e960655643,ffe9fecf0ed988fbb836ea8aa3a717fe0ebe4371b490fcd15822bf600d2eaac1
c2b_v17_to_v18_assignment_mapping_v1,9,11,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,c2b_zh,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,D:\Work\HOHONET\import_json\c2b\c2b_D8_batch_a_import_zh.json,3a30a85eb541edc6f2ab12d3999b95b989e717a4bca5870a0de08b51b67069c1,D:\Work\HOHONET\analysis_results\c2b_runtime_binding_20260806_v18_d8\planned_imports\c2b_D8_batch_a_import_zh_v18.json,8e8c58bbd413b18fd0e1a7a8d30ddbce5ea9c9203300c85d235c18f768525dc2,paper_a_method_20260802_v17,5068e08ade8d1f2013b5ed66af04761c210acf74ef522229ffd39ad8f6b17b4c,paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,D8,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,C2B_BATCH_A,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,C2B_BATCH_A,1959ff80e0844f3f95989de246d44a28f35930d1f21f4e66734e33e960655643,1186b8c1adcdccc17019f2b3a16456937dfceaafd785b6103f306bc5e6b62757
c2b_v17_to_v18_assignment_mapping_v1,10,11,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,c2b_zh,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,D:\Work\HOHONET\import_json\c2b\c2b_D8_batch_a_import_zh.json,3a30a85eb541edc6f2ab12d3999b95b989e717a4bca5870a0de08b51b67069c1,D:\Work\HOHONET\analysis_results\c2b_runtime_binding_20260806_v18_d8\planned_imports\c2b_D8_batch_a_import_zh_v18.json,6d61dbc4012a60a40c2255aa2dae9536573b6170ae7b168a0b62c6e77be5dd27,paper_a_method_20260802_v17,5068e08ade8d1f2013b5ed66af04761c210acf74ef522229ffd39ad8f6b17b4c,paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,D8,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,C2B_BATCH_A,D8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,C2B_BATCH_A,1959ff80e0844f3f95989de246d44a28f35930d1f21f4e66734e33e960655643,93b0bd5751a0cdfc04609ed3da0147f92cd1a5bf238de10ea96d0e7ee1ced14e
