image_id,building_id,split,population_role,image_url,image_url_provenance,local_image_source,room_instance_id,room_identity_status,region_class_values_json,room_mapping_status,coordinate_width,coordinate_height,model_count,reference_count,reference_floor_available,bi_equal,bi_floor,bi_band,bi_linear,bi_solid,hoho_E_floor,hoho_X_floor,historical_rows,historical_workers,historical_contexts,human_floor_mean,floor_count,human30_id,ai50_id,extended73_partitions,historical42_partitions,selection_reason,case_id,phase
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,True,0.0,,,,0.1421633975136276,0.1421633975136276,5,5,1,0.0,2.0,,,0,0,"building coverage first; human_floor_mean ascending; exploratory, not prevalence sample",V01,calibration
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.7325562616137106,,,,0.7808383290887324,0.2717697871032133,20,20,1,0.7128543707628807,6.0,,,1,0,"building coverage first; human_floor_mean descending; exploratory, not prevalence sample",V02,calibration
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/2t7WUuJeko7_7b017f053981438a9c075e599f2c5866.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,"[""11""]",region_class_only,1024,512,3,1,1,True,0.0,0.0,0.0,0.0,0.06491988028859264,0.06491988028859264,3,3,2,0.3803468932075037,2.0,,,0,0,"building coverage first; bi_floor ascending; exploratory, not prevalence sample",V03,calibration
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,"[""11""]",region_class_only,1024,512,3,1,1,False,0.8921526397638517,,,,0.6566638429811367,0.6895666630714802,9,9,2,0.04921075664207378,7.0,,,0,0,"building coverage first; bi_floor descending; exploratory, not prevalence sample",V04,calibration
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.0,0.001563284856839875,0.0019981555487242897,0.0011301205280106474,0.1163004515065943,0.1163004515065943,0,0,0,,,,,0,0,"building coverage first; bi_floor ascending; exploratory, not prevalence sample",V05,calibration
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.019288771965500495,0.005451340028345575,0.0025276610266281585,0.0034222729311017552,0.11221434359796689,0.1284421204560009,10,10,2,0.03870362305744002,3.0,,,0,0,"building coverage first; human_floor_mean ascending; exploratory, not prevalence sample",V06,expansion
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,"[""11""]",region_class_only,1024,512,3,2,1,False,,,,,,0.4151923526364304,26,26,1,0.6683587867682459,10.0,,,1,1,"building coverage first; human_floor_mean descending; exploratory, not prevalence sample",V07,expansion
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,2,True,0.0,0.0,0.0,0.0,0.016651509759114114,0.016651509759114114,26,26,1,0.060746949743917734,24.0,,,1,1,"building coverage first; bi_floor ascending; exploratory, not prevalence sample",V08,expansion
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.5901976270632732,0.10739441972561259,0.12599447201277936,0.08401432338638215,0.07876519333663368,0.6005655188519595,5,5,1,0.11934724581141642,5.0,,,0,0,"building coverage first; bi_floor descending; exploratory, not prevalence sample",V09,expansion
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,"[""11""]",region_class_only,1024,512,3,1,1,False,0.007487005208937969,0.01642540833596018,0.005569474234422556,0.01013740138082031,0.30392389686723076,0.3074381814823851,6,6,3,0.06341178935498903,5.0,,,0,0,"building coverage first; human_floor_mean ascending; exploratory, not prevalence sample",V10,expansion
