canonical_annotation_id,worker_id,image_id,building_id,context_key,current20_member,raw_export,raw_annotation_id,raw_scope,worker_scope,final_scope,final_scope_alias,final_task_id,scope_source,later_hold,axis,value,condition
9c8a68204bbf22bf,1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,scope|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,True,export_label\stage1_chinese\project-28-at-2026-07-01-07-14-56a198ba.json,4831,normal,in_scope,in_scope,normal,630,project20_scope,,scope_reject,0.0,manual
84b0461c974c6f08,10,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,scope|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,True,export_label\stage1_chinese\project-28-at-2026-07-01-07-14-56a198ba.json,3208,normal,in_scope,in_scope,normal,630,project20_scope,,scope_reject,0.0,manual
b36f0dc2bb36d9b6,11,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,scope|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,True,export_label\stage1_chinese\project-28-at-2026-07-01-07-14-56a198ba.json,3585,normal,in_scope,in_scope,normal,630,project20_scope,,scope_reject,0.0,manual
e43b14b1a0c01b0f,12,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,scope|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,True,export_label\stage1_chinese\project-28-at-2026-07-01-07-14-56a198ba.json,3471,normal,in_scope,in_scope,normal,630,project20_scope,,scope_reject,0.0,manual
a73527487e1ba30e,13,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,scope|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,True,export_label\stage1_chinese\project-28-at-2026-07-01-07-14-56a198ba.json,3376,normal,in_scope,in_scope,normal,630,project20_scope,,scope_reject,0.0,manual
9bf982556e9845da,14,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,scope|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,False,export_label\stage1_chinese\project-28-at-2026-07-01-07-14-56a198ba.json,3547,normal,in_scope,in_scope,normal,630,project20_scope,,scope_reject,0.0,manual
6c26d77b8fe5e104,15,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,scope|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,True,export_label\stage1_chinese\project-28-at-2026-07-01-07-14-56a198ba.json,3638,normal,in_scope,in_scope,normal,630,project20_scope,,scope_reject,0.0,manual
cbfa1db9b3b7ec4d,17,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,scope|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,True,export_label\stage1_chinese\project-28-at-2026-07-01-07-14-56a198ba.json,3258,normal,in_scope,in_scope,normal,630,project20_scope,,scope_reject,0.0,manual
b86432f92a43add3,18,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,scope|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,False,export_label\stage1_chinese\project-28-at-2026-07-01-07-14-56a198ba.json,4774,normal,in_scope,in_scope,normal,630,project20_scope,,scope_reject,0.0,manual
de8eb69ecb323323,19,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,scope|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,False,export_label\stage1_chinese\project-28-at-2026-07-01-07-14-56a198ba.json,4633,normal,in_scope,in_scope,normal,630,project20_scope,,scope_reject,0.0,manual
