task_id,base_task_id,worker_id,manual_semi_same_image_overlap
468,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,27,false
468,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,29,false
468,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,13,false
468,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,2,false
695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,32,false
695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,30,false
695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,1,false
695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,28,false
654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,17,false
654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,18,false
654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,14,false
654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,6,false
653,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,31,false
653,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,11,false
653,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,33,false
653,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,34,false
542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,12,false
542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,15,false
542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,35,false
542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,8,false
511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,36,false
511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,10,false
511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,27,false
511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,29,false
499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,37,false
499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,13,false
499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,2,false
499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,32,false
525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,30,false
525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,1,false
525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,28,false
525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,17,false
665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,18,false
665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,11,false
665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,34,false
665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,12,false
678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,36,false
678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,31,false
678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,33,false
678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,15,false
710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,14,false
710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,6,false
710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,35,false
710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,8,false
702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,10,false
702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,37,false
702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,27,false
702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,29,false
504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,13,false
504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,2,false
504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,32,false
504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,18,false
503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,1,false
503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,28,false
503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,17,false
503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,36,false
700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,14,false
700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,6,false
700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,31,false
700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,11,false
596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,30,false
596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,33,false
596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,34,false
596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,12,false
672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,15,false
672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,37,false
672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,27,false
672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,29,false
705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,13,false
705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,2,false
705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,32,false
705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,30,false
716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,35,false
716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,8,false
716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,10,false
716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,28,false
528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,1,false
528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,17,false
528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,18,false
528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,14,false
667,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,6,false
667,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,36,false
667,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,31,false
667,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,11,false
uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,12,false
uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,15,false
uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,35,false
uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,10,false
650,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,33,false
650,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,34,false
650,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,13,false
650,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,2,false
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,8,false
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,32,false
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,30,false
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,1,false
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,37,false
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,27,false
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,29,false
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,28,false
