candidate,condition,training_workers,actual_workers,rule,images,buildings,mean_unified,mean_stable_multi
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W029;W036,G10_geometry,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W029;W036,P_pattern,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W030;W036,D10_distribution,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W030;W036,D20_distribution,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W030;W036,G10_geometry,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W030;W036,P_pattern,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W029;W030;W035,D10_distribution,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W029;W030;W035,D20_distribution,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W029;W030;W035,G10_geometry,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W029;W030;W035,P_pattern,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W034;W035,D10_distribution,2,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W034;W035,D20_distribution,2,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W034;W035,G10_geometry,2,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W034;W035,P_pattern,2,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W034;W037,D10_distribution,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W034;W037,D20_distribution,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W034;W037,G10_geometry,1,1,0,0
local_QT,manual,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W034;W037,P_pattern,1,1,0,0
