image_id,base_task_id,task_id,building_id,source_split_allowed,future_holdout_clear,history_overlap,history_clear,scope_ready,reference_ready,feature_ready,risk_ready,leakage_clear,assignment_eligible,candidate_image_sha256,candidate_layout_sha256,risk_design_vector_A,risk_design_score_A,risk_design_stratum,risk_design_stratum_status,risk_contract_sha256,image_path,exclusion_reason,inventory_sha256,task_risk_sha256,source_split_evidence_sha256,future_holdout_evidence_sha256,history_overlap_audit_sha256,scope_registry_sha256,reference_registry_sha256,feature_manifest_sha256
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,503,7y3sRwLe3Va,false,false,true,false,false,false,true,true,true,false,ec966bfd680439ab1f64d59ab4fdd6b709587fbb9aaef77a0cb7526ba8dbda3a,8c1af47bf78091fe45c581cc10440845370c220152af446b8d1b4c931a664dc6,"[2.106657595098553,3.8219172615274304,1.3435170000659014,0.38383509899982565]",4.582294740589919,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,695,7y3sRwLe3Va,false,false,true,false,false,false,true,true,true,false,dad7a91d5124dcf34dba64effeb6059f68b49826b050fa3714ce64bb42145e4e,13b2516ac76f883842e7895ce826f938a3ee96bb287d7c0ac06cece87bf37872,"[2.2429085311294568,3.7369085530619133,0.609476254996783,0.5252009948644257]",4.431977166386585,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,587,7y3sRwLe3Va,false,false,true,false,false,false,true,true,true,false,5342be1387a5c7b0cf77747589cd0b490a2d41a1f3fe3e38cc252c365ab52fd6,352cfba999446bd86d3ee4147c24bd98b3f75007908aee582b04473e7e8a04c2,"[2.9742194755248406,5.067365666259627,2.353170465272337,0.7837079376827947]",6.3777571021790385,stress,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,511,7y3sRwLe3Va,false,false,true,false,false,false,true,true,true,false,577ee28803b86d5e00a8667aca7d3bbf0ba391aa65925ad932ddbb705b18b1b3,cf657cf0a59fc56c9bd26b45fdd655752b85dde02921d804dc5a43eaf3240196,"[2.30299007595111,4.591468920574849,1.385173306810871,0.4698729274881643]",5.3408647049351226,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,603,7y3sRwLe3Va,false,false,true,false,false,false,true,true,true,false,beaf423d5b5ec24c3fcc583ed1268e7a502c41744781f8d916e65650b379f388,cff82513b5155ae48c90f4db75acd56fc977b4fe0ee0923a84c6a9c1b867cb28,"[2.0580871693621066,3.782608516333473,1.625270013324755,0.3592801086844856]",4.616755873688843,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,698,7y3sRwLe3Va,false,false,true,false,false,false,true,true,true,false,45a118303eb2cfa34f3bb699bcae97cb05c60e061e6ac5438ece0b9dda9d0168,0e722b774d97eb98b8ac9c50635ca01963eb801802243faa760e7de781f4716d,"[2.5814539737565947,4.693156713934949,1.625270013324755,0.35206165675503526]",5.608482378196989,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,false,false,true,false,false,false,true,true,true,false,1b9dd41ec4693eb3c854826a94bc75e2360018d841031ddc6d7cd35c4c9dcd7d,17132bc0c329b46361fc0559954653d90d6cdea67a4c8927bf77a298366b9d14,"[1.5926557385130757,2.942621455562776,1.50996369481185,0.2668538961475953]",3.680594339735911,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,605,7y3sRwLe3Va,false,false,true,false,false,false,true,true,true,false,993dbaf04abb720d56e0c00163d27d34e076b0f658ae79344df5d6b97a4c4416,c90cd4d1d64234e436334a3b07209eee93cdee1ae953ba5d204a6bd02af234c1,"[1.8257945001913256,3.4892457186737555,0.609476254996783,0.352957637741057]",4.000550167371568,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,,false,false,false,true,false,false,true,false,true,false,aa0493b33d734c13106165a18310d5af291ed428bc79ec3c22cd759787a1662e,60080715ed466d6b48b5c03d35d8bf1427d23c36d92c078454d618587933d80b,"[2.862001205298818,4.656466753729222,1.625270013324755,0.38216521570825046]",5.715005371478441,,not_evaluable,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5.jpg,source_split_not_clear;future_holdout_not_clear;scope_not_in_scope;reference_not_ready;risk_not_frozen;authoritative_building_missing,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,false,false,true,false,false,false,true,true,true,false,64dcf4b257dbd513ba934e2a8e5d9c5e370c270c96ac07c6377a38e50d30c7a7,f045d9371f879e132e722441cc4f14d766badb984ca02af36a89fff4a0ca00d4,"[3.063428673541097,4.7572778201161805,1.6198644589567126,0.4481357230340251]",5.902632801326327,stress,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
