context_key,stage,block_index,image_id,condition,raw_count,old_initialization_source_kind,initialization_source_kind_corrected
C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|manual,C1,0,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,6,missing_required_initialization,manual_or_not_recorded
C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,C1,0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9|manual,C1,0,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|B6ByNegPMKs_7018ca302c584d0d85024187f3568460|manual,C1,0,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37|manual,C1,0,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,6,missing_required_initialization,manual_or_not_recorded
C1|0|UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b|manual,C1,0,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de|manual,C1,0,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,7,missing_required_initialization,manual_or_not_recorded
C1|0|X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9|manual,C1,0,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|Z6MFQCViBuw_2008e72476f84104858e908beeac0193|manual,C1,0,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|Z6MFQCViBuw_22fff6c74efb476592569c18718feb41|manual,C1,0,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d|manual,C1,0,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5|manual,C1,0,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,6,missing_required_initialization,manual_or_not_recorded
C1|0|q9vSo1VnCiC_a424533651804a38a55b1252daccc81e|manual,C1,0,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|manual,C1,0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,6,missing_required_initialization,manual_or_not_recorded
C1|0|uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62|manual,C1,0,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13|manual,C1,0,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3|manual,C1,0,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,6,missing_required_initialization,manual_or_not_recorded
C1|0|uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d|manual,C1,0,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e|manual,C1,0,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d|manual,C1,0,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,6,missing_required_initialization,manual_or_not_recorded
C1|0|wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7|manual,C1,0,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,7,missing_required_initialization,manual_or_not_recorded
C1|0|wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc|manual,C1,0,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f|manual,C1,0,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089|manual,C1,0,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,5,missing_required_initialization,manual_or_not_recorded
C1|0|yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347|manual,C1,0,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,5,missing_required_initialization,manual_or_not_recorded
