code,image_id,building,condition,N,unit,key,id_a,id_b,worker_a,worker_b,count,sphere_deg,image_px,top_max_deg,bottom_max_deg,mean_endpoint_deg,split_fixed_deg,split_cyclic_deg,split_free_deg,bound_cyclic_deg,bound_free_deg,cyclic_mapping_1based,free_mapping_1based
7y3sRwLe3Va-21,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,4,12,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,517087c6def062efa361,a25753564e8d0fb8f8d6,W033,W002,20,20.075143245687233,57.135929151263618,17.979257369401914,20.075143245687233,4.797766169017585,20.075143245687233,20.075143245687233,7.4445468734510207,20.075143245687233,7.4445468734510207,1|2|3|4|5|6|7|8|9|10,1|2|4|5|3|6|7|8|9|10
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9|manual,a68c32790d01e6b27d0d,adc213fc12f5f948aa56,W015,W033,16,26.673269021273388,75.873189823221466,25.549259265365265,26.673269021273388,6.9544429039736979,26.673269021273388,26.673269021273388,4.9560607681557229,26.673269021273388,4.9560607681557229,1|2|3|4|5|6|7|8,1|2|4|3|5|6|7|8
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9|manual,a68c32790d01e6b27d0d,c599740d3bc3761f8f39,W015,W011,16,26.40967577725652,75.139535609973336,25.309907423999157,26.40967577725652,7.1126036932605441,26.40967577725652,26.40967577725652,5.3384642256067689,26.40967577725652,5.3384642256067689,1|2|3|4|5|6|7|8,1|2|4|3|5|6|7|8
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,5,72,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4|manual,07d7b8e9b47e3b57f09b,bc31ca44876dc589ed4b,W036,W027,12,10.954170097205678,35.307104133073651,10.954170097205678,10.456863845031364,3.9806527858429703,10.954170097205678,10.954170097205678,7.6825373441430491,10.954170097205678,7.6825373441430491,1|2|3|4|5|6,1|2|4|3|5|6
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,5,72,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4|manual,23b3ba219c2ea42e2857,bc31ca44876dc589ed4b,W029,W027,12,10.954170097205678,35.307104133073651,10.954170097205678,10.456863845031364,3.9806527858429703,10.954170097205678,10.954170097205678,7.6825373441430491,10.954170097205678,7.6825373441430491,1|2|3|4|5|6,1|2|4|3|5|6
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,5,72,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4|manual,7cd383c42cfa1fb813df,bc31ca44876dc589ed4b,W028,W027,12,10.384686787480396,33.365522916708308,10.384686787480396,10.13633936523245,4.3617500387861545,10.384686787480396,10.384686787480396,7.6901830465401027,10.384686787480396,7.6901830465401027,1|2|3|4|5|6,1|2|4|3|5|6
jtcxE69GiFV-28,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,manual,4,104,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e|manual,adb6425249fda2c7f4fb,f178c36ff75fc890f24f,W036,W002,24,10.286571252036305,32.92370862401701,9.1502033774206257,10.286571252036305,3.3007013720194802,10.286571252036305,10.286571252036305,8.3668834377983146,10.286571252036305,8.3668834377983146,1|2|3|4|5|6|7|8|9|10|11|12,1|2|3|4|5|6|7|9|8|10|11|12
uNb9QFRL6hY-21,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,21,160,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9|manual,39f32d3182a9a449,c0243fb04589828e,W028,W021,12,37.404853431941618,106.53387902334073,36.377818815806215,37.404853431941618,12.742227499223965,37.404853431941618,37.404853431941618,11.771893151364594,37.404853431941618,11.771893151364594,1|2|3|4|5|6,1|2|4|3|5|6
uNb9QFRL6hY-21,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,21,160,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9|manual,39f32d3182a9a449,f4e3004912779c48,W028,W015,12,37.404853431941618,106.53387902334073,36.377818815806215,37.404853431941618,12.631131680813333,37.404853431941618,37.404853431941618,11.771893151364594,37.404853431941618,11.771893151364594,1|2|3|4|5|6,1|2|4|3|5|6
uNb9QFRL6hY-21,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,21,160,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9|manual,74051761f655b31b,a4e0cac5adec2e1e,W017,W013,12,32.500090548979621,92.567282100867502,32.500090548979621,25.989862349185366,9.50897180245871,32.500090548979621,32.500090548979621,4.5926944531719638,32.500090548979621,4.5926944531719638,1|2|3|4|5|6,1|2|4|3|5|6
uNb9QFRL6hY-21,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,21,160,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9|manual,8178591994d42ce3,a4e0cac5adec2e1e,W006,W013,12,32.500090548979621,92.567282100867502,32.500090548979621,25.989862349185366,9.50897180245871,32.500090548979621,32.500090548979621,4.5926944531719638,32.500090548979621,4.5926944531719638,1|2|3|4|5|6,1|2|4|3|5|6
wc2JMjhGNzB-46,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,6,201,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7|manual,19607f73ad540646568e,383c4d3f2da8086009f3,W017,W010,12,8.8209255125638659,25.316197691563698,8.8209255125638659,8.6437468846631411,3.5884931132015541,8.8209255125638659,8.8209255125638659,5.1986269506076495,8.8209255125638659,5.1986269506076495,1|2|3|4|5|6,1|2|3|5|4|6
wc2JMjhGNzB-46,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,6,201,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7|manual,19607f73ad540646568e,a59dbe372c746bd7a7ac,W017,W006,12,8.8209255125638659,25.316197691563698,8.8209255125638659,8.6437468846631411,3.5884931132015541,8.8209255125638659,8.8209255125638659,5.1986269506076495,8.8209255125638659,5.1986269506076495,1|2|3|4|5|6,1|2|3|5|4|6
wc2JMjhGNzB-46,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,6,201,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7|manual,19607f73ad540646568e,d0bcda333eddee24fe3c,W017,W018,12,8.8209255125638659,25.316197691563698,8.8209255125638659,8.6437468846631411,3.4541261975918185,8.8209255125638659,8.8209255125638659,5.1986269506076495,8.8209255125638659,5.1986269506076495,1|2|3|4|5|6,1|2|3|5|4|6
wc2JMjhGNzB-53,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,203,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|manual,0a79e9b207c32db39202,0ba3c33cb0e05abf58ae,W027,W029,8,104.83913294660135,459.56617965381497,104.83913294660135,99.048985084008919,69.102284194295123,104.83913294660135,5.697003819262572,5.697003819262572,5.697003819262572,5.697003819262572,2|3|4|1,2|3|4|1
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,05041d1de0c38536e6c9,0f5e3fb0af36b839fed2,W006,W028,12,30.767591752215168,87.543435424922365,29.80176647572252,30.767591752215168,11.022468418356695,30.767591752215168,30.767591752215168,7.4425208307367834,30.767591752215168,7.4425208307367834,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,05041d1de0c38536e6c9,a7cd831fc464ecea2892,W006,W035,12,28.42610020461602,81.345335003683715,27.896245236944626,28.42610020461602,10.986429351404874,28.42610020461602,28.42610020461602,6.9259812176026117,28.42610020461602,6.9259812176026117,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,05041d1de0c38536e6c9,f4fb215d725bea31d572,W006,W033,12,30.615551962343744,87.219987379536647,28.363141832038323,30.615551962343744,10.848174945076964,30.615551962343744,30.615551962343744,9.0017694604511149,30.615551962343744,9.0017694604511149,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,0f5e3fb0af36b839fed2,19571b3b0505b7a26c30,W028,W008,12,31.990443604539998,91.8861162592341,28.889802752400765,31.990443604539998,11.22934250588033,31.990443604539998,31.990443604539998,8.7021080105615205,31.990443604539998,8.7021080105615205,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,0f5e3fb0af36b839fed2,378b6a5c80d93f0bd228,W028,W017,12,30.767591752215168,87.543435424922365,29.80176647572252,30.767591752215168,10.880321276280975,30.767591752215168,30.767591752215168,7.4425208307367834,30.767591752215168,7.4425208307367834,1|2|3|4|5|6,1|2|3|5|4|6
