id,worker,key,inherited_human_links,n_top,n_bottom,dp_optima_capped2,dp_min_cost_px,source_bound_available,status
0054e620b22551b8,W015,q9vSo1VnCiC_e74e843601574864a14517f990c748a0|manual,False,4,4,1,7.907335907335721,True,conditional_unique_x_assignment
006d495cbff76f46e992,W011,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97|manual,False,4,4,1,9.7712814024080217,True,conditional_unique_x_assignment
00c60f620f2c87cd54da,W032,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|manual,False,12,12,1,4.5714285714284983,True,conditional_unique_x_assignment
00c9c0032b86bbcb,W031,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359|semi,False,5,5,1,16.369222323142992,True,conditional_unique_x_assignment
00df94cb0e7cc21280ba,W028,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8|manual,False,7,7,1,0,True,conditional_unique_x_assignment
00e1f0475f32cb49,W013,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d|manual,False,4,4,1,10.197570392692413,True,conditional_unique_x_assignment
01111484ace4b94e,W031,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|manual,False,4,4,1,1.8774522512961482,True,conditional_unique_x_assignment
012915d009824af0,W013,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a|manual,False,4,4,1,17.267110041978995,True,conditional_unique_x_assignment
013253d9bc0db4d66615,W034,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de|semi,False,4,4,1,4.8540693381605138,True,conditional_unique_x_assignment
014b4e58073b849f7ed9,W002,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|manual,False,8,8,1,0,True,conditional_unique_x_assignment
015eb3a11d385beb,W010,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|semi,False,7,7,1,3.9124210735240013,True,conditional_unique_x_assignment
01e195ec3ec5f727,W037,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384|manual,False,4,4,1,36.556898438246321,True,conditional_unique_x_assignment
0225fd516c992f7f,W033,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df|semi,False,6,6,1,5.0693632217553386,True,conditional_unique_x_assignment
022a2edfc36f1862ff6d,W034,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,False,4,4,1,17.676791561766237,True,conditional_unique_x_assignment
0256fe8a53c60eb1,W029,wc2JMjhGNzB_77962388887942148ee65c2892600e02|semi,False,4,4,1,1.4226829516185546,True,conditional_unique_x_assignment
026b9a1fe7ba6a07,W006,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|manual,False,10,10,2,45.788617886178955,False,ambiguous_horizontal_assignment
028464efb23f49f4,W036,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e|manual,False,4,4,1,9.5640070059951796,True,conditional_unique_x_assignment
0284f20459ae4153,W002,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,False,12,12,1,21.814536340851987,True,conditional_unique_x_assignment
02902e88ff88b1d2db71,W036,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,False,5,5,1,12.415258933766761,True,conditional_unique_x_assignment
02946d1a59a1cfe17aef,W033,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d|manual,False,9,9,1,24.476786735340369,True,conditional_unique_x_assignment
029d6835bddda35f5e84,W029,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e|manual,False,4,4,1,0,True,conditional_unique_x_assignment
02a6165f728512be,W036,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599|manual,False,4,4,1,7.2010954425603018,True,conditional_unique_x_assignment
02b2f811d06c0d60,W001,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283|manual,False,4,4,1,33.801941747572755,True,conditional_unique_x_assignment
02b72fbd029d4c27,W031,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65|manual,False,9,9,1,7.5721202331140773,True,conditional_unique_x_assignment
02b7a2ac25661ce54310,W035,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76|manual,False,8,8,1,10.46232439335887,True,conditional_unique_x_assignment
02be3fa1bec88b02,W002,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|semi,False,6,6,1,0,True,conditional_unique_x_assignment
02c17487f3c26175d06c,W006,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e|manual,False,4,4,1,0.38270179562579187,True,conditional_unique_x_assignment
02ff3128c678c453e095,W002,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13|semi,False,4,4,1,0,True,conditional_unique_x_assignment
0306cba337eb984110ee,W001,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d|manual,False,8,8,1,35.790291262135923,True,conditional_unique_x_assignment
0309b9293bdaeefba16c,W018,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3|manual,False,4,4,1,0,True,conditional_unique_x_assignment
031e48e6149c36f92e2b,W033,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347|semi,False,8,8,1,0,True,conditional_unique_x_assignment
03226fb095d5cf238261,W013,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257|manual,False,4,4,1,9.8309294000738845,True,conditional_unique_x_assignment
032cd152706166629e82,W034,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f|manual,False,3,3,1,21.991412904372396,True,conditional_unique_x_assignment
033e34e10addfeb4,W014,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|manual,False,4,4,1,3.9536679536680026,True,conditional_unique_x_assignment
0359bc11d268822d94fd,W017,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e|manual,False,4,4,1,6.4576576576576201,True,conditional_unique_x_assignment
036f0b79fcb891d33e1d,W028,wc2JMjhGNzB_dda6efcba51c40de8552408953719515|manual,False,4,4,1,0,True,conditional_unique_x_assignment
03a5a7938f3bceda,W028,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599|manual,False,4,4,1,2.9574103893814936,True,conditional_unique_x_assignment
03dae7081bc7d6bb,W012,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a|manual,False,4,4,1,6.2566191446025812,True,conditional_unique_x_assignment
03e01729807e10b2,W027,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,False,10,10,1,15.515151515151473,True,conditional_unique_x_assignment
03f2a945c924203b75d1,W035,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d|manual,False,4,4,1,3.5729609944803826,True,conditional_unique_x_assignment
0425a943a10eec7b,W013,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,False,4,4,1,9.0887573964496227,True,conditional_unique_x_assignment
043215a11b3c07f6,W018,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|semi,False,4,4,1,0,True,conditional_unique_x_assignment
04402852e137134a,W027,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e|manual,False,4,4,1,0,True,conditional_unique_x_assignment
046e2c37842123ec2f46,W031,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481|manual,False,6,6,1,14.545127887530867,True,conditional_unique_x_assignment
04c68d1fd4a36275,W036,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de|manual,False,4,4,1,3.5782838569354851,True,conditional_unique_x_assignment
04c900e4f73f755265b3,W029,B6ByNegPMKs_7018ca302c584d0d85024187f3568460|manual,False,4,4,1,6.3232281147758869,True,conditional_unique_x_assignment
04cce395f11e77de,W032,wc2JMjhGNzB_77962388887942148ee65c2892600e02|semi,False,4,4,1,11.881442489914974,True,conditional_unique_x_assignment
04f3914eba8431cf,W018,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23|manual,False,6,6,1,5.132832080200501,True,conditional_unique_x_assignment
05041d1de0c38536e6c9,W006,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,False,6,6,1,8.8658008658005087,True,conditional_unique_x_assignment
052be43b1dece4bd,W032,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c|semi,False,4,4,1,5.5227256910266505,True,conditional_unique_x_assignment
053bc215116bc248,W013,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|manual,False,5,5,1,14.569105691056905,True,conditional_unique_x_assignment
053bc4b35d6a7e89,W021,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|manual,False,6,6,1,15.180267752955924,True,conditional_unique_x_assignment
0541cfefecf4d012,W015,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5|manual,False,8,8,1,23.913667525855736,True,conditional_unique_x_assignment
0545d5cfd8fca3b793bc,W012,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,False,4,4,1,8.3421588594704588,True,conditional_unique_x_assignment
059397cbcdc2fd99,W028,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|semi,False,4,4,1,0,True,conditional_unique_x_assignment
05c34463f238a2c1,W034,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a|semi,False,4,4,1,15.073967238179478,True,conditional_unique_x_assignment
05d46cc3f94689c9,W015,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23|manual,False,6,6,1,8.1664081664083028,True,conditional_unique_x_assignment
05eb948b2ffa3e8a,W035,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e|manual,False,4,4,1,18.123893805309748,True,conditional_unique_x_assignment
0615e35bd4e08e07,W021,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5|manual,False,8,8,1,23.913667525855736,True,conditional_unique_x_assignment
063a04f15b4aa1089409,W015,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d|manual,False,4,4,1,5.1630252100840295,True,conditional_unique_x_assignment
063a5ec4d91eccc8b4c3,W031,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8|manual,False,5,5,1,6.9141304351084898,True,conditional_unique_x_assignment
064662f606e21c49,W036,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,False,4,4,1,12.803324112461382,True,conditional_unique_x_assignment
064762401b987f7b06e1,W033,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4|manual,False,4,4,1,6.7064894195395937,True,conditional_unique_x_assignment
0657f6415220d28c,W032,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|manual,False,8,8,1,17.954253697965612,True,conditional_unique_x_assignment
0671823b060edef4c4ef,W032,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5|manual,False,3,3,1,0,True,conditional_unique_x_assignment
06925f70038be9cf6628,W031,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,False,4,4,1,8.9710870052051632,True,conditional_unique_x_assignment
069c8d013f9ff384,W031,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a|manual,False,4,4,1,13.110349101857963,True,conditional_unique_x_assignment
06f95fe563212fba,W030,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb|oos,False,4,4,1,6.6601626016263253,True,conditional_unique_x_assignment
07295986e75ee411,W008,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e|manual,False,4,4,1,0,True,conditional_unique_x_assignment
07302c287d4b5090,W015,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282|oos,False,4,4,1,8.3027027027026179,True,conditional_unique_x_assignment
073cc94b42351b56,W002,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940|oos,False,3,3,1,8.9824561403509051,True,conditional_unique_x_assignment
07431aa4afbbf9c0c56b,W010,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2|manual,False,6,6,1,15.931937567930703,True,conditional_unique_x_assignment
075417b5f26b1723,W006,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,False,4,4,1,9.0887573964496227,True,conditional_unique_x_assignment
07747ea3bdc5ada7,W032,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940|oos,False,7,7,1,11.951568323544272,True,conditional_unique_x_assignment
