stage,condition,base_task_id,building_id,worker_id_left,worker_id_right,n_corners_left,n_corners_right,same_topology,cyclic_rmse_diagonal_normalized,measurement_note
C1,manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,11,6,8,8,True,0.13960804544071026,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,17,33,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,17,6,8,8,True,0.09047771074223698,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,33,6,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,12,13,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,12,27,12,12,True,0.10938511065763559,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,12,30,12,12,True,0.16613512216373105,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,12,31,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,12,35,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,13,27,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,13,30,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,13,31,8,8,True,0.14606682412948174,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,13,35,8,8,True,0.0037988934119095544,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,27,30,12,12,True,0.18356806484686106,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,27,31,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,27,35,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,30,31,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,30,35,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,31,35,8,8,True,0.14567400260831895,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,14,18,8,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,14,31,8,8,True,0.16264658685460914,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,14,32,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,14,34,8,8,True,0.16345030176785666,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,14,8,8,8,True,0.0011843736554937778,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,18,31,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,18,32,16,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,18,34,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,18,8,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,31,32,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,31,34,8,8,True,0.10505586528225525,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,31,8,8,8,True,0.16205415439814785,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,32,34,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,32,8,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,34,8,8,8,True,0.16345453502930224,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,1,2,20,20,True,0.15691433042560882,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,1,33,20,20,True,0.13577752109209928,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,1,34,20,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,1,37,20,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,2,33,20,20,True,0.15789894442607175,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,2,34,20,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,2,37,20,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,33,34,20,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,33,37,20,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,34,37,12,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,11,15,8,8,True,0.1294021758659548,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,11,28,8,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,11,29,8,8,True,0.1104671568824708,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,11,36,8,8,True,0.12099051745063356,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,15,28,8,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,15,29,8,8,True,0.06709332903451745,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,15,36,8,8,True,0.06691620027384677,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,28,29,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,28,36,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,29,36,8,8,True,0.0565959186878457,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,1,12,8,8,True,0.01031931758072028,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,1,2,8,8,True,0.0762743218068752,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,1,29,8,8,True,0.007868203073317662,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,1,36,8,8,True,0.1366751983187182,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,12,2,8,8,True,0.07341147714392904,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,12,29,8,8,True,0.011476790417546148,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,12,36,8,8,True,0.13191564835791467,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,2,29,8,8,True,0.07431050422223044,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,2,36,8,8,True,0.13231312504758694,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,29,36,8,8,True,0.13461432926327505,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,15,31,12,12,True,0.0398807442280157,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,15,32,12,12,True,0.06373023151567067,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,15,34,12,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,15,37,12,12,True,0.07823865352148399,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,31,32,12,12,True,0.06551606333480206,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,31,34,12,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,31,37,12,12,True,0.07987462007325759,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,32,34,12,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,32,37,12,12,True,0.039714921095755196,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,34,37,10,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,11,15,8,8,True,0.04724339878225733,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,11,33,8,8,True,0.03002976350584896,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,11,34,8,8,True,0.015493518277441717,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,11,37,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,15,33,8,8,True,0.04704102364032695,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,15,34,8,8,True,0.04650733241715849,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,15,37,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,33,34,8,8,True,0.029302245483287064,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,33,37,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,34,37,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,27,28,8,8,True,0.016120116952374745,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,27,29,8,8,True,0.009329031546065044,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,27,35,8,8,True,0.17404044081994852,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,27,36,8,8,True,0.17433801284197412,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,28,29,8,8,True,0.012250567062431881,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,28,35,8,8,True,0.17049861981118394,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,28,36,8,8,True,0.1709891146087168,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,29,35,8,8,True,0.17422970028449752,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,29,36,8,8,True,0.17456481178179548,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,35,36,8,8,True,0.003961215221452248,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13,14,8,8,True,0.0037453183520599178,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13,28,8,8,True,0.029898935013777595,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13,29,8,8,True,0.03311549705419461,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13,34,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13,35,8,8,True,0.10703080674217347,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,14,28,8,8,True,0.032254592970177604,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,14,29,8,8,True,0.03548118707481368,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,14,34,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,14,35,8,8,True,0.10826924107923985,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,28,29,8,8,True,0.008687849027913065,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,28,34,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,28,35,8,8,True,0.08782247946627994,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,29,34,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,29,35,8,8,True,0.0841615555454001,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,34,35,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,1,12,20,18,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,1,2,20,20,True,0.09280548564346744,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,1,27,20,20,True,0.025130248420430344,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,1,36,20,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,12,2,18,20,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,12,27,18,20,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,12,36,18,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,2,27,20,20,True,0.09365899782473908,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,2,36,20,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,27,36,20,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,13,14,8,8,True,0.0,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,13,18,8,8,True,0.0005214870156266883,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,13,31,8,8,True,0.023155862216997128,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,13,32,8,8,True,0.01927738581634821,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,13,34,8,8,True,0.013307863642598922,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,14,18,8,8,True,0.0005214870156266883,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,14,31,8,8,True,0.023155862216997128,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,14,32,8,8,True,0.01927738581634821,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,14,34,8,8,True,0.013307863642598922,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,18,31,8,8,True,0.023187982486782353,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,18,32,8,8,True,0.019162634025133577,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,18,34,8,8,True,0.013362356718584666,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,31,32,8,8,True,0.017688784288079126,descriptive_cyclic_rmse_not_c1_frozen_similarity
