method_contract_version,method_contract_sha256,design_manifest_sha256,c2b_summary_sha256,post_c2b_worker_profile_sha256,threshold_manifest_sha256,c2a_precision_plan_sha256,c2a_assignment_manifest_sha256,c2a_block_assignment_sha256,c2a_task_pool_sha256,round_id,block_index,worker_id,deployment_id,language_group,server_instance_id,server_url,project_id,planned_task_id,runtime_task_id,runtime_binding_status,target_component
paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,4edf5a39f38e6eb01a814dad6f728bb91be27f2162e33e3df6d4d5deffd5272c,f2a6e65c175bb9b62de55b60b74d4c8a20ae1c64f8cba38947da602a614e2729,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,d0cc5fe7ee36cfbd8ecef627709e02b46ff6bedb63ba2c164c2347187ea7a2ad,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,ea9395a033830d44b27b37f127e871bcf64037ddebeb2bda5ecedd5ebe75bae4,C2-A-RP,1,33,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,77,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,4edf5a39f38e6eb01a814dad6f728bb91be27f2162e33e3df6d4d5deffd5272c,f2a6e65c175bb9b62de55b60b74d4c8a20ae1c64f8cba38947da602a614e2729,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,d0cc5fe7ee36cfbd8ecef627709e02b46ff6bedb63ba2c164c2347187ea7a2ad,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,ea9395a033830d44b27b37f127e871bcf64037ddebeb2bda5ecedd5ebe75bae4,C2-A-RP,1,33,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,77,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,4edf5a39f38e6eb01a814dad6f728bb91be27f2162e33e3df6d4d5deffd5272c,f2a6e65c175bb9b62de55b60b74d4c8a20ae1c64f8cba38947da602a614e2729,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,d0cc5fe7ee36cfbd8ecef627709e02b46ff6bedb63ba2c164c2347187ea7a2ad,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,ea9395a033830d44b27b37f127e871bcf64037ddebeb2bda5ecedd5ebe75bae4,C2-A-RP,1,33,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,77,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,4edf5a39f38e6eb01a814dad6f728bb91be27f2162e33e3df6d4d5deffd5272c,f2a6e65c175bb9b62de55b60b74d4c8a20ae1c64f8cba38947da602a614e2729,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,d0cc5fe7ee36cfbd8ecef627709e02b46ff6bedb63ba2c164c2347187ea7a2ad,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,ea9395a033830d44b27b37f127e871bcf64037ddebeb2bda5ecedd5ebe75bae4,C2-A-RP,1,33,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,77,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,4edf5a39f38e6eb01a814dad6f728bb91be27f2162e33e3df6d4d5deffd5272c,f2a6e65c175bb9b62de55b60b74d4c8a20ae1c64f8cba38947da602a614e2729,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,d0cc5fe7ee36cfbd8ecef627709e02b46ff6bedb63ba2c164c2347187ea7a2ad,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,ea9395a033830d44b27b37f127e871bcf64037ddebeb2bda5ecedd5ebe75bae4,C2-A-RP,1,33,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,77,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,4edf5a39f38e6eb01a814dad6f728bb91be27f2162e33e3df6d4d5deffd5272c,f2a6e65c175bb9b62de55b60b74d4c8a20ae1c64f8cba38947da602a614e2729,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,d0cc5fe7ee36cfbd8ecef627709e02b46ff6bedb63ba2c164c2347187ea7a2ad,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,ea9395a033830d44b27b37f127e871bcf64037ddebeb2bda5ecedd5ebe75bae4,C2-A-RP,1,33,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,77,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,4edf5a39f38e6eb01a814dad6f728bb91be27f2162e33e3df6d4d5deffd5272c,f2a6e65c175bb9b62de55b60b74d4c8a20ae1c64f8cba38947da602a614e2729,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,d0cc5fe7ee36cfbd8ecef627709e02b46ff6bedb63ba2c164c2347187ea7a2ad,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,ea9395a033830d44b27b37f127e871bcf64037ddebeb2bda5ecedd5ebe75bae4,C2-A-RP,1,33,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,77,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,4edf5a39f38e6eb01a814dad6f728bb91be27f2162e33e3df6d4d5deffd5272c,f2a6e65c175bb9b62de55b60b74d4c8a20ae1c64f8cba38947da602a614e2729,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,d0cc5fe7ee36cfbd8ecef627709e02b46ff6bedb63ba2c164c2347187ea7a2ad,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,ea9395a033830d44b27b37f127e871bcf64037ddebeb2bda5ecedd5ebe75bae4,C2-A-RP,1,33,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,77,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,4edf5a39f38e6eb01a814dad6f728bb91be27f2162e33e3df6d4d5deffd5272c,f2a6e65c175bb9b62de55b60b74d4c8a20ae1c64f8cba38947da602a614e2729,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,d0cc5fe7ee36cfbd8ecef627709e02b46ff6bedb63ba2c164c2347187ea7a2ad,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,ea9395a033830d44b27b37f127e871bcf64037ddebeb2bda5ecedd5ebe75bae4,C2-A-RP,1,33,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,77,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260803_v18,694a3126342d7c8de4a5ed788d7ac50b2fec4f104d0b77ace0e604d078c39a87,4edf5a39f38e6eb01a814dad6f728bb91be27f2162e33e3df6d4d5deffd5272c,f2a6e65c175bb9b62de55b60b74d4c8a20ae1c64f8cba38947da602a614e2729,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,d0cc5fe7ee36cfbd8ecef627709e02b46ff6bedb63ba2c164c2347187ea7a2ad,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,7151553b9a4d7985674f5c97baa1c0473141cab8a28c3887be2f7f68ec4d4f85,ea9395a033830d44b27b37f127e871bcf64037ddebeb2bda5ecedd5ebe75bae4,C2-A-RP,1,33,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,77,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,,pending_manual_runtime_binding,risk_slope
