p1_package,p1_import_order,gt_inner_id,gt_project20_task_id,base_task_id,source,point_order,u,v,x_px,y_px
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,current_ls_gt_project20,1,0.6284375,0.25466796875,643.52,130.39
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,current_ls_gt_project20,2,0.6284375,0.84556640625,643.52,432.93
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,current_ls_gt_project20,3,0.96912109375,0.41927734375,992.38,214.67
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,current_ls_gt_project20,4,0.96912109375,0.64919921875,992.38,332.39
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,current_ls_gt_project20,5,0.04263671875,0.42060546875,43.66,215.35
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,current_ls_gt_project20,6,0.04263671875,0.64697265625,43.66,331.25
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,current_ls_gt_project20,7,0.345634765625,0.2864453125,353.93,146.66
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,current_ls_gt_project20,8,0.345634765625,0.81767578125,353.93,418.65
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,bi_layout_all_mix_full_layout,1,0.6284383535385132,0.2546742803812089,643.5208740234375,130.39323155517894
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,bi_layout_all_mix_full_layout,2,0.6284383535385132,0.8455673456192017,643.5208740234375,432.93048095703125
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,bi_layout_all_mix_full_layout,3,0.9691238403320312,0.4192679297277405,992.3828125,214.66518002060315
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,bi_layout_all_mix_full_layout,4,0.9691238403320312,0.6491926908493042,992.3828125,332.38665771484375
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,bi_layout_all_mix_full_layout,5,0.042637765407562256,0.42060191545308456,43.66107177734375,215.3481807119793
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,bi_layout_all_mix_full_layout,6,0.042637765407562256,0.6469739079475403,43.66107177734375,331.2506408691406
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,bi_layout_all_mix_full_layout,7,0.3456372320652008,0.2864362057792127,353.9325256347656,146.6553373589569
P1_manual,1,4,2488,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,bi_layout_all_mix_full_layout,8,0.3456372320652008,0.8176693320274353,353.9325256347656,418.6466979980469
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,1,0.660615234375,0.421875,676.47,216.0
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,2,0.660615234375,0.61333984375,676.47,314.03
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,3,0.724853515625,0.4094921875,742.25,209.66
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,4,0.724853515625,0.6303125,742.25,322.72
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,5,0.623193359375,0.205390625,638.15,105.16
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,6,0.623193359375,0.850625,638.15,435.52
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,7,0.6444140625,0.187421875,659.88,95.96
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,8,0.6444140625,0.86544921875,659.88,443.11
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,9,0.6815234375,0.247734375,697.88,126.84
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,10,0.6815234375,0.8133984375,697.88,416.46
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,11,0.85779296875,0.2721484375,878.38,139.34
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,12,0.85779296875,0.790234375,878.38,404.6
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,13,0.448974609375,0.36634765625,459.75,187.57
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,14,0.448974609375,0.68630859375,459.75,351.39
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,15,0.13003901170351106,0.2548764629388817,133.15994798439533,130.49674902470744
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,current_ls_gt_project20,16,0.13003901170351106,0.8036410923276983,133.15994798439533,411.46423927178154
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,1,0.5386179979840663,0.36365305357875277,551.5448299356839,186.19036343232142
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,2,0.5386179979840663,0.6896334660959164,551.5448299356839,353.0923346411092
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,3,0.6231944537190732,0.20538973969575985,638.151120608331,105.15954672422905
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,4,0.6231944537190732,0.8506343609036982,638.151120608331,435.52479278269345
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,5,0.6444180568805173,0.18742450471650585,659.8840902456498,95.961346414851
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,6,0.6444180568805173,0.86544623846612,659.8840902456498,443.10847409465345
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,7,0.6815189762979125,0.2477419265866193,697.8754317290624,126.84386641234909
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,8,0.6815189762979125,0.8134046193033526,697.8754317290624,416.46316508331654
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,9,0.8577896422257034,0.2721471462050802,878.3765936391203,139.33933885700105
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,10,0.8577896422257034,0.7902387522352812,878.3765936391203,404.60224114446396
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,11,0.20067283128539648,0.3725447524802651,205.488979236246,190.74291326989572
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,12,0.20067283128539648,0.6785885675418379,205.488979236246,347.437346581421
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,13,0.28531909040144954,0.3697807551825355,292.1667485710843,189.32774665345818
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,14,0.28531909040144954,0.6820464122749015,292.1667485710843,349.20776308474956
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,15,0.3492285473905875,0.227815309961318,357.6100325279616,116.64143870019481
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,16,0.3492285473905875,0.8313565418545235,357.6100325279616,425.654549429516
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,17,0.44897451533315,0.36634710719875213,459.7499037011456,187.5697188857611
P1_manual,2,12,2496,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bi_layout_all_mix_full_layout,18,0.44897451533315,0.6863112295655276,459.7499037011456,351.3913495375501
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,current_ls_gt_project20,1,0.57677734375,0.40427734375,590.62,206.99
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,current_ls_gt_project20,2,0.57677734375,0.63861328125,590.62,326.97
