method_contract_version,method_contract_sha256,design_manifest_sha256,c2b_summary_sha256,post_c2b_worker_profile_sha256,threshold_manifest_sha256,c2a_precision_plan_sha256,c2a_assignment_manifest_sha256,c2a_block_assignment_sha256,c2a_task_pool_sha256,round_id,block_index,worker_id,deployment_id,language_group,server_instance_id,server_url,project_id,planned_task_id,runtime_task_id,runtime_binding_status,target_component
paper_a_method_20260811_v22,1aa447e48edfdcf3b2c61a304a7ae37e69c9cb1bfdc1b09ec0acf952a1ac899f,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,a98ba1cce4c63f7b5688d38cffb5cc991b97bb0138322d5affc0398cb4723bdf,5da997a97a68a272d44c171873f055b1c3e85dcb25dfd258c28dbe0474878d66,438f2ae05355a04469dc246361e807d1f4ab0e6db34fc6a31ab2fb20dd059eef,6181202ec56dc8262c655fbd83ecc33a9092977486871ca1ee1c3110a915d981,C2-A-RP,2,1,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,79,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260811_v22,1aa447e48edfdcf3b2c61a304a7ae37e69c9cb1bfdc1b09ec0acf952a1ac899f,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,a98ba1cce4c63f7b5688d38cffb5cc991b97bb0138322d5affc0398cb4723bdf,5da997a97a68a272d44c171873f055b1c3e85dcb25dfd258c28dbe0474878d66,438f2ae05355a04469dc246361e807d1f4ab0e6db34fc6a31ab2fb20dd059eef,6181202ec56dc8262c655fbd83ecc33a9092977486871ca1ee1c3110a915d981,C2-A-RP,2,1,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,79,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260811_v22,1aa447e48edfdcf3b2c61a304a7ae37e69c9cb1bfdc1b09ec0acf952a1ac899f,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,a98ba1cce4c63f7b5688d38cffb5cc991b97bb0138322d5affc0398cb4723bdf,5da997a97a68a272d44c171873f055b1c3e85dcb25dfd258c28dbe0474878d66,438f2ae05355a04469dc246361e807d1f4ab0e6db34fc6a31ab2fb20dd059eef,6181202ec56dc8262c655fbd83ecc33a9092977486871ca1ee1c3110a915d981,C2-A-RP,2,10,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,79,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260811_v22,1aa447e48edfdcf3b2c61a304a7ae37e69c9cb1bfdc1b09ec0acf952a1ac899f,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,a98ba1cce4c63f7b5688d38cffb5cc991b97bb0138322d5affc0398cb4723bdf,5da997a97a68a272d44c171873f055b1c3e85dcb25dfd258c28dbe0474878d66,438f2ae05355a04469dc246361e807d1f4ab0e6db34fc6a31ab2fb20dd059eef,6181202ec56dc8262c655fbd83ecc33a9092977486871ca1ee1c3110a915d981,C2-A-RP,2,10,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,79,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260811_v22,1aa447e48edfdcf3b2c61a304a7ae37e69c9cb1bfdc1b09ec0acf952a1ac899f,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,a98ba1cce4c63f7b5688d38cffb5cc991b97bb0138322d5affc0398cb4723bdf,5da997a97a68a272d44c171873f055b1c3e85dcb25dfd258c28dbe0474878d66,438f2ae05355a04469dc246361e807d1f4ab0e6db34fc6a31ab2fb20dd059eef,6181202ec56dc8262c655fbd83ecc33a9092977486871ca1ee1c3110a915d981,C2-A-RP,2,11,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,79,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260811_v22,1aa447e48edfdcf3b2c61a304a7ae37e69c9cb1bfdc1b09ec0acf952a1ac899f,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,a98ba1cce4c63f7b5688d38cffb5cc991b97bb0138322d5affc0398cb4723bdf,5da997a97a68a272d44c171873f055b1c3e85dcb25dfd258c28dbe0474878d66,438f2ae05355a04469dc246361e807d1f4ab0e6db34fc6a31ab2fb20dd059eef,6181202ec56dc8262c655fbd83ecc33a9092977486871ca1ee1c3110a915d981,C2-A-RP,2,11,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,79,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260811_v22,1aa447e48edfdcf3b2c61a304a7ae37e69c9cb1bfdc1b09ec0acf952a1ac899f,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,a98ba1cce4c63f7b5688d38cffb5cc991b97bb0138322d5affc0398cb4723bdf,5da997a97a68a272d44c171873f055b1c3e85dcb25dfd258c28dbe0474878d66,438f2ae05355a04469dc246361e807d1f4ab0e6db34fc6a31ab2fb20dd059eef,6181202ec56dc8262c655fbd83ecc33a9092977486871ca1ee1c3110a915d981,C2-A-RP,2,12,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,79,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260811_v22,1aa447e48edfdcf3b2c61a304a7ae37e69c9cb1bfdc1b09ec0acf952a1ac899f,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,a98ba1cce4c63f7b5688d38cffb5cc991b97bb0138322d5affc0398cb4723bdf,5da997a97a68a272d44c171873f055b1c3e85dcb25dfd258c28dbe0474878d66,438f2ae05355a04469dc246361e807d1f4ab0e6db34fc6a31ab2fb20dd059eef,6181202ec56dc8262c655fbd83ecc33a9092977486871ca1ee1c3110a915d981,C2-A-RP,2,12,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,79,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260811_v22,1aa447e48edfdcf3b2c61a304a7ae37e69c9cb1bfdc1b09ec0acf952a1ac899f,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,a98ba1cce4c63f7b5688d38cffb5cc991b97bb0138322d5affc0398cb4723bdf,5da997a97a68a272d44c171873f055b1c3e85dcb25dfd258c28dbe0474878d66,438f2ae05355a04469dc246361e807d1f4ab0e6db34fc6a31ab2fb20dd059eef,6181202ec56dc8262c655fbd83ecc33a9092977486871ca1ee1c3110a915d981,C2-A-RP,2,13,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,79,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,,pending_manual_runtime_binding,risk_slope
paper_a_method_20260811_v22,1aa447e48edfdcf3b2c61a304a7ae37e69c9cb1bfdc1b09ec0acf952a1ac899f,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,66f2b0e72d9d75e6ecfce4d8e7d1b89eac85cb61875769b7c31261d4042c4c79,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,a98ba1cce4c63f7b5688d38cffb5cc991b97bb0138322d5affc0398cb4723bdf,5da997a97a68a272d44c171873f055b1c3e85dcb25dfd258c28dbe0474878d66,438f2ae05355a04469dc246361e807d1f4ab0e6db34fc6a31ab2fb20dd059eef,6181202ec56dc8262c655fbd83ecc33a9092977486871ca1ee1c3110a915d981,C2-A-RP,2,13,c2b_zh,Chinese,labelstudio_http_175_178_71_217,http://175.178.71.217:8000,79,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,,pending_manual_runtime_binding,risk_slope
