round_id,planned_project_name,project_id,ls_runtime_task_id,planned_inner_id,task_code,task_id,base_task_id,dataset_group,condition,worker_id,annotation_id,response_hash,source_export_sha256,annotation_version_id,canonical_annotation_id,active_time,active_time_source,active_time_match_status,primary_active_time_eligible,sensitivity_active_time_eligible,geometry_hash,n_corners,parse_error,planned_mapping_status,runtime_binding_status,assigned_expected,appears_in_internal_distribution,outside_assignment_submission,missing_submission,duplicate_worker_task_submission,independence_status,independence_audit_status,independence_audit_reason,independence_audit_source,independence_audit_source_sha256,independence_audit_snapshot_path,independence_audit_snapshot_sha256,independence_audit_identity,parent_annotation_id,parent_owner_id,parent_same_task,parent_cross_owner,parent_precedes,parent_geometry_hash_match,parent_derived,copy_risk_status,source_export,raw_canonical_annotation_id,duplicate_annotation_ids,duplicate_group_size,duplicate_geometry_type,duplicate_review_status,duplicate_decision,process_disposition,timing_disposition,reviewed_by,reviewed_at,selected_response_hash,selected_source_export_sha256,active_time_source_file,active_time_session_count,active_time_event_count,unassigned_active_time_seconds,unknown_annotation_event_count,unknown_annotation_session_count,known_unknown_oscillation_flag,unassigned_audit_present,unassigned_active_time_exclusion_reason,active_time_integrity_status,system_collection_issue,active_time_exclusion_reason,audit_only,reserve_realized_submission,failure_attribution,incident_id,incident_evidence_status,worker_caused_structural_failure,policy_failure,external_system_failure,structural_failure_evaluable,worker_reliability_eligible
C1,C1_anchor_all,66,3182,1,A-001,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,manual,27,5817,87b7708c93768aa1ce19a77d82e82aa9e843fd2b78dc8da5316a8c4fce29e13d,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,4da9a65005c50fc33e1f218f,0f006ad814591f20f1d7,448.71500000000003,lead_time_fallback,missing,false,true,594740a61839aa51ae856725a93b5c8f26aea09524b99a2502e6cb4b62474438,8,,planned_import_order,bound_from_export_and_planned_mapping,true,true,false,false,false,not_evaluable,not_evaluable,missing_or_unresolved_independence_audit,,,,,66|3182|27|5817,,,,,,,,,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,5817,,1,single,not_required,,,,,,,,,0,0,59.0,3,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,not_evaluable,,not_evaluable,false,false,false,false,false
C1,C1_anchor_all,66,3182,1,A-001,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,manual,28,5763,fcafb50b599418f384752d2a30d41a25a40a0984642d47db6f299a52d7c264cd,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,95393206eda24b49c34ba5b7,a5582527e1e55759fca4,178.975,lead_time_fallback,missing,false,true,dfc4eedca682d99fb8ffdd0a856ffa5c00695e328331990146f93d7f8099ca7f,8,,planned_import_order,bound_from_export_and_planned_mapping,true,true,false,false,false,not_evaluable,not_evaluable,missing_or_unresolved_independence_audit,,,,,66|3182|28|5763,,,,,,,,,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,5763,,1,single,not_required,,,,,,,,,0,0,9.0,3,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,not_evaluable,,not_evaluable,false,false,false,false,false
C1,C1_anchor_all,66,3182,1,A-001,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,manual,29,6359,2bdac840c1e331c5afbf959d6a842cff26292aec288cc7b05cbc788e57bb2485,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,11fdf22258a870ccc4cc1d40,ddc38d03eaf0ed686dbe,266.194,lead_time_fallback,missing,false,true,4100a563f6f25d5bf0b57efc047cd3b4b67d457fce5ec40c34378d4caaa06556,8,,planned_import_order,bound_from_export_and_planned_mapping,true,true,false,false,false,not_evaluable,not_evaluable,missing_or_unresolved_independence_audit,,,,,66|3182|29|6359,,,,,,,,,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,6359,,1,single,not_required,,,,,,,,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,not_evaluable,,not_evaluable,false,false,false,false,false
C1,C1_anchor_all,66,3182,1,A-001,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,manual,30,5998,8611b7d69a8d2994d3e7388287bcf064381d58d2b0614d044511df8be103cb8a,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,85851824a297be05624b2ab6,762aad63d41c0473582f,200.773,lead_time_fallback,missing,false,true,428086b921cdafdfbf61f3af5489de9b8cf501d2da673c12c8fe49565e9e1dd4,8,,planned_import_order,bound_from_export_and_planned_mapping,true,true,false,false,false,not_evaluable,not_evaluable,missing_or_unresolved_independence_audit,,,,,66|3182|30|5998,,,,,,,,,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,5998,,1,single,not_required,,,,,,,,,0,0,48.0,5,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,not_evaluable,,not_evaluable,false,false,false,false,false
C1,C1_anchor_all,66,3182,1,A-001,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,manual,31,5934,fda780b9da62665b0277549da508db9fa32a3dec5825c20a56e6cc77b4e3c808,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,adf645e871be6f61dc9dc5d1,944fc693a5243b08b5ee,184.994,lead_time_fallback,missing,false,true,e374a3002b5491c3c2e615160c4b49599f9b223fc950212a13ea7466fbd76f71,8,,planned_import_order,bound_from_export_and_planned_mapping,true,true,false,false,false,not_evaluable,not_evaluable,missing_or_unresolved_independence_audit,,,,,66|3182|31|5934,,,,,,,,,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,5934,,1,single,not_required,,,,,,,,,0,0,70.0,9,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,not_evaluable,,not_evaluable,false,false,false,false,false
C1,C1_anchor_all,66,3182,1,A-001,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,manual,32,6347,02915ff57cda8869886e1c7d1cd396f6bfa0934f55827a9a59511ff13ce90220,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,4efe79aa6b759284e42200d9,d37f314fba3b67c55956,267.398,lead_time_fallback,missing,false,true,e3135e7f28247e76b5ef8ae3b690ae1945c7051b1cc749424c723e15596dbb95,8,,planned_import_order,bound_from_export_and_planned_mapping,true,true,false,false,false,not_evaluable,not_evaluable,missing_or_unresolved_independence_audit,,,,,66|3182|32|6347,,,,,,,,,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,6347,,1,single,not_required,,,,,,,,,0,0,70.0,10,3,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,not_evaluable,,not_evaluable,false,false,false,false,false
C1,C1_anchor_all,66,3182,1,A-001,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,manual,33,5762,7f40a8c54243cc3c5b3be4d034d4511c1869ae8cc26cd048f9a4ac3ec38b5650,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f5ec207a2200730ccf75e898,9e082eaf47377454a352,921.478,lead_time_fallback,missing,false,true,646d58aac5214660d9307cf9e473aa34af373384b38050aab02f5018b2ac880e,8,,planned_import_order,bound_from_export_and_planned_mapping,true,true,false,false,false,not_evaluable,not_evaluable,missing_or_unresolved_independence_audit,,,,,66|3182|33|5762,,,,,,,,,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,5762,,1,single,not_required,,,,,,,,,0,0,1.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,not_evaluable,,not_evaluable,false,false,false,false,false
C1,C1_anchor_all,66,3182,1,A-001,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,manual,34,5875,5e57e9f96aa0a40a10f332d1d1b4350257a05a0f3141689508c2edd560f0b024,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,7b173462554fd6453d2a8da5,779f777343654b55ad95,149.289,lead_time_fallback,missing,false,true,4fb23e6aa675b6b796d81a650b29b374fdf8ff4c850611c5af0facb3bb1e983d,8,,planned_import_order,bound_from_export_and_planned_mapping,true,true,false,false,false,not_evaluable,not_evaluable,missing_or_unresolved_independence_audit,,,,,66|3182|34|5875,,,,,,,,,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,5875,,1,single,not_required,,,,,,,,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,not_evaluable,,not_evaluable,false,false,false,false,false
C1,C1_anchor_all,66,3182,1,A-001,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,manual,35,5921,b4b8f6fe3c120bafa1b9bbe529a645c80f254a32a7fb5dc54e8e706afa560ddd,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,5c06804a7f262765fcdab631,3e053dc275632e30f220,163.673,lead_time_fallback,missing,false,true,5ede85049e0bd62d9bd6655428daa588348f7df2b6f1421548ef8af47ce16d78,8,,planned_import_order,bound_from_export_and_planned_mapping,true,true,false,false,false,not_evaluable,not_evaluable,missing_or_unresolved_independence_audit,,,,,66|3182|35|5921,,,,,,,,,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,5921,,1,single,not_required,,,,,,,,,0,0,27.0,5,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,not_evaluable,,not_evaluable,false,false,false,false,false
C1,C1_anchor_all,66,3182,1,A-001,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,manual,36,5861,8a12c7769b250f953c0fc7bc011110c97269a7281f439e60ed96db1b746f6204,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,30a15264a29f6983a75c5e94,beebb1979f052693f701,2178.514,lead_time_fallback,missing,false,true,8b16c098e1eb59c925e72c4439b4edc0b91307c9241e24615f22ac1aa4a7ee7b,8,,planned_import_order,bound_from_export_and_planned_mapping,true,true,false,false,false,not_evaluable,not_evaluable,missing_or_unresolved_independence_audit,,,,,66|3182|36|5861,,,,,,,,,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,5861,,1,single,not_required,,,,,,,,,0,0,569.0,12,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,not_evaluable,,not_evaluable,false,false,false,false,false
