active_time,active_time_match_status,annotation_id,annotation_version_id,geometry_hash,lead_time_seconds,n_corners,project_id,response_hash,round_id,source_export,source_export_sha256,task_id,worker_id,ls_runtime_task_id,base_task_id,dataset_group,duplicate_group_type,current_review_status,manual_review_required
175.91000000000003,fallback_annotation_missing_task_level_ambiguous,6043,535e2e90d7f3a35f64a44296,6f0bcd7b834eda0f48bce5b49bd2e56158c700b84fbddbc2df08e94df6533ab9,175.91000000000003,8,66,a56c192917229bb4f45130223bab440508d037221686f47ba0413795e3d3202f,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,474,34,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,distinct_ids_exact_match,pending,true
176.97800000000004,fallback_annotation_missing_task_level_ambiguous,6044,b46fbd29d39892345513c4b8,6f0bcd7b834eda0f48bce5b49bd2e56158c700b84fbddbc2df08e94df6533ab9,176.97800000000004,8,66,a56c192917229bb4f45130223bab440508d037221686f47ba0413795e3d3202f,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,474,34,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,distinct_ids_exact_match,pending,true
267.953,fallback_annotation_missing_task_level_ambiguous,6051,fe4e510f5f1ded637c909c51,f97d9bed3cc8c6401b84b1434d6d8dff618dc71118862a6ad0066d36ace43fe3,267.953,8,66,78b394bd438236dc49cbfedad2439c4def548dd106146568f1a60b0c0d3000fb,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,557,34,3192,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,suspected_revision,pending,true
116.923,fallback_annotation_missing_task_level_ambiguous,6052,60f7bf5e631aeaf0814e45ce,f0c56e8a5690e4488c546c59a07ecbc2c8eb6d0e60a756da9c4386145aac9579,116.923,8,66,9df4083fda19b92d0ae70b91bfdcbb1636337ef1c43c2f38768c3b3960e03714,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,557,34,3192,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,suspected_revision,pending,true
116.652,fallback_annotation_missing_task_level_ambiguous,6053,ed6f53c3196fc168e6e1ac09,f0c56e8a5690e4488c546c59a07ecbc2c8eb6d0e60a756da9c4386145aac9579,116.652,8,66,9df4083fda19b92d0ae70b91bfdcbb1636337ef1c43c2f38768c3b3960e03714,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,557,34,3192,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,suspected_revision,pending,true
95.339,fallback_annotation_missing_task_level_ambiguous,6077,640d14c16b409bcbfe6ce3d3,d820222e05fe641a42a8495752ff6c04101750d08c04c5658e97b32a20b78fdd,95.339,8,68,f923835a3548e77901604d03ed3d8ec55e4942375f45a5baa50209fbb703aaf5,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\30d67f4f6d44_project-68-at-2026-07-23-11-48-58fa3be4.json,30d67f4f6d44be3f27c344993a268688ee11c24a8672f1b911c9efb14035842d,596,34,3284,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,distinct_ids_exact_match,pending,true
95.534,fallback_annotation_missing_task_level_ambiguous,6078,9a18a8d156c2b1e767a8398d,d820222e05fe641a42a8495752ff6c04101750d08c04c5658e97b32a20b78fdd,95.534,8,68,f923835a3548e77901604d03ed3d8ec55e4942375f45a5baa50209fbb703aaf5,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\30d67f4f6d44_project-68-at-2026-07-23-11-48-58fa3be4.json,30d67f4f6d44be3f27c344993a268688ee11c24a8672f1b911c9efb14035842d,596,34,3284,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,distinct_ids_exact_match,pending,true
95.548,fallback_annotation_missing_task_level_ambiguous,6079,1d5cfa85aa8256348e7e0dd3,d820222e05fe641a42a8495752ff6c04101750d08c04c5658e97b32a20b78fdd,95.548,8,68,f923835a3548e77901604d03ed3d8ec55e4942375f45a5baa50209fbb703aaf5,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\30d67f4f6d44_project-68-at-2026-07-23-11-48-58fa3be4.json,30d67f4f6d44be3f27c344993a268688ee11c24a8672f1b911c9efb14035842d,596,34,3284,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,distinct_ids_exact_match,pending,true
40.174,fallback_annotation_missing_task_level_ambiguous,6314,5985b6e7e6569c2acff067c7,1abb544f6c4d16202e49edb337384337528abacbbcc075aa17db184b34b39e3f,40.174,12,71,60fb144d945e5e8de8a3731c783116ce4a157aa04f44d482c3537b6512803241,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\3487402b2e6c_project-71-at-2026-07-23-17-22-45ab62d2.json,3487402b2e6c87c47b819661f8ef26de1989aa0d027806adc38bf61408f360e2,602,1,3332,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,Calibration_core,suspected_revision,pending,true
38.201,fallback_annotation_missing_task_level_ambiguous,6331,20bbc89502a02090b0197f07,89712d7e8acc125f357fc8356b1933f8e7f8a16e6d8ed11cfa00094892f6944e,38.201,12,71,27fdff5f1f43bd1114e0eef43f4f3bbf8b4d45ae3f3d453fad62ae324bd670ea,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\3487402b2e6c_project-71-at-2026-07-23-17-22-45ab62d2.json,3487402b2e6c87c47b819661f8ef26de1989aa0d027806adc38bf61408f360e2,602,1,3332,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,Calibration_core,suspected_revision,pending,true
0.1,fallback_annotation_missing_task_level_ambiguous,6413,87e4dc35813319133beef576,,0.1,0,71,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\3487402b2e6c_project-71-at-2026-07-23-17-22-45ab62d2.json,3487402b2e6c87c47b819661f8ef26de1989aa0d027806adc38bf61408f360e2,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,11,3370,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,Calibration_core,suspected_revision,pending,true
314.599,fallback_annotation_missing_task_level_ambiguous,6414,b9b9ea6f0ac9f549920e77ff,9c19e6d45732f94fd11eb69ff9b198081d452c1f59c653e5c4cb5fe2acb6c75c,314.599,14,71,93eb3fc6e88370f0c9607b605a0c0378275d788edbbb4a554d2d965695c787f2,C1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\3487402b2e6c_project-71-at-2026-07-23-17-22-45ab62d2.json,3487402b2e6c87c47b819661f8ef26de1989aa0d027806adc38bf61408f360e2,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,11,3370,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,Calibration_core,suspected_revision,pending,true
