building,stratum,feature,baseline,grid,inner_rps,n_local_training,train_class_counts,algorithm,pca,alpha,k
2t7WUuJeko7,厨房与用餐,dinov3__block11__panorama_local16,global,0,2.566835632933362e-12,8,"[8, 0, 0]",ridge,0,100.0,0
2t7WUuJeko7,厨房与用餐,dinov3__block11__panorama_local16,global,4,2.566835632933362e-12,8,"[8, 0, 0]",knn,0,0.0,1
2t7WUuJeko7,厨房与用餐,dinov3__block11__panorama_local16,coarse,0,2.566835632933362e-12,8,"[8, 0, 0]",ridge,0,100.0,0
2t7WUuJeko7,厨房与用餐,dinov3__block11__panorama_local16,coarse,4,2.566835632933362e-12,8,"[8, 0, 0]",knn,0,0.0,1
2t7WUuJeko7,厨房与用餐,dinov3__block11__panorama_local16,main,0,2.566835632933362e-12,8,"[8, 0, 0]",ridge,0,100.0,0
2t7WUuJeko7,厨房与用餐,dinov3__block11__panorama_local16,main,4,2.566835632933362e-12,8,"[8, 0, 0]",knn,0,0.0,1
7y3sRwLe3Va,开放复合空间,dinov3__block11__panorama_local16,global,1,inf,0,"[0, 0, 0]",ridge,0,10.0,0
7y3sRwLe3Va,开放复合空间,dinov3__block11__panorama_local16,global,4,inf,0,"[0, 0, 0]",knn,0,0.0,1
7y3sRwLe3Va,开放复合空间,dinov3__block11__panorama_local16,coarse,1,inf,0,"[0, 0, 0]",ridge,0,10.0,0
7y3sRwLe3Va,开放复合空间,dinov3__block11__panorama_local16,coarse,4,inf,0,"[0, 0, 0]",knn,0,0.0,1
7y3sRwLe3Va,开放复合空间,dinov3__block11__panorama_local16,main,1,inf,0,"[0, 0, 0]",ridge,0,10.0,0
7y3sRwLe3Va,开放复合空间,dinov3__block11__panorama_local16,main,4,inf,0,"[0, 0, 0]",knn,0,0.0,1
B6ByNegPMKs,通行与连接,dinov3__block11__panorama_local16,global,1,inf,0,"[0, 0, 0]",ridge,0,10.0,0
B6ByNegPMKs,通行与连接,dinov3__block11__panorama_local16,global,4,inf,0,"[0, 0, 0]",knn,0,0.0,1
B6ByNegPMKs,通行与连接,dinov3__block11__panorama_local16,coarse,1,inf,0,"[0, 0, 0]",ridge,0,10.0,0
B6ByNegPMKs,通行与连接,dinov3__block11__panorama_local16,coarse,4,inf,0,"[0, 0, 0]",knn,0,0.0,1
B6ByNegPMKs,通行与连接,dinov3__block11__panorama_local16,main,1,inf,0,"[0, 0, 0]",ridge,0,10.0,0
B6ByNegPMKs,通行与连接,dinov3__block11__panorama_local16,main,4,inf,0,"[0, 0, 0]",knn,0,0.0,1
S9hNv5qa7GM,卧室,dinov3__block11__panorama_local16,global,7,0.16320300102233887,28,"[18, 10, 0]",ridge,16,100.0,0
S9hNv5qa7GM,卧室,dinov3__block11__panorama_local16,global,6,0.20499970018863678,28,"[18, 10, 0]",knn,0,0.0,5
S9hNv5qa7GM,卧室,dinov3__block11__panorama_local16,coarse,7,0.16320300102233887,28,"[18, 10, 0]",ridge,16,100.0,0
S9hNv5qa7GM,卧室,dinov3__block11__panorama_local16,coarse,6,0.20499970018863678,28,"[18, 10, 0]",knn,0,0.0,5
S9hNv5qa7GM,卧室,dinov3__block11__panorama_local16,main,7,0.16320300102233887,28,"[18, 10, 0]",ridge,16,100.0,0
S9hNv5qa7GM,卧室,dinov3__block11__panorama_local16,main,6,0.20499970018863678,28,"[18, 10, 0]",knn,0,0.0,5
VFuaQ6m2Qom,卫浴,dinov3__block11__panorama_local16,global,3,0.15810814499855042,16,"[0, 6, 10]",ridge,0,0.1,0
VFuaQ6m2Qom,卫浴,dinov3__block11__panorama_local16,global,6,0.1774999052286148,16,"[0, 6, 10]",knn,0,0.0,5
VFuaQ6m2Qom,卫浴,dinov3__block11__panorama_local16,coarse,3,0.15810814499855042,16,"[0, 6, 10]",ridge,0,0.1,0
VFuaQ6m2Qom,卫浴,dinov3__block11__panorama_local16,coarse,6,0.1774999052286148,16,"[0, 6, 10]",knn,0,0.0,5
VFuaQ6m2Qom,卫浴,dinov3__block11__panorama_local16,main,3,0.15810814499855042,16,"[0, 6, 10]",ridge,0,0.1,0
VFuaQ6m2Qom,卫浴,dinov3__block11__panorama_local16,main,6,0.1774999052286148,16,"[0, 6, 10]",knn,0,0.0,5
Z6MFQCViBuw,厨房与用餐,dinov3__block11__panorama_local16,global,3,0.2390478402376175,9,"[6, 3, 0]",ridge,0,0.1,0
Z6MFQCViBuw,厨房与用餐,dinov3__block11__panorama_local16,global,4,0.22222143411636353,9,"[6, 3, 0]",knn,0,0.0,1
Z6MFQCViBuw,厨房与用餐,dinov3__block11__panorama_local16,coarse,3,0.2390478402376175,9,"[6, 3, 0]",ridge,0,0.1,0
Z6MFQCViBuw,厨房与用餐,dinov3__block11__panorama_local16,coarse,4,0.22222143411636353,9,"[6, 3, 0]",knn,0,0.0,1
Z6MFQCViBuw,厨房与用餐,dinov3__block11__panorama_local16,main,3,0.21112999320030212,9,"[6, 3, 0]",ridge,0,0.1,0
Z6MFQCViBuw,厨房与用餐,dinov3__block11__panorama_local16,main,4,0.19217856228351593,9,"[6, 3, 0]",knn,0,0.0,1
e9zR4mvMWw7,卧室,dinov3__block11__panorama_local16,global,7,0.15932483971118927,27,"[17, 10, 0]",ridge,16,100.0,0
e9zR4mvMWw7,卧室,dinov3__block11__panorama_local16,global,13,0.15851831436157227,27,"[17, 10, 0]",knn,16,0.0,5
e9zR4mvMWw7,卧室,dinov3__block11__panorama_local16,coarse,7,0.15932483971118927,27,"[17, 10, 0]",ridge,16,100.0,0
e9zR4mvMWw7,卧室,dinov3__block11__panorama_local16,coarse,13,0.15851831436157227,27,"[17, 10, 0]",knn,16,0.0,5
e9zR4mvMWw7,卧室,dinov3__block11__panorama_local16,main,7,0.15932483971118927,27,"[17, 10, 0]",ridge,16,100.0,0
e9zR4mvMWw7,卧室,dinov3__block11__panorama_local16,main,13,0.15851831436157227,27,"[17, 10, 0]",knn,16,0.0,5
e9zR4mvMWw7,复合／待定,dinov3__block11__panorama_local16,global,1,inf,3,"[3, 0, 0]",ridge,0,10.0,0
e9zR4mvMWw7,复合／待定,dinov3__block11__panorama_local16,global,4,inf,3,"[3, 0, 0]",knn,0,0.0,1
e9zR4mvMWw7,复合／待定,dinov3__block11__panorama_local16,coarse,1,inf,3,"[3, 0, 0]",ridge,0,10.0,0
e9zR4mvMWw7,复合／待定,dinov3__block11__panorama_local16,coarse,4,inf,3,"[3, 0, 0]",knn,0,0.0,1
e9zR4mvMWw7,复合／待定,dinov3__block11__panorama_local16,main,1,inf,3,"[3, 0, 0]",ridge,0,10.0,0
e9zR4mvMWw7,复合／待定,dinov3__block11__panorama_local16,main,4,inf,3,"[3, 0, 0]",knn,0,0.0,1
jtcxE69GiFV,卧室,dinov3__block11__panorama_local16,global,7,0.10439407080411911,28,"[23, 5, 0]",ridge,16,100.0,0
jtcxE69GiFV,卧室,dinov3__block11__panorama_local16,global,13,0.10428543388843536,28,"[23, 5, 0]",knn,16,0.0,5
jtcxE69GiFV,卧室,dinov3__block11__panorama_local16,coarse,7,0.10439407080411911,28,"[23, 5, 0]",ridge,16,100.0,0
jtcxE69GiFV,卧室,dinov3__block11__panorama_local16,coarse,13,0.10428543388843536,28,"[23, 5, 0]",knn,16,0.0,5
jtcxE69GiFV,卧室,dinov3__block11__panorama_local16,main,7,0.10439407080411911,28,"[23, 5, 0]",ridge,16,100.0,0
jtcxE69GiFV,卧室,dinov3__block11__panorama_local16,main,13,0.10428543388843536,28,"[23, 5, 0]",knn,16,0.0,5
pa4otMbVnkk,起居与休闲,dinov3__block11__panorama_local16,global,1,inf,11,"[0, 11, 0]",ridge,0,10.0,0
pa4otMbVnkk,起居与休闲,dinov3__block11__panorama_local16,global,4,inf,11,"[0, 11, 0]",knn,0,0.0,1
pa4otMbVnkk,起居与休闲,dinov3__block11__panorama_local16,coarse,1,inf,11,"[0, 11, 0]",ridge,0,10.0,0
pa4otMbVnkk,起居与休闲,dinov3__block11__panorama_local16,coarse,4,inf,11,"[0, 11, 0]",knn,0,0.0,1
pa4otMbVnkk,起居与休闲,dinov3__block11__panorama_local16,main,1,inf,11,"[0, 11, 0]",ridge,0,10.0,0
pa4otMbVnkk,起居与休闲,dinov3__block11__panorama_local16,main,4,inf,11,"[0, 11, 0]",knn,0,0.0,1
rPc6DW4iMge,卧室,dinov3__block11__panorama_local16,global,0,0.15843619406223297,30,"[20, 10, 0]",ridge,0,100.0,0
rPc6DW4iMge,卧室,dinov3__block11__panorama_local16,global,6,0.1693330556154251,30,"[20, 10, 0]",knn,0,0.0,5
