image_id,worker_id,canonical_annotation_id,initialization_geometry_hash,initialization_source_kind,reference_type,historical_checkpoint_status,trace_status
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W001,babc4e1b7d60b5ce,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W010,1106d9b3309125ae,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W011,b11846422ee8df2c,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W012,38972f7a8ac6e59e,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W013,e13f31dcfeca786f,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W014,c98ff21fd3ac34dc,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W015,ed7c1f77254fbb2a,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W017,f9d6980bfc9259bd,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W018,dee69b2b7ab15827,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W002,6d3c8739804e5920,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W021,d46ea988f490ef0f,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W027,243708573fc746f4,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W028,843ee33e6df34cd4,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W029,618e8cec7d276f9c,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W030,c0d2a3ea11db107a,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W031,5ff7ca831e9c5ad8,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W032,b8541e4707e39e94,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W033,4d2388c60747a53d,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W034,1bbc73c77d272720,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W035,c4bc31bc73053a93,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W036,e2305061fc73b67a,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W037,e805d3344d24834a,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W006,3d27ec416166fb40,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W008,8a6c9350ded9f505,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W001,8ded0001dfe26e8d,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W010,21dc98163be065c0,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W011,6c4eb5c014ae5538,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W012,e7ac757b87291eaa,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W013,a5152b786b6b4257,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W014,7c839cd20c00cf4d,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W015,59a06a020567d554,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W017,09357be7fb68e08a,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W018,98eadb4d0d25287d,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W002,185f571fb1f1fa61,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W021,726df974bcd4c84b,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W027,6999db3ebf3ef330,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W028,cd3a2f4a0e0ad07e,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W029,2d656d0b379aca23,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W030,272f8ef889915150,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W031,55e7158552d3913a,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W032,8426a252a40fabd5,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W033,7a24ac2a83e02abb,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W034,a97df3618c618b1a,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W035,b62a4df9e1645fe7,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W036,43fca0253b1b4fff,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W037,717840fe8221eba6,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W006,932e34e76a7b2bd3,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W008,d90afb940106a139,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,trap_natural,final_gold,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_75327de9719945aa8b893a6404667884,W001,b21b9e1bc1f9748c,3378cee4b4ceb55760b1814f9dd0c90c99a23568c63cf13633e295c915dc39b5,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_75327de9719945aa8b893a6404667884,W010,dd75ae13e342b2e4,3378cee4b4ceb55760b1814f9dd0c90c99a23568c63cf13633e295c915dc39b5,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_75327de9719945aa8b893a6404667884,W011,5945adbef25e9e2d,3378cee4b4ceb55760b1814f9dd0c90c99a23568c63cf13633e295c915dc39b5,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_75327de9719945aa8b893a6404667884,W012,4b34ab7cdc3ff32b,3378cee4b4ceb55760b1814f9dd0c90c99a23568c63cf13633e295c915dc39b5,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_75327de9719945aa8b893a6404667884,W013,ee2a23d20aaa38a2,3378cee4b4ceb55760b1814f9dd0c90c99a23568c63cf13633e295c915dc39b5,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
B6ByNegPMKs_75327de9719945aa8b893a6404667884,W014,a10636e431b96e35,3378cee4b4ceb55760b1814f9dd0c90c99a23568c63cf13633e295c915dc39b5,trap_synthetic_disjoint_source,synthetic_source_gt,not_bound_to_exact_checkpoint,all_matching
