image_id,count_hohonet,count_yaw_range_hohonet,hohonet_fallback_phases,rotation_hohonet,rotation_ulayout,gap_hohonet_ulayout
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,8,0,0,0.00207463813294,0.000472579749522,0.0219863909905
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,8,0,0,0.00249029367479,0.000584263660481,0.0132559685714
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,8,0,0,0.00218454108154,0.000604383440682,0.0259566155984
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,8,0,0,0.00443750692001,0.00255597895346,0.0465820865488
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,8,0,0,0.00233865913285,0.000327653859149,0.0125752396343
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,12,0,0,0.00251231635384,0.00102946831444,0.0143914619411
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,12,0,0,0.00394439329584,0.000500222499811,0.0368571581127
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,20,0,0,0.00765691908321,0.00147256836984,0.0824255774579
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,12,4,0,0.00425773190708,0.00066170029066,0.0177569918716
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,16,0,0,0.00356919192041,0.00113245401493,0.0165236849618
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,16,0,0,0.00412865929498,0.00081166035375,0.0443840305499
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,8,0,0,0.00253320978257,0.000381628974453,0.0251379611867
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,12,0,0,0.00312604852038,0.00050438342632,0.0174460109036
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,12,0,0,0.00564244863879,0.00219360467367,0.07294785114
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,16,4,0,0.0058576724871,0.00222423734409,0.0607300128896
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,8,0,0,0.00614712733046,0.00215676768181,0.0712537012416
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,12,0,0,0.00276041250855,0.000907682305266,0.0169006397114
B6ByNegPMKs_75327de9719945aa8b893a6404667884,8,0,0,0.00294273722848,0.00305524245423,0.0490728060909
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,12,0,0,0.00323151362772,0.0015028441917,0.0133177588033
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,12,0,0,0.00353523757411,0.00112564485656,0.0241652089317
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,8,0,0,0.00377263569262,0.000996115056116,0.0681008199309
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,20,0,0,0.00393086497744,0.00105300807306,0.0297826454474
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,8,0,0,0.00322320190559,0.00112169247838,0.032500984391
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,8,0,0,0.00481212083379,0.00200385801882,0.0796852360587
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,8,0,0,0.00309142965697,0.000873213180805,0.0273825121796
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,8,0,0,0.00196456168357,0.000568973682881,0.019388450207
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,12,0,0,0.00279038635545,0.000657450711276,0.0423569769597
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,8,0,0,0.00952026420403,0.00494177752975,0.181084520307
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,8,0,0,0.00260451727334,0.00061653723982,0.0303004854988
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,12,0,0,0.00305122206236,0.000539109737449,0.0215260317845
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,8,0,0,0.00456963253314,0.000889538037783,0.0395985343376
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,8,0,0,0.00266141398551,0.000669457665743,0.0199600455088
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,8,0,0,0.00343526357544,0.00149864587149,0.0843010379986
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,12,0,0,0.00294591244329,0.000915312400232,0.0305331920654
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,20,0,0,0.00545744397236,0.00228977914451,0.0660824268751
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,24,0,0,0.00671850697218,0.00219039930308,0.0865201677746
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,20,0,0,0.00542056210865,0.00127540463845,0.0397264622884
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,12,0,0,0.00274450083944,0.000705196059319,0.0307322934468
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,12,0,0,0.00341871643222,0.000550531407043,0.013757837232
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,12,0,0,0.0035097480532,0.000640133234399,0.0352883055034
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,8,0,0,0.00221598282341,0.000380313038032,0.0170383223259
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,12,0,0,0.00309799530695,0.000447152654742,0.0207107136991
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,20,0,0,0.00348069601794,0.000882106603063,0.0280820377874
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,12,0,0,0.0028500269924,0.000438005302928,0.0222280028715
