context_key,observed_current20,floor_current20,workers_json,floor_workers_json
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,4,4,"[""6"", ""10"", ""28"", ""30""]","[""6"", ""10"", ""28"", ""30""]"
C1|0|7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e|manual,5,0,"[""6"", ""10"", ""11"", ""17"", ""33""]",[]
C1|0|7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e|manual,5,3,"[""12"", ""13"", ""30"", ""31"", ""35""]","[""12"", ""13"", ""35""]"
C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|manual,4,3,"[""8"", ""31"", ""32"", ""34""]","[""31"", ""32"", ""34""]"
C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|semi,4,4,"[""6"", ""11"", ""33"", ""36""]","[""6"", ""11"", ""33"", ""36""]"
C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,5,1,"[""1"", ""2"", ""33"", ""34"", ""37""]","[""34""]"
C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|semi,4,3,"[""8"", ""10"", ""15"", ""35""]","[""8"", ""10"", ""15""]"
C1|0|7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e|manual,5,3,"[""11"", ""15"", ""28"", ""29"", ""36""]","[""11"", ""28"", ""29""]"
C1|0|7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b|manual,5,4,"[""1"", ""2"", ""12"", ""29"", ""36""]","[""1"", ""2"", ""12"", ""29""]"
C1|0|7y3sRwLe3Va_fdab6422162e49db822a37178ab70481|manual,5,2,"[""15"", ""31"", ""32"", ""34"", ""37""]","[""15"", ""34""]"
C1|0|B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9|manual,5,2,"[""11"", ""15"", ""33"", ""34"", ""37""]","[""11"", ""34""]"
C1|0|B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9|semi,4,4,"[""2"", ""13"", ""29"", ""35""]","[""2"", ""13"", ""29"", ""35""]"
C1|0|B6ByNegPMKs_7018ca302c584d0d85024187f3568460|manual,4,2,"[""28"", ""29"", ""35"", ""36""]","[""28"", ""29""]"
C1|0|B6ByNegPMKs_7018ca302c584d0d85024187f3568460|semi,4,4,"[""1"", ""2"", ""30"", ""32""]","[""1"", ""2"", ""30"", ""32""]"
C1|0|B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37|manual,5,3,"[""13"", ""28"", ""29"", ""34"", ""35""]","[""13"", ""28"", ""29""]"
C1|0|B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37|semi,3,3,"[""8"", ""10"", ""37""]","[""8"", ""10"", ""37""]"
C1|0|B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b|manual,4,2,"[""1"", ""2"", ""12"", ""36""]","[""1"", ""2""]"
C1|0|B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5|manual,4,2,"[""13"", ""31"", ""32"", ""34""]","[""13"", ""34""]"
C1|0|B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6|manual,5,4,"[""6"", ""8"", ""10"", ""17"", ""30""]","[""6"", ""8"", ""10"", ""17""]"
