partition_id,reported,found,matches,raw_only
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,23,23,True,0
extended73|C1|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,23,23,True,0
extended73|C1|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,23,23,True,0
extended73|C1|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,23,23,True,0
extended73|C1|manual|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,0,0,True,0
extended73|C1|manual|uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,23,23,True,0
extended73|C1|manual|uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,23,23,True,0
extended73|C1|manual|uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,0,0,True,0
extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,23,23,True,0
extended73|C1|manual|wc2JMjhGNzB_dda6efcba51c40de8552408953719515,23,23,True,0
extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,23,23,True,0
extended73|C1|manual|yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,0,0,True,0
extended73|C2-B|manual|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,19,19,True,0
extended73|C2-B|manual|S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,20,20,True,0
extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,19,19,True,0
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,19,19,True,0
extended73|P1|manual|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,25,25,True,0
extended73|P1|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,25,25,True,0
extended73|P1|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,24,24,True,0
extended73|P1|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,25,25,True,0
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,24,24,True,0
extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,24,24,True,0
extended73|P1|manual|X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,25,25,True,0
extended73|P1|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,0,0,True,0
extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,24,24,True,0
extended73|P1|manual|q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,24,24,True,0
extended73|P1|manual|q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,0,0,True,0
extended73|P1|manual|q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,25,25,True,0
extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0,25,25,True,0
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,25,25,True,0
extended73|P1|manual|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,25,25,True,0
extended73|P1|manual|rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,25,25,True,0
