canonical_annotation_id,image_id,worker_id,raw_condition,assistance_exposure,unassisted_manual_included,calculation_included,processing_status,raw_point_count,effective_point_count,imputed_point,confirmation_source,condition,main_worker,raw_odd,reviewed_repair,valid,reason,historical_scope_status,reference_scope_status,scope_choice
1870bb9b73b8e731,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W001,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
95c53ad8a5a96289,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W010,oos,none,True,True,unchanged,12,12,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
255bcfbc04e42564,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W011,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
9e238cb62af7d82e,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W012,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
dcf84084e2f4a4bf,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W013,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
85ae90c2f81b66df,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W014,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
c345eac5108fcf77,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W015,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
db928628d69b3f0a,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W017,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
4785d000f2625c42,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W018,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
dc2410f47b0ae7f6,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W002,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
e5a17929a8d3ddab,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W021,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
03e01729807e10b2,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W027,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
8cd45265d79ac735,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W028,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
f7889df0393772a8,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W029,oos,none,True,True,unchanged,16,16,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
42cd5a13d2ad90e1,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W030,oos,none,True,True,unchanged,18,18,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
8044ecb0849dfec0,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W031,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
31ba2b8e12c0dae4,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W032,oos,none,True,True,unchanged,22,22,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
8ada6a2e55916c35,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W033,oos,none,True,True,unchanged,16,16,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
5dec5e1874a7a054,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W034,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
b66bb9496c68e5be,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W035,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
9f069c3bb68abdf2,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W036,oos,none,True,True,unchanged,12,12,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
60bba1fdafe4c9bd,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W037,oos,none,True,True,unchanged,14,14,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
62350f1ba1f6f629,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W006,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
ced04aaa4e1efa7e,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W008,oos,none,True,True,unchanged,20,20,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
a800c13498de5044,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W001,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
82fb1dbda549df08,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W010,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
b2e72f1eccfff1ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W011,oos,none,True,True,unchanged,14,14,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
a3ab6a5900bc68ec,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W012,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
0425a943a10eec7b,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W013,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
58c295ccb812be32,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W014,oos,none,True,True,unchanged,14,14,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
27dbf5c9cdf792b8,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W015,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
3aa0bf741c4b39c3,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W017,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
bf04983c0e9d6481,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W018,oos,none,True,True,unchanged,16,16,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
2cb026abc8f06cca,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W002,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
c16f76b61a0c2732,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W021,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
1c503eddee825845,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W027,oos,none,True,True,unchanged,12,12,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
4646bfc46dc3b9ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W028,oos,none,True,True,unchanged,16,16,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
bba1f0de8ac71831,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W029,oos,none,True,True,unchanged,8,8,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
925ff212fc8d9104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W030,oos,none,True,True,unchanged,12,12,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
32eaa5e855ae90ee,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W031,oos,none,True,True,unchanged,10,10,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,in_scope
628f11c0e0520639,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W032,oos,none,True,True,unchanged,16,16,False,,oos_geometry,True,False,False,True,,planned_oos_lane,oos,oos
