dataset_group,dataset_group_source,export_dataset_group,project_version,task_id,title,image_url,export_project_id,export_source_file,export_source_path,export_init_type,export_is_anchor,export_has_expert_ref,condition,runtime_condition_source,annotator_id,active_time,active_time_source,active_time_source_file,active_time_project_ids,active_time_match_status,active_time_session_count,active_time_event_count,active_time_page_gate_reasons,active_time_page_gate_sources,active_time_script_versions,active_time_page_gate_ineligible_event_count,active_time_location_paths,active_time_route_task_ids,active_time_dom_task_ids,active_time_store_task_ids,active_time_store_match_statuses,active_time_store_mismatch_event_count,active_time_labeling_root_missing_event_count,active_time_editor_missing_event_count,active_time_main_view_missing_event_count,lead_time_seconds,iou,iou_manual,iou_corner,rmse_px,layout_2d_iou,layout_3d_iou,layout_depth_rmse,layout_delta1,layout_used,layout_gate_reason,reliability_used,reliability_gate_reason,pointwise_rmse_px,pointwise_rmse_used,pointwise_best_shift,pointwise_gate_reason,boundary_mse,boundary_rmse_px,pred_n_points,pred_n_pairs,pred_pair_coverage,pred_odd_points,ann_n_points,ann_n_pairs,ann_pair_coverage,ann_odd_points,pairing_warning,pairing_failure_reason,boundary_method_used,consensus_uid,iou_to_consensus,consensus_uid_loo,iou_to_consensus_loo,iou_to_others_median,quality,scope,difficulty,model_issue,tool_issue,scope_filled,difficulty_filled,difficulty_has_trivial,difficulty_conflict,model_issue_required,model_issue_filled,model_issue_has_acceptable,model_issue_conflict,model_issue_missing_required,has_model_issue,model_issue_types,model_issue_primary,scope_missing,difficulty_missing,model_issue_missing,difficulty_conflict_v2,model_issue_conflict_v2,is_oos,is_occlusion,is_fail,is_residual,is_normal,n_corners,has_manual_poly,task_scope_n_total,task_scope_n_in_scope,task_scope_n_oos,task_scope_n_unknown,task_scope_oos_rate,task_scope_unknown_rate,task_scope_majority,task_scope_is_mixed,task_scope_has_unknown,analysis_role
C2A_RP_BLOCK2,cli_argument,C2-A-RP,paper_a_method_20260811_v23,3533,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_64ba4f267872432abdcb00af002649d5.jpg,84,c2a_rp_block2_gt_bound_export.json,D:\Work\HOHONET\analysis_results\c2a_rp_block2_reestimate_20260817_v2\c2a_rp_block2_gt_bound_export.json,,,,semi,derived_from_prediction_presence,1,197.0,log,active_times_2026-08-13.jsonl,84,project+task+annotator,1,8,eligible,url.query.task;dom.lsf-root_mode_labeling;dom.lsf-editor;dom.lsf-main-view;dom.lsf-current-task__task-id;store.task.audit,c2plus_task_worker_active_time_20260802_v2,0,/projects/84/data,3533,3533,3533,matches_route,0,0,0,0,194.247,0.9359515588714632,,0.9359515588714632,12.321536476584177,,,,,False,out_of_scope,False,oos_or_unknown,,False,,n_pairs_mismatch,819.2835693359375,28.62312997098566,10,5,1.0,False,20,10,1.0,False,False,,connect,,,,,,low_quality;occlusion;oos_insufficient,oos_insufficient,occlusion;low_quality,,,True,True,False,False,True,False,False,False,True,False,,,False,False,True,False,False,True,True,False,False,False,20,False,1,0,1,0,1.0,0.0,oos,False,False,performance
C2A_RP_BLOCK2,cli_argument,C2-A-RP,paper_a_method_20260811_v23,3534,jtcxE69GiFV_67790605390f4d439c3c59395967ec84.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_67790605390f4d439c3c59395967ec84.jpg,84,c2a_rp_block2_gt_bound_export.json,D:\Work\HOHONET\analysis_results\c2a_rp_block2_reestimate_20260817_v2\c2a_rp_block2_gt_bound_export.json,,,,semi,derived_from_prediction_presence,1,211.0,log,active_times_2026-08-13.jsonl;active_times_2026-08-14.jsonl,84,project+task+annotator,1,11,eligible,url.query.task;dom.lsf-root_mode_labeling;dom.lsf-editor;dom.lsf-main-view;dom.lsf-current-task__task-id;store.task.audit,c2plus_task_worker_active_time_20260802_v2,0,/projects/84/data,3534,3534,3534,matches_route,0,0,0,0,182.144,0.7048083425335908,,0.7048083425335908,35.4215213176765,,,,,False,out_of_scope,False,oos_or_unknown,,False,,n_pairs_mismatch,4679.078125,68.40378735859586,16,8,1.0,False,24,12,1.0,False,False,,connect,,,,,,low_quality;occlusion;oos_insufficient,oos_insufficient,occlusion;low_quality,,,True,True,False,False,True,False,False,False,True,False,,,False,False,True,False,False,True,True,False,False,False,24,False,1,0,1,0,1.0,0.0,oos,False,False,performance
C2A_RP_BLOCK2,cli_argument,C2-A-RP,paper_a_method_20260811_v23,3535,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.jpg,84,c2a_rp_block2_gt_bound_export.json,D:\Work\HOHONET\analysis_results\c2a_rp_block2_reestimate_20260817_v2\c2a_rp_block2_gt_bound_export.json,,,,semi,derived_from_prediction_presence,10,118.0,log,active_times_2026-08-12.jsonl,84,project+task+annotator,1,7,eligible,url.query.task;dom.lsf-root_mode_labeling;dom.lsf-editor;dom.lsf-main-view;dom.lsf-current-task__task-id;store.task.audit,c2plus_task_worker_active_time_20260802_v2,0,/projects/84/data,3535,3535,3535,matches_route,0,0,0,0,110.061,0.9534601869317054,,0.9534601869317054,10.647645877662967,0.8529881816125613,0.833945380614718,0.13660591840744019,0.9958400726318359,True,,False,excluded_from_consensus,13.436646048447134,True,0,,102.2098159790039,10.109887040862716,12,6,1.0,False,12,6,1.0,False,False,,connect,,,,,,normal;occlusion,normal,occlusion,,,True,True,False,False,True,False,False,False,True,False,,,False,False,True,False,False,False,True,False,False,True,12,False,1,1,0,0,0.0,0.0,in_scope,False,False,performance
C2A_RP_BLOCK2,cli_argument,C2-A-RP,paper_a_method_20260811_v23,3536,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.jpg,84,c2a_rp_block2_gt_bound_export.json,D:\Work\HOHONET\analysis_results\c2a_rp_block2_reestimate_20260817_v2\c2a_rp_block2_gt_bound_export.json,,,,semi,derived_from_prediction_presence,10,84.0,log,active_times_2026-08-12.jsonl,84,project+task+annotator,1,4,eligible,url.query.task;dom.lsf-root_mode_labeling;dom.lsf-editor;dom.lsf-main-view;dom.lsf-current-task__task-id;store.task.audit,c2plus_task_worker_active_time_20260802_v2,0,/projects/84/data,3536,3536,3536,matches_route,0,0,0,0,83.574,0.9149232001558798,,0.9149232001558798,9.187129616783235,0.8327397659809866,0.8130668547759702,0.19325797259807587,0.9790573120117188,True,,False,excluded_from_consensus,,False,,n_pairs_mismatch,175.7105712890625,13.255586418150745,28,14,1.0,False,8,4,1.0,False,False,,connect,,,,,,normal;trivial,normal,trivial,,,True,True,True,False,True,False,False,False,True,False,,,False,False,True,False,False,False,False,False,False,True,8,False,1,1,0,0,0.0,0.0,in_scope,False,False,performance
C2A_RP_BLOCK2,cli_argument,C2-A-RP,paper_a_method_20260811_v23,3537,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e.jpg,84,c2a_rp_block2_gt_bound_export.json,D:\Work\HOHONET\analysis_results\c2a_rp_block2_reestimate_20260817_v2\c2a_rp_block2_gt_bound_export.json,,,,semi,derived_from_prediction_presence,11,179.0,log,active_times_2026-08-12.jsonl,84,project+task+annotator,1,7,eligible,url.query.task;dom.lsf-root_mode_labeling;dom.lsf-editor;dom.lsf-main-view;dom.lsf-current-task__task-id;store.task.audit,c2plus_task_worker_active_time_20260802_v2,0,/projects/84/data,3537,3537,3537,matches_route,0,0,0,0,295.629,0.7492919178230709,,0.7492919178230709,45.911665530250964,0.7380467321533628,0.7328929021568001,0.23244713246822357,0.8910732269287109,True,,False,excluded_from_consensus,45.797570683047695,True,0,,903.1959228515625,30.053218177951635,8,4,1.0,False,8,4,1.0,False,False,,connect,,,,,,normal;occlusion,normal,occlusion,,,True,True,False,False,True,False,False,False,True,False,,,False,False,True,False,False,False,True,False,False,True,8,False,1,1,0,0,0.0,0.0,in_scope,False,False,performance
C2A_RP_BLOCK2,cli_argument,C2-A-RP,paper_a_method_20260811_v23,3538,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec.jpg,84,c2a_rp_block2_gt_bound_export.json,D:\Work\HOHONET\analysis_results\c2a_rp_block2_reestimate_20260817_v2\c2a_rp_block2_gt_bound_export.json,,,,semi,derived_from_prediction_presence,11,188.0,log,active_times_2026-08-12.jsonl,84,project+task+annotator,1,8,eligible,url.query.task;dom.lsf-root_mode_labeling;dom.lsf-editor;dom.lsf-main-view;dom.lsf-current-task__task-id;store.task.audit,c2plus_task_worker_active_time_20260802_v2,0,/projects/84/data,3538,3538,3538,matches_route,0,0,0,0,197.471,0.9379928715819327,,0.9379928715819327,9.767051351861861,0.7176903966795971,0.6295891862362205,0.6531071662902832,0.5546875,True,,False,excluded_from_consensus,9.340437183808259,True,0,,247.21102905273438,15.7229459406542,8,4,1.0,False,8,4,1.0,False,False,,connect,,,,,,low_quality;low_texture;normal;occlusion,normal,occlusion;low_texture;low_quality,,,True,True,False,False,True,False,False,False,True,False,,,False,False,True,False,False,False,True,False,False,True,8,False,2,2,0,0,0.0,0.0,in_scope,False,False,performance
C2A_RP_BLOCK2,cli_argument,C2-A-RP,paper_a_method_20260811_v23,3538,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec.jpg,84,c2a_rp_block2_gt_bound_export.json,D:\Work\HOHONET\analysis_results\c2a_rp_block2_reestimate_20260817_v2\c2a_rp_block2_gt_bound_export.json,,,,semi,derived_from_prediction_presence,15,918.0,log,active_times_2026-08-13.jsonl,84,project+task+annotator,1,31,,,0.24-official,0,,,,,,0,0,0,0,711.789,0.9746302000457444,,0.9746302000457444,3.919774319027974,0.9705352715199782,0.9685946361869799,0.09293864667415619,1.0,True,,False,excluded_from_consensus,3.893417153131154,True,0,,22.000316619873047,4.690449511493866,8,4,1.0,False,8,4,1.0,False,False,,connect,,,,,,normal;occlusion,normal,occlusion,,,True,True,False,False,True,False,False,False,True,False,,,False,False,True,False,False,False,True,False,False,True,8,False,2,2,0,0,0.0,0.0,in_scope,False,False,performance
C2A_RP_BLOCK2,cli_argument,C2-A-RP,paper_a_method_20260811_v23,3539,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e.jpg,84,c2a_rp_block2_gt_bound_export.json,D:\Work\HOHONET\analysis_results\c2a_rp_block2_reestimate_20260817_v2\c2a_rp_block2_gt_bound_export.json,,,,semi,derived_from_prediction_presence,12,225.0,log,active_times_2026-08-11.jsonl,84,project+task+annotator,1,9,eligible,url.query.task;dom.lsf-root_mode_labeling;dom.lsf-editor;dom.lsf-main-view;dom.lsf-current-task__task-id;store.task.audit,c2plus_task_worker_active_time_20260802_v2,0,/projects/84/data,3539,3539,3539,matches_route,0,0,0,0,239.678,0.9121106096076184,,0.9121106096076184,16.3553140180346,0.7458315232812319,0.6920875004450856,0.3710901737213135,0.772216796875,True,,False,excluded_from_consensus,16.167244392900283,True,0,,375.69000244140625,19.382724329706758,16,8,1.0,False,16,8,1.0,False,False,,connect,,,,,,low_quality;normal;occlusion,normal,occlusion;low_quality,,,True,True,False,False,True,False,False,False,True,False,,,False,False,True,False,False,False,True,False,False,True,16,False,1,1,0,0,0.0,0.0,in_scope,False,False,performance
C2A_RP_BLOCK2,cli_argument,C2-A-RP,paper_a_method_20260811_v23,3540,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.jpg,84,c2a_rp_block2_gt_bound_export.json,D:\Work\HOHONET\analysis_results\c2a_rp_block2_reestimate_20260817_v2\c2a_rp_block2_gt_bound_export.json,,,,semi,derived_from_prediction_presence,12,76.0,log,active_times_2026-08-11.jsonl,84,project+task+annotator,1,4,eligible,url.query.task;dom.lsf-root_mode_labeling;dom.lsf-editor;dom.lsf-main-view;dom.lsf-current-task__task-id;store.task.audit,c2plus_task_worker_active_time_20260802_v2,0,/projects/84/data,3540,3540,3540,matches_route,0,0,0,0,69.169,0.7506134093620749,,0.7506134093620749,63.213405168851196,0.6507408022462708,0.6278207501301185,0.5867706537246704,0.6710681915283203,True,,False,excluded_from_consensus,62.94837992479433,True,0,,1995.29638671875,44.66874059920147,8,4,1.0,False,8,4,1.0,False,False,,connect,,,,,,normal;occlusion,normal,occlusion,,,True,True,False,False,True,False,False,False,True,False,,,False,False,True,False,False,False,True,False,False,True,8,False,2,2,0,0,0.0,0.0,in_scope,False,False,performance
C2A_RP_BLOCK2,cli_argument,C2-A-RP,paper_a_method_20260811_v23,3540,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.jpg,84,c2a_rp_block2_gt_bound_export.json,D:\Work\HOHONET\analysis_results\c2a_rp_block2_reestimate_20260817_v2\c2a_rp_block2_gt_bound_export.json,,,,semi,derived_from_prediction_presence,13,26.0,log,active_times_2026-08-14.jsonl,84,project+task+annotator,3,4,,,stage1_active_time_annotation_hardening_20260701_v1,0,,,,,,0,0,0,0,12.34,0.7506134093620749,,0.7506134093620749,63.213405168851196,0.6507408022462708,0.6278207501301185,0.5867706537246704,0.6710681915283203,True,,False,excluded_from_consensus,62.94837992479433,True,0,,1995.29638671875,44.66874059920147,8,4,1.0,False,8,4,1.0,False,False,,connect,,,,,,normal;occlusion,normal,occlusion,,,True,True,False,False,True,False,False,False,True,False,,,False,False,True,False,False,False,True,False,False,True,8,False,2,2,0,0,0.0,0.0,in_scope,False,False,performance
