task_id,annotation_id,annotator_id,dataset_group,default_gate_pass,default_gate_reason,selection_pass,selection_reason,selection_origin,tim_rule_default_gate_pass,tim_rule_in_scope,tim_rule_layout_usable,tim_rule_type4_flag,tim_rule_meta_guard_rejected,tim_rule_active_time_fallback,tim_t_included,tim_i_included,tim_m_included,tim_highest_tier,tim_scope,tim_scope_rule,tim_downgrade_reason,tim_reason_chain,tim_mapping_rule_version,tim_mapping_spec_version
513,113,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
514,114,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,False,False,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
515,115,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
516,116,1,Pilot,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
517,117,1,Pilot,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,True,True,False,False,T,T,t_tier_scope_filtered,scope:oos;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
518,118,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,False,False,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
519,119,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,True,True,False,False,T,T,t_tier_scope_filtered,scope:oos;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
520,120,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
521,121,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
522,122,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
523,123,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
524,124,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
525,125,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
526,126,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,False,False,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
527,127,1,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
528,128,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
529,129,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,True,True,False,False,T,T,t_tier_scope_filtered,scope:oos;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
530,130,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
531,131,1,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
532,132,1,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
533,133,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,False,False,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
534,134,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
535,135,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
536,136,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
537,137,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
538,138,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
539,139,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
540,140,1,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
541,141,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
542,142,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
543,143,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
544,144,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
545,145,1,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
546,146,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
547,147,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,False,False,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
548,148,1,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,True,True,False,False,T,T,t_tier_scope_filtered,scope:oos;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
549,149,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
550,150,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
551,151,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
552,152,1,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
553,153,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
554,154,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
555,155,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
556,156,1,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
557,157,1,Gold_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
558,158,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
561,159,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
562,160,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
563,161,1,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
565,162,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
567,163,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
568,164,1,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,True,True,False,False,T,T,t_tier_scope_filtered,scope:oos;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
569,165,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
570,166,1,Gold_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
571,167,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
572,168,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,True,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
573,169,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
576,170,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,True,True,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
578,171,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
579,172,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
581,173,1,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
583,174,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
584,175,1,Pilot,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,True,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
585,176,1,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
586,177,1,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
589,178,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
590,179,1,Pilot,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
591,180,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
592,181,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,True,True,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
598,182,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,True,True,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
599,183,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
601,184,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
602,185,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
605,186,1,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
606,187,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
607,188,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
608,189,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
610,190,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
612,191,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
613,192,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
615,193,1,Gold_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
616,194,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
617,195,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
619,196,1,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
622,197,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
623,198,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
624,199,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
